timestamp,obs_0,obs_1,obs_2,obs_3,obs_4,obs_5,obs_6,obs_7,obs_8,obs_9,obs_10,obs_11,obs_12,obs_13,obs_14,obs_15,obs_16,obs_17,obs_18,obs_19,obs_20,obs_21,obs_22,obs_23,obs_24,obs_25,obs_26,obs_27,obs_28,obs_29,obs_30,obs_31,obs_32,obs_33,obs_34,obs_35,obs_36,obs_37,obs_38,obs_39,obs_40,obs_41,obs_42,obs_43,obs_44,obs_45,obs_46,obs_47,action_0,action_1,action_2,action_3,action_4,action_5,action_6,action_7,action_8,action_9,action_10,action_11
1789156030.243885,0.001154,0.000606,-0.008811,-0.008065,0.020874,0.073233,-0.000213,-0.000496,-1.000000,0.000000,0.000000,0.000000,-0.027783,0.023352,-0.019981,0.025861,-0.182148,-0.179304,-0.181810,-0.183514,0.059975,0.058140,0.055745,0.061282,-0.065450,-0.087266,-0.000000,0.043633,0.000000,-0.087266,-0.087266,-0.087266,0.000000,-0.000000,0.043633,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1789156030.261579,0.000460,-0.001377,-0.008536,-0.022579,0.015814,0.049264,-0.000368,-0.001220,-0.999999,0.000000,0.000000,0.000000,-0.028370,0.023297,-0.019806,0.026314,-0.182353,-0.181377,-0.182761,-0.185227,0.060150,0.057616,0.056569,0.061282,-0.087266,0.000000,-0.000000,-0.000000,-0.065450,-0.021817,-0.065450,-0.109083,0.000000,-0.000000,0.065450,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1789156030.281413,-0.000542,-0.003881,-0.008219,-0.016055,0.030861,0.030489,-0.002412,-0.001380,-0.999996,0.000000,0.000000,0.000000,-0.025234,0.020401,-0.019419,0.024792,-0.149609,-0.134984,-0.146420,-0.163192,0.042945,0.036604,0.034079,0.049487,0.676315,-0.545415,0.021817,-0.349066,4.363324,4.668756,2.072579,4.428773,-2.421644,-1.788963,-1.919863,-2.530727,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1789156030.301482,-0.000495,-0.004713,-0.002775,-0.085829,0.489324,0.066175,-0.012787,-0.002956,-0.999914,0.000000,0.000000,0.000000,-0.021465,0.014884,-0.024903,0.026139,-0.115444,-0.084325,-0.121113,-0.132480,0.021292,0.020479,0.026623,0.031365,0.109083,-0.087267,-0.261799,-0.000000,1.548980,1.745329,0.807215,0.829031,-1.112648,-0.981748,-0.087267,-0.392699,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1789156030.321394,0.002029,-0.003660,0.009917,-0.052140,0.313955,0.091609,-0.019129,-0.004137,-0.999808,0.000000,0.000000,0.000000,-0.018351,0.013821,-0.025561,0.024623,-0.084625,-0.054808,-0.102719,-0.116608,0.001692,0.004634,0.024070,0.030040,0.130900,-0.109083,0.087266,-0.065450,1.570797,1.134464,0.894482,0.785398,-0.850848,-0.479966,-0.130900,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1789156030.341262,0.007952,-0.000268,0.024360,-0.099278,-0.060885,0.064444,-0.018126,-0.006618,-0.999814,0.000000,0.000000,0.000000,-0.017164,0.014312,-0.024167,0.024713,-0.055855,-0.033850,-0.084941,-0.097554,-0.005330,-0.000713,0.017771,0.022991,0.087266,0.000000,0.087266,-0.109083,1.243547,0.938114,0.785399,0.981748,-0.152716,-0.174533,-0.283616,-0.567232,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1789156030.361819,0.022444,0.009001,0.041211,-0.236165,-0.288586,0.028758,-0.012944,-0.011583,-0.999849,0.000000,0.000000,0.000000,-0.016232,0.014167,-0.023123,0.022221,-0.038500,-0.022993,-0.068532,-0.080044,-0.006263,-0.002208,0.010555,0.012104,0.000000,0.109083,-0.000000,-0.174533,0.567232,0.370882,0.807215,0.763582,0.000000,-0.043633,-0.305433,-0.567232,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1789156030.381255,0.032633,0.015823,0.047081,-0.083699,-0.310823,0.049531,-0.007101,-0.013098,-0.999889,0.000000,0.000000,0.000000,-0.016365,0.014366,-0.026902,0.018283,-0.032034,-0.017057,-0.054319,-0.064104,-0.004776,-0.002598,0.007313,0.003860,-0.109083,0.021817,-0.065450,-0.261799,0.218167,0.305433,0.654499,0.763582,0.087266,-0.000000,-0.152716,-0.239983,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1789156030.401153,0.050626,0.028571,0.044169,0.200727,-0.203231,0.053792,-0.003566,-0.008916,-0.999954,0.000000,0.000000,0.000000,-0.016714,0.014102,-0.026730,0.016022,-0.026072,-0.011889,-0.039363,-0.051497,0.000138,0.000151,0.004864,0.001414,0.000000,-0.087266,0.043633,-0.087266,0.327250,0.239983,0.785399,0.567232,0.283616,0.174533,-0.087267,-0.021817,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1789156030.421078,0.064586,0.039775,0.039212,0.162510,-0.041711,0.021035,-0.002947,-0.005875,-0.999978,0.000000,0.000000,0.000000,-0.016845,0.014312,-0.026518,0.015190,-0.017062,-0.011231,-0.026535,-0.041325,0.004204,0.007266,0.004125,0.002960,-0.021817,0.000000,0.021817,-0.021817,0.610866,-0.087266,0.610866,0.545415,0.174533,0.239983,0.000000,0.152716,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1789156030.441096,0.079328,0.051932,0.033010,-0.070516,0.026466,-0.027568,-0.002830,-0.008090,-0.999963,0.000000,0.000000,0.000000,-0.016889,0.014312,-0.025220,0.014219,-0.005488,-0.010607,-0.013996,-0.030607,0.008368,0.013574,0.006421,0.006233,0.000000,0.000000,0.065450,-0.087266,0.567232,-0.109083,0.567232,0.654498,0.261799,0.261799,0.218166,0.152716,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1789156030.461058,0.099420,0.067846,0.023592,-0.181570,0.028730,-0.077635,-0.002119,-0.011778,-0.999928,0.000000,0.000000,0.000000,-0.017783,0.013376,-0.026024,0.012002,-0.000670,-0.009846,-0.003478,-0.018412,0.009958,0.016271,0.010261,0.009426,-0.065450,-0.065450,-0.152716,-0.174533,0.065450,0.021817,0.479966,0.610865,0.087266,0.087267,0.130900,0.152716,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
