timestamp,obs_0,obs_1,obs_2,obs_3,obs_4,obs_5,obs_6,obs_7,obs_8,obs_9,obs_10,obs_11,obs_12,obs_13,obs_14,obs_15,obs_16,obs_17,obs_18,obs_19,obs_20,obs_21,obs_22,obs_23,obs_24,obs_25,obs_26,obs_27,obs_28,obs_29,obs_30,obs_31,obs_32,obs_33,obs_34,obs_35,obs_36,obs_37,obs_38,obs_39,obs_40,obs_41,obs_42,obs_43,obs_44,obs_45,obs_46,obs_47,action_0,action_1,action_2,action_3,action_4,action_5,action_6,action_7,action_8,action_9,action_10,action_11
1788293199.675105,-0.001971,0.006466,-0.000141,0.045852,-0.005871,-0.008966,0.001787,0.000793,-0.999998,0.000000,0.000000,0.000000,-0.024394,0.024170,-0.027271,0.023954,-0.181366,-0.180144,-0.181058,-0.181276,0.054608,0.054649,0.054390,0.054562,0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.308438,-0.299040,-0.166271,0.160850,0.153445,0.042552,0.133538,0.044288,-0.230728,-0.015026,-0.007966,-0.099690
1788293199.680758,-0.001773,0.006277,-0.000080,0.008967,-0.006271,-0.009099,0.003565,0.000894,-0.999993,0.000000,0.000000,0.000000,-0.024394,0.024170,-0.027271,0.023954,-0.181366,-0.180144,-0.181058,-0.181276,0.054608,0.054649,0.054699,0.054562,0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.308438,-0.299040,-0.166271,0.160850,0.153445,0.042552,0.133538,0.044288,-0.230728,-0.015026,-0.007966,-0.099690,0.295184,-0.243943,0.069717,0.056827,0.138598,0.177504,0.124255,0.085443,-0.143240,-0.050046,-0.085834,-0.048353
1788293199.691412,-0.001340,0.005350,0.000383,-0.025920,-0.005339,-0.002973,0.005225,0.000309,-0.999986,0.000000,0.000000,0.000000,-0.024394,0.024170,-0.027271,0.023954,-0.181366,-0.180144,-0.181366,-0.181276,0.054608,0.054649,0.054614,0.054562,0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.065450,-0.000000,0.295184,-0.243943,0.069717,0.056827,0.138598,0.177504,0.124255,0.085443,-0.143240,-0.050046,-0.085834,-0.048353,0.353395,-0.292736,-0.052531,0.107872,0.203104,0.087125,0.098176,0.122597,-0.221456,0.038216,0.015969,-0.134402
1788293199.712192,-0.000959,0.004507,0.000716,-0.069863,0.024489,-0.004039,0.004391,-0.001061,-0.999990,0.000000,0.000000,0.000000,-0.024306,0.024170,-0.027271,0.023954,-0.181366,-0.180144,-0.178442,-0.179890,0.054608,0.054649,0.052067,0.053643,0.043633,0.000000,-0.000000,-0.000000,0.000000,-0.000000,0.981748,0.545415,0.000000,-0.000000,-0.916298,-0.392699,0.353395,-0.292736,-0.052531,0.107872,0.203104,0.087125,0.098176,0.122597,-0.221456,0.038216,0.015969,-0.134402,0.240470,-0.303393,0.088785,0.135936,0.126542,0.200927,0.223897,0.051336,-0.012490,-0.202366,-0.174949,0.094017
1788293199.730675,0.000553,0.003864,0.006996,0.125613,0.741412,0.052687,-0.010438,0.001367,-0.999945,0.000000,0.000000,0.000000,0.003147,0.000772,-0.027159,0.025310,-0.124138,-0.121580,-0.110432,-0.113805,0.002385,0.020051,0.008390,0.005191,1.047198,-1.047198,0.283616,0.021817,3.730642,5.694138,3.708825,3.577925,-3.119776,-2.356195,-0.283616,-2.050762,0.240470,-0.303393,0.088785,0.135936,0.126542,0.200927,0.223897,0.051336,-0.012490,-0.202366,-0.174949,0.094017,0.331790,-0.234641,0.092628,0.081803,0.277919,-0.061532,0.147700,0.183563,-0.064250,-0.451617,0.060331,-0.031806
1788293199.750332,0.002190,0.003688,0.012048,-0.004349,0.445268,-0.050111,-0.015638,0.000149,-0.999878,0.000000,0.000000,0.000000,0.024568,-0.021931,-0.024868,0.027920,-0.041014,-0.057990,-0.036280,-0.043111,-0.030038,0.014608,-0.000495,-0.005591,0.763582,-0.981748,-0.000000,0.021817,3.207043,2.967060,3.512475,2.487095,-0.632682,0.021817,-2.225295,1.723512,0.331790,-0.234641,0.092628,0.081803,0.277919,-0.061532,0.147700,0.183563,-0.064250,-0.451617,0.060331,-0.031806,0.323784,-0.223763,0.130686,0.115265,0.201169,0.074309,0.242728,0.052161,0.112747,-0.249913,0.030086,-0.043231
1788293199.770312,0.005321,0.003303,0.011134,-0.211942,0.178286,0.036841,-0.018600,-0.002814,-0.999823,0.000000,0.000000,0.000000,0.044021,-0.036475,-0.015362,0.025550,-0.000490,-0.008764,0.003770,-0.006778,-0.008349,-0.023503,-0.011864,0.008857,1.112648,-0.283616,0.501782,-0.261799,1.876229,1.854413,1.112648,1.658063,0.261800,-1.483530,1.985312,-1.199914,0.323784,-0.223763,0.130686,0.115265,0.201169,0.074309,0.242728,0.052161,0.112747,-0.249913,0.030086,-0.043231,0.255593,-0.054813,-0.003242,0.068956,0.035211,-0.060481,0.236183,0.116370,-0.288622,-0.158578,0.114981,-0.116049
1788293199.790202,0.007317,0.003350,0.004165,0.024946,0.062838,0.041235,-0.019261,-0.002446,-0.999811,0.000000,0.000000,0.000000,0.052911,-0.043050,-0.002659,0.021841,0.028742,-0.009074,0.024209,0.008761,-0.011084,-0.077731,0.005139,-0.000855,0.196350,-0.152716,0.741765,-0.109083,1.243547,0.632682,1.025381,0.109083,0.567232,-1.658063,0.021817,-0.349066,0.255593,-0.054813,-0.003242,0.068956,0.035211,-0.060481,0.236183,0.116370,-0.288622,-0.158578,0.114981,-0.116049,0.323683,-0.304564,0.148529,0.143337,0.158840,0.229532,0.224430,0.072037,-0.048339,-0.027780,-0.240552,-0.041117
1788293199.810283,0.009036,0.003208,-0.003127,-0.162541,-0.010132,-0.002441,-0.019001,-0.005724,-0.999803,0.000000,0.000000,0.000000,0.059426,-0.043145,0.014920,0.024254,0.039879,0.001820,0.039975,0.014076,0.015933,-0.065416,0.013702,-0.009592,0.283616,0.436332,0.654499,0.043633,0.174533,0.610865,0.610866,0.349066,0.152716,0.218166,1.178097,-1.003565,0.323683,-0.304564,0.148529,0.143337,0.158840,0.229532,0.224430,0.072037,-0.048339,-0.027780,-0.240552,-0.041117,0.462192,-0.055517,-0.013722,0.131708,0.275639,-0.092632,0.085700,0.286696,-0.304701,-0.066484,0.103541,-0.159466
1788293199.830243,0.010190,0.002330,-0.007442,-0.148692,-0.104941,-0.043587,-0.016538,-0.008677,-0.999826,0.000000,0.000000,0.000000,0.066233,-0.045060,0.018866,0.020093,0.031924,0.000498,0.048595,0.016323,-0.035328,-0.047322,0.004038,-0.015515,0.589049,-0.807215,0.218166,-0.261799,-0.545415,-0.000000,0.479966,0.065450,-1.221730,0.545415,-3.054327,0.610865,0.462192,-0.055517,-0.013722,0.131708,0.275639,-0.092632,0.085700,0.286696,-0.304701,-0.066484,0.103541,-0.159466,0.231137,-0.205313,0.252988,0.104637,0.250291,0.280951,0.037057,0.052082,0.083644,-0.153783,-0.238340,-0.017356
1788293199.850296,0.010764,0.000442,-0.006176,-0.291171,0.100522,-0.006436,-0.017556,-0.014510,-0.999741,0.000000,0.000000,0.000000,0.075963,-0.047069,0.023663,0.018718,0.032811,0.020236,0.049370,0.025726,-0.019934,-0.021987,-0.020694,-0.018690,0.850848,0.894481,0.065450,-0.000000,1.090831,0.719949,-0.829031,1.156281,-0.065450,0.698132,2.007129,-1.505347,0.231137,-0.205313,0.252988,0.104637,0.250291,0.280951,0.037057,0.052082,0.083644,-0.153783,-0.238340,-0.017356,0.455014,0.003178,-0.015230,0.121405,0.262659,0.093093,0.176658,0.266872,-0.452991,-0.138354,0.099483,-0.403378
1788293199.870133,0.010652,-0.000428,-0.003441,0.138263,-0.120254,-0.023347,-0.013564,-0.013256,-0.999820,0.000000,0.000000,0.000000,0.082901,-0.043173,0.019373,0.022283,0.048786,0.013506,0.033130,0.033569,-0.052803,-0.016964,-0.005453,-0.020904,-0.458149,-0.567232,0.021817,0.261799,0.349066,0.152716,-0.567232,-0.567232,-0.305433,0.130900,-2.334378,1.505346,0.455014,0.003178,-0.015230,0.121405,0.262659,0.093093,0.176658,0.266872,-0.452991,-0.138354,0.099483,-0.403378,0.291461,-0.201599,0.327691,0.051667,0.102103,0.345014,-0.058943,-0.040882,0.030618,-0.097727,-0.247418,-0.124906
1788293199.890127,0.009711,-0.002889,0.007104,-0.447499,-0.052343,0.012872,-0.012716,-0.021753,-0.999683,0.000000,0.000000,0.000000,0.084998,-0.037923,0.027505,0.025547,0.051224,0.033386,0.027504,0.034616,-0.005028,-0.030774,-0.022470,-0.023994,0.610865,0.829032,-0.218166,0.174533,0.545415,0.545416,0.130900,0.829032,0.981748,-0.305433,2.203478,-2.857977,0.291461,-0.201599,0.327691,0.051667,0.102103,0.345014,-0.058943,-0.040882,0.030618,-0.097727,-0.247418,-0.124906,0.391354,-0.122353,-0.068164,0.087654,0.281728,-0.009767,0.129492,0.205423,-0.334186,-0.031186,-0.011850,-0.230790
1788293199.910187,0.009446,-0.004528,0.013276,0.230409,-0.192026,-0.049579,-0.007460,-0.017714,-0.999815,0.000000,0.000000,0.000000,0.083672,-0.026685,0.016671,0.027350,0.060160,0.031354,0.020850,0.030643,-0.061383,-0.032094,-0.006265,-0.058737,-0.741765,0.043633,0.109083,-0.087266,-0.218166,0.283616,-0.785398,-1.505346,-2.574361,-0.000000,-2.050762,1.658063,0.391354,-0.122353,-0.068164,0.087654,0.281728,-0.009767,0.129492,0.205423,-0.334186,-0.031186,-0.011850,-0.230790,0.338283,-0.210006,0.226421,0.183667,0.271653,0.177512,-0.034996,0.247841,-0.004854,-0.038539,-0.110140,-0.012531
1788293199.930135,0.009175,-0.004801,0.009898,-0.647103,-0.039693,-0.012960,-0.007078,-0.030122,-0.999521,0.000000,0.000000,0.000000,0.085115,-0.024795,0.028364,0.023954,0.039443,0.049479,0.018701,0.023048,-0.024234,-0.026386,-0.024632,-0.046991,0.239983,0.436332,-0.349066,-0.000000,-0.349066,0.610865,0.239983,0.894481,1.636246,0.043633,1.592613,-1.003565,0.338283,-0.210006,0.226421,0.183667,0.271653,0.177512,-0.034996,0.247841,-0.004854,-0.038539,-0.110140,-0.012531,0.421026,-0.189043,-0.010393,0.121343,0.323655,-0.042747,0.052298,0.263553,-0.224322,-0.012049,0.044924,-0.102942
1788293199.950161,0.009669,-0.004919,0.001932,0.233472,-0.031837,0.027919,-0.004593,-0.028470,-0.999584,0.000000,0.000000,0.000000,0.085720,-0.029063,0.014988,0.023431,0.052448,0.033806,0.015137,0.031185,-0.055481,-0.013656,-0.017959,-0.039072,-0.152716,-0.741765,0.218166,-0.000000,0.501782,-0.021817,-0.479966,0.632682,-0.719949,0.436332,-0.807215,2.268928,0.421026,-0.189043,-0.010393,0.121343,0.323655,-0.042747,0.052298,0.263553,-0.224322,-0.012049,0.044924,-0.102942,0.392624,-0.269799,0.177254,0.105229,0.101705,0.353452,0.062816,-0.006922,-0.025622,-0.024338,-0.116760,-0.111472
1788293199.970198,0.010038,-0.004832,-0.000897,-0.234180,0.014502,-0.016822,-0.004793,-0.033047,-0.999442,0.000000,0.000000,0.000000,0.090261,-0.038302,0.028015,0.027748,0.058519,0.035208,0.013394,0.045721,-0.020722,-0.011564,-0.010735,-0.020143,0.610865,-0.239983,0.043633,0.087267,0.654499,-0.087266,-0.043633,0.894481,0.567232,0.087267,1.658063,-0.239983,0.392624,-0.269799,0.177254,0.105229,0.101705,0.353452,0.062816,-0.006922,-0.025622,-0.024338,-0.116760,-0.111472,0.442198,-0.187907,-0.022023,0.136698,0.252724,0.165977,0.162686,0.185868,-0.244474,0.098063,0.029117,-0.215452
1788293199.990142,0.010038,-0.004832,-0.000897,0.165694,-0.141826,0.038705,-0.001753,-0.029893,-0.999552,0.000000,0.000000,0.000000,0.094761,-0.045300,0.022460,0.027445,0.067660,0.025434,0.013912,0.044428,-0.041663,-0.006658,-0.009164,-0.022148,0.021817,-0.567232,0.152716,-0.000000,-0.261799,-0.654499,0.479966,-1.461713,-0.043633,0.109083,-1.461713,-0.000000,0.442198,-0.187907,-0.022023,0.136698,0.252724,0.165977,0.162686,0.185868,-0.244474,0.098063,0.029117,-0.215452,0.394383,-0.182763,0.260734,0.106524,0.360455,0.245066,-0.004799,0.152578,-0.006842,0.108133,-0.038626,-0.063156
1788293200.010049,0.007010,-0.002112,-0.006245,-0.193833,-0.037030,-0.030537,-0.001432,-0.031225,-0.999511,0.000000,0.000000,0.000000,0.098611,-0.050844,0.029954,0.022722,0.055102,0.047919,0.019470,0.035805,-0.016683,-0.008573,-0.009104,-0.032369,0.436332,0.152716,-0.196350,-0.087267,-0.261799,0.698132,0.283616,0.218166,0.043633,-0.065450,1.396264,-1.418080,0.394383,-0.182763,0.260734,0.106524,0.360455,0.245066,-0.004799,0.152578,-0.006842,0.108133,-0.038626,-0.063156,0.479221,-0.192166,-0.108132,0.173364,0.428144,-0.099710,-0.012343,0.286717,-0.202876,-0.092457,-0.015417,-0.075812
