time_start,time_end,flshoulder,flarm,flfoot,frshoulder,frarm,frfoot,blshoulder,blarm,blfoot,brshoulder,brarm,brfoot,motion,movement
1751052738.9091094,21508.852085157,34.44517135620117,-21.45000648498535,99.58000183105469,-32.54484176635742,-22.81000518798828,89.84483337402344,33.83750915527344,-48.88484191894531,92.26001739501953,-32.62999725341797,-8.444843292236328,91.31001281738281,Stop,Stepping
1751052738.919072,21508.862321102,34.445152282714844,-21.450023651123047,99.58001708984375,-32.54482650756836,-22.810020446777344,89.84484100341797,33.837493896484375,-48.884849548339844,92.26001739501953,-32.62997817993164,-8.444866180419922,91.31002044677734,Stop,Stepping
1751052738.9290605,21508.872260611,34.445030212402344,-21.450145721435547,99.58004760742188,-32.54472351074219,-22.810121536254883,89.84487915039062,33.83739471435547,-48.88486862182617,92.26001739501953,-32.629859924316406,-8.445026397705078,91.31009674072266,Stop,Stepping
1751052738.9390256,21508.882186816,34.4447021484375,-21.450477600097656,99.58013916015625,-32.54445266723633,-22.81041145324707,89.84500885009766,33.837127685546875,-48.884925842285156,92.25999450683594,-32.629539489746094,-8.445456504821777,91.31033325195312,Stop,Stepping
1751052738.949022,21508.891899834,34.444068908691406,-21.45111846923828,99.580322265625,-32.54393005371094,-22.810955047607422,89.84523010253906,33.83662033081055,-48.885032653808594,92.2599868774414,-32.62891387939453,-8.446290016174316,91.31078338623047,Stop,Stepping
1751052738.9590297,21508.901852569,34.443023681640625,-21.452157974243164,99.58061981201172,-32.54307174682617,-22.811843872070312,89.84559631347656,33.835784912109375,-48.88521194458008,92.25996398925781,-32.627899169921875,-8.44764518737793,91.31151580810547,Stop,Stepping
1751052738.969024,21508.911807666,34.44148635864258,-21.45371437072754,99.5810775756836,-32.54180145263672,-22.81315803527832,89.84614562988281,33.83454895019531,-48.88547897338867,92.25993347167969,-32.62639236450195,-8.449660301208496,91.31260681152344,Stop,Stepping
1751052738.9790196,21508.92186897,34.439353942871094,-21.455862045288086,99.5816879272461,-32.5400390625,-22.81498908996582,89.84690856933594,33.83283233642578,-48.88583755493164,92.2598876953125,-32.62430191040039,-8.452449798583984,91.31410217285156,Stop,Stepping
1751052738.9889889,21508.931863235,34.436553955078125,-21.45867919921875,99.58248901367188,-32.53772735595703,-22.8173828125,89.847900390625,33.83058166503906,-48.886329650878906,92.25984191894531,-32.62156295776367,-8.456111907958984,91.31607818603516,Stop,Stepping
1751052738.9990184,21508.941792303,34.43294906616211,-21.46230697631836,99.58353424072266,-32.53474807739258,-22.820476531982422,89.84918975830078,33.82768630981445,-48.886940002441406,92.25975036621094,-32.61803436279297,-8.460820198059082,91.318603515625,Stop,Stepping
1751052739.0089533,21508.951893358,34.428531646728516,-21.466753005981445,99.58480072021484,-32.53110122680664,-22.82425880432129,89.85075378417969,33.824134826660156,-48.88770294189453,92.2596664428711,-32.613704681396484,-8.466604232788086,91.32172393798828,Stop,Stepping
1751052739.0190275,21508.961896231,34.423091888427734,-21.472225189208984,99.58636474609375,-32.526607513427734,-22.828920364379883,89.85269927978516,33.819766998291016,-48.888641357421875,92.25955963134766,-32.60838317871094,-8.473710060119629,91.32555389404297,Stop,Stepping
1751052739.0290923,21508.97194175,34.416656494140625,-21.478702545166016,99.58821105957031,-32.52129364013672,-22.83443832397461,89.85498809814453,33.81459045410156,-48.889747619628906,92.2594223022461,-32.60208511352539,-8.482128143310547,91.330078125,Stop,Stepping
1751052739.03904,21508.981916698,34.40910720825195,-21.48629379272461,99.59037780761719,-32.51506042480469,-22.840898513793945,89.85767364501953,33.80852508544922,-48.89103698730469,92.2592544555664,-32.594696044921875,-8.49199104309082,91.33538055419922,Stop,Stepping
1751052739.0490324,21508.991863375,34.4003791809082,-21.49508285522461,99.59288787841797,-32.507850646972656,-22.84837532043457,89.86077117919922,33.801509857177734,-48.89253616333008,92.25907135009766,-32.58614730834961,-8.503405570983887,91.34151458740234,Stop,Stepping
1751052739.0590215,21509.001873026,34.3903694152832,-21.50514793395996,99.59574890136719,-32.49958419799805,-22.856948852539062,89.86431884765625,33.79346466064453,-48.894256591796875,92.25885772705078,-32.57635498046875,-8.51649284362793,91.34854888916016,Stop,Stepping
1751052739.0691106,21509.011939392,34.379005432128906,-21.516586303710938,99.5989990234375,-32.49019241333008,-22.866689682006836,89.86834716796875,33.784324645996094,-48.896202087402344,92.25861358642578,-32.56523132324219,-8.531353950500488,91.35652160644531,Stop,Stepping
1751052739.0790381,21509.021980242,34.366241455078125,-21.52942657470703,99.6026382446289,-32.47964859008789,-22.87761688232422,89.87287139892578,33.77406311035156,-48.89838790893555,92.25833129882812,-32.552738189697266,-8.548040390014648,91.36547088623047,Stop,Stepping
1751052739.0890403,21509.032517039,34.35197830200195,-21.543777465820312,99.6067123413086,-32.46786880493164,-22.889835357666016,89.87791442871094,33.762596130371094,-48.900821685791016,92.25801086425781,-32.53878402709961,-8.566689491271973,91.3754653930664,Stop,Stepping
1751052739.0990205,21509.042158234,34.33616256713867,-21.5596866607666,99.61119842529297,-32.45479965209961,-22.903379440307617,89.88349914550781,33.74987030029297,-48.903526306152344,92.25765228271484,-32.52330017089844,-8.587373733520508,91.38652801513672,Stop,Stepping
1751052739.1090188,21509.053235626,34.31869888305664,-21.577245712280273,99.61614227294922,-32.44036865234375,-22.9183292388916,89.8896484375,33.73582458496094,-48.90650939941406,92.25724792480469,-32.50621795654297,-8.610203742980957,91.39872741699219,Stop,Stepping
1751052739.1189878,21509.06184887,34.29961395263672,-21.596450805664062,99.62154388427734,-32.42459487915039,-22.934673309326172,89.8963623046875,33.72046661376953,-48.90976333618164,92.25679779052734,-32.48753356933594,-8.63516616821289,91.41205596923828,Stop,Stepping
1751052739.1290345,21509.071824835,34.278629302978516,-21.6175594329834,99.62747192382812,-32.40725326538086,-22.952640533447266,89.90374755859375,33.703582763671875,-48.91333770751953,92.25630187988281,-32.467002868652344,-8.66260051727295,91.42667388916016,Stop,Stepping
1751052739.139032,21509.081917456,34.255916595458984,-21.640403747558594,99.63385009765625,-32.38847732543945,-22.972084045410156,89.91170501708984,33.685298919677734,-48.91719436645508,92.2557373046875,-32.44477844238281,-8.692305564880371,91.44248962402344,Stop,Stepping
1751052739.1490443,21509.091844344,34.23129653930664,-21.665164947509766,99.6407470703125,-32.36812210083008,-22.99315071105957,89.9203109741211,33.66548538208008,-48.921382904052734,92.255126953125,-32.42069625854492,-8.724496841430664,91.4595947265625,Stop,Stepping
1751052739.1590176,21509.102283235,34.20475387573242,-21.691858291625977,99.64814758300781,-32.34617233276367,-23.015865325927734,89.9295654296875,33.644107818603516,-48.925880432128906,92.25444030761719,-32.39472579956055,-8.759208679199219,91.4780044555664,Stop,Stepping
1751052739.1690016,21509.111862406,34.17631530761719,-21.72045135498047,99.65605926513672,-32.322654724121094,-23.040203094482422,89.939453125,33.62120056152344,-48.930686950683594,92.25370025634766,-32.36690139770508,-8.796398162841797,91.49769592285156,Stop,Stepping
1751052739.1790273,21509.121921452,34.14561462402344,-21.751317977905273,99.66454315185547,-32.297264099121094,-23.06647300720215,89.95010375976562,33.59646987915039,-48.93587112426758,92.25286865234375,-32.33686828613281,-8.83655071258545,91.51891326904297,Stop,Stepping
1751052739.1890042,21509.131987331,34.11294174194336,-21.78417205810547,99.67355346679688,-32.27023696899414,-23.094409942626953,89.96138763427734,33.57014083862305,-48.941375732421875,92.25196075439453,-32.30491256713867,-8.879277229309082,91.54142761230469,Stop,Stepping
1751052739.199026,21509.141848649,34.07802963256836,-21.81926727294922,99.68311309814453,-32.2413444519043,-23.124279022216797,89.9734115600586,33.541996002197266,-48.94724655151367,92.25096893310547,-32.27076721191406,-8.924941062927246,91.56543731689453,Stop,Stepping
1751052739.2090406,21509.151931828,34.04097366333008,-21.856510162353516,99.6932144165039,-32.21067428588867,-23.15595817565918,89.98613739013672,33.51211166381836,-48.95346450805664,92.24987030029297,-32.23452377319336,-8.973410606384277,91.59086608886719,Stop,Stepping
1751052739.2190251,21509.162160993,34.00166702270508,-21.896020889282227,99.703857421875,-32.17813491821289,-23.18956756591797,89.99957275390625,33.48040008544922,-48.96003341674805,92.2486801147461,-32.196083068847656,-9.024829864501953,91.61775970458984,Stop,Stepping
1751052739.229045,21509.171896763,33.96005630493164,-21.937833786010742,99.71507263183594,-32.1436767578125,-23.22513771057129,90.01374816894531,33.44681930541992,-48.966976165771484,92.24737548828125,-32.15540313720703,-9.079258918762207,91.64614868164062,Stop,Stepping
1751052739.2390375,21509.182305934,33.916114807128906,-21.981979370117188,99.72681427001953,-32.10728454589844,-23.262678146362305,90.02864074707031,33.411346435546875,-48.97428512573242,92.24595642089844,-32.11244201660156,-9.136739730834961,91.67603302001953,Stop,Stepping
