time_start,flshoulder,flarm,flfoot,frshoulder,frarm,frfoot,blshoulder,blarm,blfoot,brshoulder,brarm,brfoot
1751052733.6242146,-0.005090659484267235,0.10029347985982895,-0.022240281105041504,-0.6975712180137634,0.36110976338386536,-0.08703217655420303,0.09581217169761658,0.07522092759609222,-0.03815975412726402,-0.017682019621133804,-0.6720335483551025,-0.04501129686832428
1751052733.6342108,-0.005090659484267235,0.10029347985982895,-0.022240281105041504,-0.6975712180137634,0.36110976338386536,-0.08703217655420303,0.09581217169761658,0.07522092759609222,-0.03815975412726402,-0.017682019621133804,-0.6720335483551025,-0.04501129686832428
1751052733.644198,-0.005090659484267235,0.10029347985982895,-0.022240281105041504,-0.6975712180137634,0.36110976338386536,-0.08703217655420303,0.09581217169761658,0.07522092759609222,-0.03815975412726402,-0.017682019621133804,-0.6720335483551025,-0.04501129686832428
1751052733.6541836,-0.005090659484267235,0.10029347985982895,-0.022240281105041504,-0.6975712180137634,0.36110976338386536,-0.08703217655420303,0.09581217169761658,0.07522092759609222,-0.03815975412726402,-0.017682019621133804,-0.6720335483551025,-0.04501129686832428
1751052733.6641996,-0.005090659484267235,0.10029347985982895,-0.022240281105041504,-0.6975712180137634,0.36110976338386536,-0.08703217655420303,0.09581217169761658,0.07522092759609222,-0.03815975412726402,-0.017682019621133804,-0.6720335483551025,-0.04501129686832428
1751052733.6741934,-0.005090659484267235,0.10029347985982895,-0.022240281105041504,-0.6975712180137634,0.36110976338386536,-0.08703217655420303,0.09581217169761658,0.07522092759609222,-0.03815975412726402,-0.017682019621133804,-0.6720335483551025,-0.04501129686832428
1751052733.6842167,-0.005090659484267235,0.10029347985982895,-0.022240281105041504,-0.6975712180137634,0.36110976338386536,-0.08703217655420303,0.09581217169761658,0.07522092759609222,-0.03815975412726402,-0.017682019621133804,-0.6720335483551025,-0.04501129686832428
1751052733.6941955,-0.005090659484267235,0.10029347985982895,-0.022240281105041504,-0.6975712180137634,0.36110976338386536,-0.08703217655420303,0.09581217169761658,0.07522092759609222,-0.03815975412726402,-0.017682019621133804,-0.6720335483551025,-0.04501129686832428
1751052733.7042038,-0.005090659484267235,0.10029347985982895,-0.022240281105041504,-0.6975712180137634,0.36110976338386536,-0.08703217655420303,0.09581217169761658,0.07522092759609222,-0.03815975412726402,-0.017682019621133804,-0.6720335483551025,-0.04501129686832428
1751052733.7141526,-0.005090659484267235,0.10029347985982895,-0.022240281105041504,-0.6975712180137634,0.36110976338386536,-0.08703217655420303,0.09581217169761658,0.07522092759609222,-0.03815975412726402,-0.017682019621133804,-0.6720335483551025,-0.04501129686832428
1751052733.724196,-0.005090659484267235,0.10029347985982895,-0.022240281105041504,-0.6975712180137634,0.36110976338386536,-0.08703217655420303,0.09581217169761658,0.07522092759609222,-0.03815975412726402,-0.017682019621133804,-0.6720335483551025,-0.04501129686832428
