time_s,kalman_orientation_error_deg,madgwick_orientation_error_deg
0.0,146.8881676436288,116.42233446068263
0.0,146.0236477182525,116.42233446068263
0.0,146.0236477182525,116.01093695680697
0.0045909881591796875,146.1054215135336,116.3263570242738
0.0045909881591796875,145.25283961295673,116.3263570242738
0.0045909881591796875,145.25283961295673,115.91314100654532
0.0045909881591796875,145.25283961295673,115.91314100654532
0.0045909881591796875,145.25283961295673,115.91314100654532
0.0045909881591796875,144.42931821225864,115.91314100654532
0.0045909881591796875,144.42931821225864,115.49922372460847
0.0045909881591796875,143.62866008592806,115.49922372460847
0.0045909881591796875,143.62866008592806,115.08450655747463
0.0045909881591796875,142.84991238567713,115.08450655747463
0.0045909881591796875,142.84991238567713,114.66828059255678
0.0045909881591796875,142.84991238567713,114.66828059255678
0.015469074249267578,142.9423024750321,115.00055696723722
0.015469074249267578,142.9423024750321,115.00055696723722
0.015469074249267578,142.9423024750321,115.00055696723722
0.024927139282226562,143.0492497930417,115.34980918744384
0.024927139282226562,142.30911772205778,115.34980918744384
0.024927139282226562,142.30911772205778,114.93227430517217
0.024927139282226562,142.30911772205778,114.93227430517217
0.024927139282226562,142.30911772205778,114.93227430517217
0.03493905067443848,142.48802829479,115.28065930728141
0.03493905067443848,142.48802829479,115.28065930728141
0.03758692741394043,142.67354974592567,115.64728264971292
0.03758692741394043,142.67354974592567,115.64728264971292
0.03758692741394043,142.67354974592567,115.64728264971292
0.03758692741394043,142.67354974592567,115.22841902487431
0.03758692741394043,141.9532603319683,115.22841902487431
0.045916080474853516,141.9603227974888,115.53690764863326
0.045916080474853516,141.9603227974888,115.53690764863326
0.045916080474853516,141.9603227974888,115.53690764863326
0.0606689453125,142.12034741764225,115.88683286477907
0.0606689453125,142.12034741764225,115.88683286477907
0.0606689453125,142.12034741764225,115.88683286477907
0.0630190372467041,142.31772186741753,116.24534140823357
0.0630190372467041,142.31772186741753,116.24534140823357
0.0630190372467041,141.62879008567532,116.24534140823357
0.0630190372467041,141.62879008567532,115.82568859190644
0.07122802734375,141.89565993642626,116.17762421468487
0.07122802734375,141.89565993642626,116.17762421468487
0.07122802734375,141.89565993642626,116.17762421468487
0.07122802734375,141.89565993642626,116.17762421468487
0.08450508117675781,142.13223789214283,116.56662771154944
0.08450508117675781,142.13223789214283,116.14619491478346
0.08450508117675781,142.13223789214283,116.14619491478346
0.08450508117675781,141.4697730029758,116.14619491478346
0.08450508117675781,141.4697730029758,116.14619491478346
0.09169197082519531,141.5109254800506,116.45950299943023
0.0979299545288086,141.72500624463365,116.81127623972456
0.0979299545288086,141.72500624463365,116.81127623972456
0.0979299545288086,141.72500624463365,116.81127623972456
0.0979299545288086,141.72500624463365,116.81127623972456
0.0979299545288086,141.72500624463365,116.38933166215786
0.0979299545288086,141.08587279371167,116.38933166215786
0.0979299545288086,141.08587279371167,116.38933166215786
0.11501908302307129,141.27813698298712,116.73094212346592
0.11512899398803711,141.49394451023224,117.06990699449696
0.11512899398803711,141.49394451023224,117.06990699449696
0.11512899398803711,141.49394451023224,117.06990699449696
0.12422013282775879,141.77696288913472,117.46682019237342
0.12422013282775879,141.77696288913472,117.46682019237342
0.12422013282775879,141.77696288913472,117.46682019237342
0.12422013282775879,141.17529145370094,117.46682019237342
0.12422013282775879,141.17529145370094,117.04380717942978
0.12422013282775879,141.17529145370094,117.04380717942978
0.13519001007080078,141.33946022382477,117.35623369706593
0.13519001007080078,141.33946022382477,117.35623369706593
0.13924098014831543,141.50728924273668,117.71947003119651
0.13924098014831543,141.50728924273668,117.71947003119651
0.13924098014831543,141.50728924273668,117.71947003119651
0.13924098014831543,141.50728924273668,117.29486100889694
0.13924098014831543,140.94646690184175,117.29486100889694
0.1477680206298828,141.20823508296738,117.68333867534605
0.1477680206298828,141.20823508296738,117.68333867534605
0.1477680206298828,141.20823508296738,117.68333867534605
0.15716314315795898,141.5233034018489,118.0428612727736
0.15716314315795898,141.5233034018489,118.0428612727736
0.15716314315795898,141.5233034018489,118.0428612727736
0.15716314315795898,141.5233034018489,117.61734565060752
0.15716314315795898,140.99584446677807,117.61734565060752
0.1684889793395996,141.03683618171257,117.93279312825156
0.1684889793395996,141.03683618171257,117.93279312825156
0.1684889793395996,141.03683618171257,117.93279312825156
0.17630290985107422,141.30010211367855,118.2832232325366
0.17630290985107422,141.30010211367855,118.2832232325366
0.18060898780822754,141.53043638816038,118.65410995853433
0.18060898780822754,141.53043638816038,118.65410995853433
0.18060898780822754,141.53043638816038,118.65410995853433
0.18060898780822754,141.53043638816038,118.22893919664108
0.18060898780822754,141.02546518974384,118.22893919664108
0.18060898780822754,141.02546518974384,118.22893919664108
0.1978321075439453,141.23251100632095,118.63541343493648
0.19793200492858887,141.41222761473244,118.90779875126243
0.19793200492858887,141.41222761473244,118.90779875126243
0.19793200492858887,141.41222761473244,118.90779875126243
0.19793200492858887,141.41222761473244,118.90779875126243
0.19793200492858887,140.93097570841758,118.90779875126243
0.19793200492858887,140.93097570841758,118.48236782362574
0.20894813537597656,141.16765707015782,118.84469779255765
0.20894813537597656,141.16765707015782,118.84469779255765
0.20894813537597656,141.16765707015782,118.84469779255765
0.21813607215881348,141.43456305699848,119.27288819343875
0.21813607215881348,141.43456305699848,119.27288819343875
0.22111797332763672,141.80968449109938,119.65597814901233
0.22111797332763672,141.80968449109938,119.65597814901233
0.22111797332763672,141.80968449109938,119.65597814901233
0.22111797332763672,141.80968449109938,119.23096058991722
0.22111797332763672,141.3696186478844,119.23096058991722
0.2333359718322754,141.56883302652852,119.56578521668966
0.2333359718322754,141.56883302652852,119.56578521668966
0.2333359718322754,141.56883302652852,119.56578521668966
0.24236392974853516,141.69528071649898,119.88484504201075
0.24236392974853516,141.69528071649898,119.88484504201075
0.24236392974853516,141.69528071649898,119.88484504201075
0.24236392974853516,141.69528071649898,119.45826728352174
0.24236392974853516,141.27560371067725,119.45826728352174
0.25023603439331055,141.5076321296991,119.8354268563722
0.25023603439331055,141.5076321296991,119.8354268563722
0.25023603439331055,141.5076321296991,119.8354268563722
0.2589290142059326,141.7808211742376,120.1772840389826
0.2589290142059326,141.7808211742376,120.1772840389826
0.2589290142059326,141.7808211742376,120.1772840389826
0.2589290142059326,141.7808211742376,119.74980115912413
0.2662789821624756,142.0417789405946,120.13543809804212
0.2662789821624756,141.6607598058263,120.13543809804212
0.2662789821624756,141.6607598058263,120.13543809804212
0.27405214309692383,141.7631426817758,120.45197370742811
0.27405214309692383,141.7631426817758,120.45197370742811
0.27405214309692383,141.7631426817758,120.45197370742811
0.28423500061035156,142.08432045435512,120.82538670852291
0.28423500061035156,142.08432045435512,120.82538670852291
0.28423500061035156,141.72540162211396,120.82538670852291
0.28423500061035156,141.72540162211396,120.39672072204726
0.28423500061035156,141.72540162211396,120.39672072204726
0.2942979335784912,141.93117875877198,120.76787902161462
0.2942979335784912,141.93117875877198,120.76787902161462
0.2942979335784912,141.93117875877198,120.76787902161462
0.3029439449310303,142.1779896582296,121.11969649752602
0.3029439449310303,142.1779896582296,121.11969649752602
0.3029439449310303,142.1779896582296,121.11969649752602
0.3029439449310303,142.1779896582296,120.69055781901712
0.3029439449310303,141.85837748306662,120.69055781901712
0.30759692192077637,142.0488466537614,121.0432298422532
0.30759692192077637,142.0488466537614,121.0432298422532
0.3129899501800537,142.24575575750492,121.38999481571328
0.3129899501800537,142.24575575750492,121.38999481571328
0.3129899501800537,142.24575575750492,121.38999481571328
0.3129899501800537,142.24575575750492,121.38999481571328
0.3129899501800537,142.24575575750492,120.96163268370812
0.3129899501800537,141.96073642621568,120.96163268370812
0.32814812660217285,142.10653686091686,121.34047159487974
0.32894396781921387,142.30125386197744,121.66466198622723
0.32894396781921387,142.30125386197744,121.66466198622723
0.32894396781921387,142.30125386197744,121.66466198622723
0.32894396781921387,142.30125386197744,121.66466198622723
0.33892297744750977,142.47139301354443,122.02025438295571
0.33892297744750977,142.47139301354443,122.02025438295571
0.33892297744750977,142.47139301354443,122.02025438295571
0.33892297744750977,142.47139301354443,121.5936085532837
0.33892297744750977,142.23041215182874,121.5936085532837
0.3493049144744873,142.49152957439514,121.95205605785145
0.3493049144744873,142.49152957439514,121.95205605785145
0.3493049144744873,142.49152957439514,121.95205605785145
0.35854506492614746,142.66562864547717,122.30787975299388
0.35854506492614746,142.66562864547717,122.30787975299388
0.36253809928894043,142.81640263578203,122.6711587217189
0.36253809928894043,142.81640263578203,122.6711587217189
0.36253809928894043,142.81640263578203,122.6711587217189
0.36253809928894043,142.81640263578203,122.24833985104634
0.36253809928894043,142.61616166122616,122.24833985104634
0.36253809928894043,142.61616166122616,122.24833985104634
