time_start,or_x,or_y,or_z,or_w,av_x,av_y,av_z,la_x,la_y,la_z
1709137748.0554214,0.06384139333813926,-0.015319493047679688,-0.0007324060421201444,0.9978421985518534,-0.08333333333333333,0.0,0.006666666666666667,0.02,0.09,-0.02
1709137748.065224,0.06341588040924483,-0.015319909511761742,-0.0007324259527535494,0.9978693251306483,-0.0811111111111111,0.0,0.0077777777777777776,0.0,0.11,0.0
1709137748.074692,0.06305112456722792,-0.015320263568610075,-0.0007934797864220357,0.9978923867856817,-0.0811111111111111,0.0,0.0077777777777777776,0.0,0.13,-0.02
1709137748.0845432,0.06268252834992243,-0.015319683170234206,-0.0007934497259483852,0.9979156168658536,-0.07777777777777778,0.0,0.005555555555555556,0.0,0.1,-0.01
1709137748.0950942,0.06237854572512686,-0.015319975515662271,-0.0007934648673450579,0.9979346600839767,-0.07333333333333333,-0.0011111111111111111,0.0077777777777777776,0.0,0.14,-0.04
1709137748.1050432,0.06200996648537007,-0.015319391326602252,-0.0007934346105411524,0.9979576397660296,-0.06888888888888889,0.0,0.0077777777777777776,0.02,0.12,-0.02
1709137748.1153727,0.06170596415218335,-0.01531968051651634,-0.0007934495885048304,0.9979764785878832,-0.06666666666666667,-0.0033333333333333335,0.006666666666666667,0.0,0.14,-0.01
1709137748.1249049,0.06170596415218335,-0.01531968051651634,-0.0007934495885048304,0.9979764785878832,-0.06666666666666667,-0.0033333333333333335,0.006666666666666667,0.0,0.15,-0.01
1709137748.1348689,0.06140194464451877,-0.015319968295998222,-0.0007934644934182347,0.9979952255293504,-0.06444444444444444,-0.0022222222222222222,0.005555555555555556,0.01,0.16,-0.03
1709137748.145222,0.06079015122965888,-0.015319606384181105,-0.0007934457489814915,0.9980326836419499,-0.057777777777777775,0.0,0.0044444444444444444,0.0,0.15,-0.05
1709137748.155325,0.060546910863226944,-0.015319833293014076,-0.0007934575012318047,0.9980474661648054,-0.05555555555555555,0.0,0.0033333333333333335,0.0,0.16,-0.03
1709137748.1654375,0.060303659709841334,-0.015320059298755238,-0.0007934692067084385,0.9980621898535683,-0.05333333333333334,0.0,0.0,0.01,0.16,-0.04
1709137748.1745255,0.060303659709841334,-0.015320059298755238,-0.0007934692067084385,0.9980621898535683,-0.05333333333333334,0.0,0.0,0.0,0.17,-0.03
1709137748.1847682,0.06005673917884824,-0.015319351152328159,-0.0007934325298018568,0.9980770892192127,-0.04666666666666667,-0.0011111111111111111,0.0044444444444444444,0.0,0.15,-0.05
1709137748.1954367,0.059631030881314814,-0.01531974283644833,-0.0007934528162303916,0.9981026079858148,-0.04111111111111111,-0.0033333333333333335,0.0,0.0,0.16,-0.02
1709137748.205392,0.059448574493957095,-0.015319909854192229,-0.0007934614665517888,0.9981134894247232,-0.03777777777777778,0.0,0.0,0.0,0.17,-0.02
1709137748.2159967,0.059266112148159036,-0.01532007636373627,-0.0007934700905520778,0.9981243377537021,-0.034444444444444444,-0.0011111111111111111,0.0,0.02,0.17,-0.04
1709137748.2249448,0.059266112148159036,-0.01532007636373627,-0.0007934700905520778,0.9981243377537021,-0.034444444444444444,-0.0011111111111111111,0.0,0.0,0.17,-0.03
1709137748.2346373,0.05914446430835259,-0.01532018631723065,-0.0008545123842280044,0.9981315013771825,-0.03,0.0,0.0,0.0,0.17,-0.03
1709137748.2457812,0.058897578396306056,-0.015319473759039193,-0.0008544726399464091,0.9981461109773982,-0.021111111111111112,0.0,0.0,0.02,0.2,-0.04
1709137748.255698,0.058775933008407735,-0.01531958378516131,-0.0008544787768615871,0.9981532797710282,-0.021111111111111112,0.0,0.0,0.0,0.18,-0.05
1709137748.266084,0.05865428500217965,-0.015319693585376788,-0.0008544849011763944,0.9981604338456254,-0.01888888888888889,0.0011111111111111111,-0.0011111111111111111,0.0,0.19,-0.02
1709137748.275606,0.058593460018861974,-0.015319748400764955,-0.0008544879586084038,0.9981640053629883,-0.011111111111111112,-0.0022222222222222222,-0.0022222222222222222,0.0,0.18,-0.04
1709137748.2859356,0.058593460018861974,-0.015319748400764955,-0.0008544879586084038,0.9981640053629883,-0.008888888888888889,0.0022222222222222222,-0.0022222222222222222,0.0,0.18,-0.04
1709137748.2960715,0.058593460018861974,-0.015319748400764955,-0.0008544879586084038,0.9981640053629883,-0.0022222222222222222,0.0022222222222222222,-0.0044444444444444444,0.01,0.18,-0.05
1709137748.3059766,0.058593460018861974,-0.015319748400764955,-0.0008544879586084038,0.9981640053629883,0.0,0.0,-0.0044444444444444444,0.0,0.18,-0.02
1709137748.3163512,0.058593460018861974,-0.015319748400764955,-0.0008544879586084038,0.9981640053629883,0.0033333333333333335,0.0,-0.0033333333333333335,0.0,0.19,-0.03
1709137748.325995,0.058593460018861974,-0.015319748400764955,-0.0008544879586084038,0.9981640053629883,0.0022222222222222222,0.0,-0.006666666666666667,0.0,0.18,-0.04
1709137748.3362925,0.05865428500217965,-0.015319693585376788,-0.0008544849011763944,0.9981604338456254,0.008888888888888889,0.0,-0.006666666666666667,0.0,0.19,-0.06
1709137748.3462348,0.058775933008407735,-0.01531958378516131,-0.0008544787768615871,0.9981532797710282,0.011111111111111112,0.0033333333333333335,-0.006666666666666667,0.0,0.16,-0.05
