time_start,or_x,or_y,or_z,or_w,av_x,av_y,av_z,la_x,la_y,la_z
1711476098.5044618,0.04052632530348256,-0.018798355713061186,-0.002563412142690162,0.998998332179823,0.0,0.0,0.0,0.02,-0.1,0.02
1711476098.5147986,0.04052632530348256,-0.018798355713061186,-0.002563412142690162,0.998998332179823,0.0,0.0,0.0,0.02,-0.1,0.05
1711476098.5253623,0.04052632530348256,-0.018798355713061186,-0.002563412142690162,0.998998332179823,0.0,0.0,0.0,0.03,-0.11,0.02
1711476098.5350382,0.04052632530348256,-0.018798355713061186,-0.002563412142690162,0.998998332179823,0.0,0.0,0.0,0.02,-0.09,0.04
1711476098.5448508,0.04052632530348256,-0.018798355713061186,-0.002563412142690162,0.998998332179823,0.0,0.0,0.0,0.01,-0.1,0.05
1711476098.5546017,0.04052632530348256,-0.018798355713061186,-0.002563412142690162,0.998998332179823,0.0,0.0,0.0,0.04,-0.11,0.03
1711476098.5646493,0.04052632530348256,-0.018798355713061186,-0.002563412142690162,0.998998332179823,0.0,0.0,0.0,0.02,-0.1,0.05
1711476098.5748646,0.04052632530348256,-0.018798355713061186,-0.002563412142690162,0.998998332179823,0.0,0.0,0.0,0.02,-0.11,0.02
1711476098.5849168,0.04052632530348256,-0.018798355713061186,-0.002563412142690162,0.998998332179823,0.0,0.0,0.0,0.01,-0.09,0.05
1711476098.5905604,0.04052632530348256,-0.018798355713061186,-0.002563412142690162,0.998998332179823,0.0,0.0,0.0,0.01,-0.09,0.05
1711476098.604836,0.04052632530348256,-0.018798355713061186,-0.002563412142690162,0.998998332179823,0.0,0.0,0.0,0.03,-0.09,0.02
1711476098.6149852,0.04052632530348256,-0.018798355713061186,-0.002563412142690162,0.998998332179823,0.0,0.0,0.0,0.0,-0.12,0.05
1711476098.6248586,0.04052632530348256,-0.018798355713061186,-0.002563412142690162,0.998998332179823,0.0,0.0,0.0,0.02,-0.1,0.03
