R,G,B,K
0.8941176470588236,0.40784313725490196,0.16470588235294117,1.0
0.5058823529411764,0.1568627450980392,0.47058823529411764,1.0
0.8,0.13725490196078433,0.21176470588235294,1.0
0.14901960784313725,0.13725490196078433,0.3568627450980392,1.0
0.9647058823529412,0.596078431372549,0.1411764705882353,1.0
0.6352941176470588,0.12941176470588237,0.3764705882352941,1.0
