time_start,time_end,flshoulder,flarm,flfoot,frshoulder,frarm,frfoot,blshoulder,blarm,blfoot,brshoulder,brarm,brfoot
1981.644918562,1981.647892366,-29.394840240478516,-71.73999786376953,150.14999389648438,32.420005798339844,-71.91999816894531,149.42999267578125,25.64000701904297,-91.84516143798828,168.8476104736328,-21.615156173706055,-91.49765014648438,168.837646484375
1981.653514656,1981.656135399,-29.394840240478516,-71.73999786376953,150.14999389648438,32.420005798339844,-71.91999816894531,149.42999267578125,25.64000701904297,-91.84516143798828,168.8476104736328,-21.615156173706055,-91.49765014648438,168.837646484375
1981.663491923,1981.666033049,-29.394840240478516,-71.73999786376953,150.14999389648438,32.420005798339844,-71.91999816894531,149.42999267578125,25.64000701904297,-91.84516143798828,168.8476104736328,-21.615156173706055,-91.49765014648438,168.837646484375
1981.673516615,1981.676171086,-29.394840240478516,-71.73999786376953,150.14999389648438,32.420005798339844,-71.91999816894531,149.42999267578125,25.64000701904297,-91.84516143798828,168.8476104736328,-21.615156173706055,-91.49765014648438,168.837646484375
1981.68349497,1981.686079264,-29.394840240478516,-71.73999786376953,150.14999389648438,32.420005798339844,-71.91999816894531,149.42999267578125,25.64000701904297,-91.84516143798828,168.8476104736328,-21.615156173706055,-91.49765014648438,168.837646484375
1981.693577359,1981.696240758,-29.394840240478516,-71.73999786376953,150.14999389648438,32.420005798339844,-71.91999816894531,149.42999267578125,25.64000701904297,-91.84516143798828,168.8476104736328,-21.615156173706055,-91.49765014648438,168.837646484375
1981.703485696,1981.705986565,-29.394840240478516,-71.73999786376953,150.14999389648438,32.41203308105469,-71.91999816894531,149.42999267578125,25.61000633239746,-91.84516143798828,168.8476104736328,-21.59796905517578,-91.49765014648438,168.837646484375
1981.713530612,1981.716039929,-29.32984161376953,-71.73999786376953,150.14999389648438,32.31719207763672,-71.91999816894531,149.42062377929688,25.475475311279297,-91.68937683105469,168.8476104736328,-21.58547019958496,-91.47702026367188,168.7945098876953
1981.723473959,1981.725988076,-29.253591537475586,-71.73999786376953,150.12484741210938,32.229225158691406,-71.91999816894531,149.41485595703125,25.23719596862793,-91.55329132080078,168.74310302734375,-21.455781936645508,-91.36795806884766,168.74732971191406
1981.733504667,1981.735975039,-29.073591232299805,-71.73999786376953,150.09375,32.050472259521484,-71.91999816894531,149.3848419189453,24.861099243164062,-91.361572265625,168.55699157714844,-21.196876525878906,-91.2328109741211,168.57498168945312
1981.743488238,1981.746008051,-28.991716384887695,-71.73999786376953,150.08485412597656,31.789690017700195,-71.91999816894531,149.32875061035156,24.284381866455078,-91.08094024658203,168.2699737548828,-20.80875015258789,-90.99390411376953,168.3229522705078
1981.753553858,1981.756298282,-28.541561126708984,-71.73999786376953,150.01422119140625,31.45828628540039,-71.91999816894531,149.27578735351562,23.587505340576172,-90.77157592773438,167.88528442382812,-20.267499923706055,-90.69342803955078,167.96920776367188
1981.763516181,1981.766250685,-28.39156150817871,-71.73999786376953,149.9600067138672,31.28594207763672,-71.89859008789062,149.1865692138672,22.74297332763672,-90.5993881225586,167.36013793945312,-19.631874084472656,-90.27436065673828,167.45062255859375
1981.773509352,1981.775976428,-27.75843620300293,-71.70812225341797,149.85702514648438,30.502973556518555,-71.88436889648438,149.10076904296875,21.79688262939453,-89.74922180175781,166.7119903564453,-18.819374084472656,-89.77436065673828,166.78904724121094
1981.783483355,1981.785979103,-27.17359161376953,-71.66015625,149.66360473632812,29.862815856933594,-71.83234405517578,148.92718505859375,20.74641227722168,-88.99844360351562,165.9204559326172,-17.93718719482422,-89.18327331542969,165.90731811523438
1981.793518703,1981.796052372,-26.447341918945312,-71.57797241210938,149.4512481689453,29.045785903930664,-71.71875,148.65562438964844,19.603599548339844,-88.12469482421875,165.00747680664062,-16.947187423706055,-88.3448257446289,164.915771484375
1981.803501442,1981.806122152,-25.59046745300293,-71.49874877929688,149.16734313964844,28.06391143798828,-71.57186889648438,148.37078857421875,18.35219383239746,-87.14468383789062,163.98387145996094,-15.919062614440918,-87.39827728271484,163.8265380859375
1981.813499861,1981.815954169,-24.609996795654297,-71.35812377929688,148.80844116210938,26.973596572875977,-71.42172241210938,147.9718780517578,17.14594268798828,-86.01547241210938,162.7982635498047,-14.872185707092285,-86.34390258789062,162.60935974121094
1981.823470696,1981.826041806,-23.57218360900879,-71.07093811035156,148.3623504638672,25.791410446166992,-71.2807846069336,147.46719360351562,15.895943641662598,-84.83516693115234,161.48841857910156,-13.825469017028809,-85.1642074584961,161.2390594482422
1981.833530044,1981.836091842,-23.07171630859375,-70.94703674316406,147.77764892578125,24.52484893798828,-71.0981216430664,146.83358764648438,14.698444366455078,-83.6182861328125,160.00621032714844,-12.790155410766602,-83.94498443603516,159.74732971191406
1981.843484558,1981.845993523,-21.35593605041504,-70.6089096069336,147.01641845703125,23.213911056518555,-70.80562591552734,146.07952880859375,13.543912887573242,-82.32172393798828,158.4427947998047,-11.783905029296875,-82.67608642578125,158.1499786376953
1981.853512322,1981.855971174,-20.20390510559082,-70.08280944824219,146.08203125,21.912036895751953,-70.31265258789062,145.1335906982422,12.410006523132324,-80.92813110351562,156.78012084960938,-10.803750038146973,-81.42045593261719,156.470458984375
1981.863500565,1981.866048411,-19.003746032714844,-69.40046691894531,144.99343872070312,20.56313133239746,-69.67859649658203,144.02359008789062,11.35422420501709,-79.48719024658203,155.0060577392578,-9.92640495300293,-80.09686279296875,154.67576599121094
