time_start,time_end,flshoulder,flarm,flfoot,frshoulder,frarm,frfoot,blshoulder,blarm,blfoot,brshoulder,brarm,brfoot
1707227394.6911182,4479.621073923,21.157503128051758,-17.910358428955078,93.15474700927734,-26.24483871459961,-29.241565704345703,106.2767562866211,22.734840393066406,-2.92702317237854,94.97959899902344,-32.149993896484375,-9.78456974029541,107.41167449951172
1707227394.7031438,4479.634583097,21.157440185546875,-17.910430908203125,93.15474700927734,-26.244752883911133,-29.241609573364258,106.2767105102539,22.73475456237793,-2.927147626876831,94.9796371459961,-32.14986038208008,-9.784689903259277,107.41168212890625
1707227394.7152772,4479.645704837,21.157211303710938,-17.910661697387695,93.15471649169922,-26.244447708129883,-29.241783142089844,106.27658081054688,22.734447479248047,-2.9275870323181152,94.97974395751953,-32.149391174316406,-9.785124778747559,107.4117202758789
1707227394.727016,4479.656475485,21.156721115112305,-17.91118049621582,93.15467834472656,-26.243791580200195,-29.242136001586914,106.27629852294922,22.73378562927246,-2.9285402297973633,94.97999572753906,-32.14837646484375,-9.78604507446289,107.41178894042969
1707227394.7389078,4479.668192548,21.15586280822754,-17.912067413330078,93.15459442138672,-26.242645263671875,-29.242752075195312,106.27578735351562,22.732633590698242,-2.9302010536193848,94.98043060302734,-32.146602630615234,-9.787662506103516,107.41191864013672
1707227394.7512422,4479.680899511,21.154521942138672,-17.913469314575195,93.15445709228516,-26.240854263305664,-29.24372100830078,106.27499389648438,22.730833053588867,-2.9327993392944336,94.98110961914062,-32.143829345703125,-9.790184020996094,107.412109375
1707227394.7631664,4479.693532323,21.152664184570312,-17.915403366088867,93.1542739868164,-26.23836326599121,-29.24506378173828,106.27389526367188,22.728328704833984,-2.9364030361175537,94.98206329345703,-32.139984130859375,-9.79369068145752,107.41238403320312
1707227394.7751524,4479.705081399,21.150136947631836,-17.91803550720215,93.15401458740234,-26.2349853515625,-29.246889114379883,106.27240753173828,22.724931716918945,-2.941293716430664,94.98334503173828,-32.134765625,-9.798444747924805,107.4127426147461
1707227394.7870107,4479.716618754,21.14688491821289,-17.92142105102539,93.15369415283203,-26.23063850402832,-29.249242782592773,106.2704849243164,22.720558166503906,-2.947591543197632,94.98499298095703,-32.1280403137207,-9.804573059082031,107.41321563720703
1707227394.7991314,4479.729022442,21.142799377441406,-17.925670623779297,93.15328979492188,-26.225175857543945,-29.252201080322266,106.2680892944336,22.715065002441406,-2.955501079559326,94.987060546875,-32.11960220336914,-9.812268257141113,107.41380310058594
1707227394.8111439,4479.741082103,21.137792587280273,-17.930892944335938,93.15279388427734,-26.21847915649414,-29.255817413330078,106.26512145996094,22.708330154418945,-2.965203285217285,94.9896011352539,-32.1092529296875,-9.821698188781738,107.41452026367188
1707227394.823555,4479.754325615,21.131820678710938,-17.937110900878906,93.15219116210938,-26.21048927307129,-29.2601375579834,106.2615966796875,22.700302124023438,-2.976771593093872,94.99261474609375,-32.09691619873047,-9.832952499389648,107.41537475585938
1707227394.835338,4479.765662584,21.124675750732422,-17.944549560546875,93.15148162841797,-26.200939178466797,-29.265302658081055,106.25736999511719,22.690696716308594,-2.990612506866455,94.99623107910156,-32.08216094970703,-9.846412658691406,107.41639709472656
1707227394.847013,4479.776711067,21.116561889648438,-17.953006744384766,93.15067291259766,-26.190088272094727,-29.271163940429688,106.25257110595703,22.679790496826172,-3.0063233375549316,95.00032043457031,-32.06540298461914,-9.861693382263184,107.41753387451172
1707227394.8590267,4479.788878239,21.107135772705078,-17.96282196044922,93.14971160888672,-26.1774845123291,-29.277978897094727,106.24700164794922,22.66712188720703,-3.0245866775512695,95.00505828857422,-32.045936584472656,-9.8794584274292,107.41885375976562
1707227394.8710647,4479.801168871,21.09642219543457,-17.973974227905273,93.14862823486328,-26.16316032409668,-29.285717010498047,106.24064636230469,22.652729034423828,-3.0453410148620605,95.01045227050781,-32.02382278442383,-9.899640083312988,107.42034912109375
1707227394.8836348,4479.814374987,21.084314346313477,-17.986587524414062,93.14739227294922,-26.146974563598633,-29.294456481933594,106.23344421386719,22.636465072631836,-3.0687975883483887,95.01651763916016,-31.998838424682617,-9.922453880310059,107.42201232910156
1707227394.8950253,4479.825277004,21.070846557617188,-18.000612258911133,93.14599609375,-26.128965377807617,-29.30417823791504,106.22543334960938,22.618377685546875,-3.0948925018310547,95.02326202392578,-31.971057891845703,-9.947832107543945,107.42384338378906
1707227394.9070337,4479.836869215,21.055805206298828,-18.016263961791992,93.14441680908203,-26.108861923217773,-29.315025329589844,106.21647644042969,22.598190307617188,-3.124030590057373,95.03076171875,-31.940048217773438,-9.976171493530273,107.42587280273438
1707227394.9190903,4479.849286421,21.039154052734375,-18.033607482910156,93.14268493652344,-26.08660316467285,-29.327028274536133,106.20654296875,22.57584571838379,-3.1562983989715576,95.03904724121094,-31.905729293823242,-10.007542610168457,107.4280776977539
1707227394.9310985,4479.860866303,21.020933151245117,-18.052568435668945,93.14073944091797,-26.06224822998047,-29.340160369873047,106.19564056396484,22.551406860351562,-3.1916074752807617,95.04808044433594,-31.868192672729492,-10.041885375976562,107.43047332763672
