time_start,time_end,flshoulder,flarm,flfoot,frshoulder,frarm,frfoot,blshoulder,blarm,blfoot,brshoulder,brarm,brfoot
1707415487.9745424,101514.851048264,31.522489547729492,-23.139986038208008,91.3899917602539,-32.74749755859375,-21.16999053955078,92.46515655517578,31.629995346069336,-11.870012283325195,97.7923583984375,-35.44483184814453,-11.424830436706543,86.954833984375
1707415487.986529,101514.863360762,31.522411346435547,-23.140037536621094,91.39000701904297,-32.74740982055664,-21.170047760009766,92.46516418457031,31.629892349243164,-11.870104789733887,97.7923812866211,-35.444740295410156,-11.424919128417969,86.95489501953125
1707415487.9985936,101514.872449276,31.522111892700195,-23.140228271484375,91.3900375366211,-32.74709701538086,-21.170259475708008,92.46520233154297,31.62952423095703,-11.870443344116211,97.79243469238281,-35.44439697265625,-11.425223350524902,86.95504760742188
1707415488.0109847,101514.885681791,31.52143669128418,-23.14065170288086,91.39009094238281,-32.74637222290039,-21.170747756958008,92.46530151367188,31.62868309020996,-11.871207237243652,97.7925796508789,-35.44361114501953,-11.425924301147461,86.95541381835938
1707415488.022529,101514.89603127,31.520334243774414,-23.14133644104004,91.39019012451172,-32.745201110839844,-21.171524047851562,92.46543884277344,31.627321243286133,-11.872451782226562,97.79281616210938,-35.44233322143555,-11.427062034606934,86.95600891113281
1707415488.034561,101514.908196861,31.51858901977539,-23.14242172241211,91.39034271240234,-32.743343353271484,-21.172767639160156,92.46566772460938,31.625160217285156,-11.874424934387207,97.79318237304688,-35.44031524658203,-11.428866386413574,86.95696258544922
1707415488.0465565,101514.921124333,31.5161075592041,-23.143966674804688,91.39054870605469,-32.74070739746094,-21.174541473388672,92.46601104736328,31.622085571289062,-11.877226829528809,97.793701171875,-35.437435150146484,-11.431429862976074,86.95831298828125
1707415488.0585022,101514.931938754,31.512767791748047,-23.146045684814453,91.39083862304688,-32.737152099609375,-21.176918029785156,92.46646118164062,31.617952346801758,-11.880999565124512,97.79439544677734,-35.43357467651367,-11.434879302978516,86.96012115478516
1707415488.0705628,101514.944506233,31.508438110351562,-23.148740768432617,91.39122009277344,-32.732547760009766,-21.18000030517578,92.467041015625,31.612594604492188,-11.885885238647461,97.7953109741211,-35.428558349609375,-11.439350128173828,86.96245574951172
1707415488.082854,101514.956694485,31.502967834472656,-23.152149200439453,91.39168548583984,-32.72672653198242,-21.18389129638672,92.46775817871094,31.605819702148438,-11.892065048217773,97.79645538330078,-35.422218322753906,-11.445003509521484,86.96542358398438
1707415488.0944898,101514.968600642,31.496400833129883,-23.156230926513672,91.39225006103516,-32.71974182128906,-21.188568115234375,92.46863555908203,31.597688674926758,-11.899486541748047,97.79783630371094,-35.414608001708984,-11.451789855957031,86.96898651123047
1707415488.1065285,101514.98225506,31.488441467285156,-23.161184310913086,91.39292907714844,-32.71127700805664,-21.19422721862793,92.46968841552734,31.587839126586914,-11.90847396850586,97.79950714111328,-35.4053955078125,-11.460006713867188,86.9732894897461
1707415488.1185153,101514.992876034,31.479082107543945,-23.16700553894043,91.39372253417969,-32.70132064819336,-21.200889587402344,92.47093200683594,31.576257705688477,-11.91904067993164,97.80146026611328,-35.394554138183594,-11.469670295715332,86.97834014892578
1707415488.130668,101515.004597197,31.468181610107422,-23.173791885375977,91.39466094970703,-32.68972396850586,-21.208641052246094,92.47236633300781,31.56276512145996,-11.931349754333496,97.80372619628906,-35.381927490234375,-11.480937004089355,86.98423767089844
1707415488.1426194,101515.016902956,31.455604553222656,-23.18161392211914,91.39571380615234,-32.67634582519531,-21.21759796142578,92.4740219116211,31.547210693359375,-11.945544242858887,97.80633544921875,-35.36735916137695,-11.49392032623291,86.99100494384766
1707415488.154528,101515.029220282,31.44137191772461,-23.190460205078125,91.39691162109375,-32.66120529174805,-21.227712631225586,92.47588348388672,31.529605865478516,-11.961612701416016,97.80928039550781,-35.35087585449219,-11.508614540100098,86.99867248535156
1707415488.1664977,101515.041594622,31.425342559814453,-23.200428009033203,91.39825439453125,-32.64415740966797,-21.239116668701172,92.47798156738281,31.50977897644043,-11.979701042175293,97.81257629394531,-35.33230972290039,-11.525165557861328,87.00728607177734
1707415488.1785257,101515.052701735,31.407337188720703,-23.211618423461914,91.39974212646484,-32.625003814697266,-21.25191879272461,92.48030853271484,31.487524032592773,-12.000019073486328,97.81627655029297,-35.31145477294922,-11.543754577636719,87.01695251464844
1707415488.190502,101515.064335664,31.387380599975586,-23.224010467529297,91.4013671875,-32.60377502441406,-21.26610565185547,92.48287200927734,31.46285057067871,-12.02254867553711,97.82035064697266,-35.28833770751953,-11.564352035522461,87.02764892578125
1707415488.202618,101515.076514474,31.3652286529541,-23.23777198791504,91.4031753540039,-32.58021545410156,-21.281841278076172,92.48571014404297,31.435482025146484,-12.047534942626953,97.82484436035156,-35.2626838684082,-11.587211608886719,87.03948974609375
1707415488.2145064,101515.088537167,31.341068267822266,-23.252769470214844,91.40512084960938,-32.55451583862305,-21.29899787902832,92.48876953125,31.4056396484375,-12.074783325195312,97.82971954345703,-35.23469543457031,-11.612139701843262,87.05237579345703
1707415488.2264948,101515.104235678,31.314620971679688,-23.26917839050293,91.40721130371094,-32.52639389038086,-21.31777000427246,92.49209594726562,31.37298583984375,-12.104606628417969,97.83501434326172,-35.204063415527344,-11.639420509338379,87.06643676757812
1707415488.23853,101515.112778511,31.285823822021484,-23.287036895751953,91.40946197509766,-32.495765686035156,-21.33820343017578,92.49567413330078,31.337444305419922,-12.137066841125488,97.84073638916016,-35.17071533203125,-11.669114112854004,87.08169555664062
1707415488.2508874,101515.124844137,31.25455665588379,-23.306415557861328,91.411865234375,-32.4625129699707,-21.360389709472656,92.4995346069336,31.29886817932129,-12.17231273651123,97.8469009399414,-35.134498596191406,-11.701351165771484,87.09823608398438
1707415488.2625666,101515.136882495,31.220956802368164,-23.327234268188477,91.41441345214844,-32.42677307128906,-21.384206771850586,92.50362396240234,31.257427215576172,-12.210174560546875,97.85346221923828,-35.095577239990234,-11.73598575592041,87.11592864990234
1707415488.274496,101515.148444878,31.184818267822266,-23.349611282348633,91.41710662841797,-32.388343811035156,-21.40982437133789,92.50797271728516,31.212886810302734,-12.250880241394043,97.8604507446289,-35.05371856689453,-11.773225784301758,87.13489532470703
1707415488.286495,101515.161363688,31.146045684814453,-23.373600006103516,91.41993713378906,-32.34711456298828,-21.437274932861328,92.51258087158203,31.165124893188477,-12.294537544250488,97.86787414550781,-35.00881576538086,-11.813159942626953,87.15515899658203
1707415488.298512,101515.172560639,31.104637145996094,-23.399200439453125,91.42288970947266,-32.30308151245117,-21.466583251953125,92.51742553710938,31.114145278930664,-12.341143608093262,97.87570190429688,-34.960853576660156,-11.855803489685059,87.17671203613281
1707415488.3104913,101515.184522092,31.060514450073242,-23.42645835876465,91.42596435546875,-32.25616455078125,-21.497793197631836,92.52250671386719,31.059856414794922,-12.390788078308105,97.88394165039062,-34.909751892089844,-11.901223182678223,87.19957733154297
1707415488.3225896,101515.196802778,31.013416290283203,-23.455535888671875,91.42916107177734,-32.206085205078125,-21.53108787536621,92.52784729003906,31.00194549560547,-12.443760871887207,97.89262390136719,-34.855201721191406,-11.949684143066406,87.2238540649414
1707415488.3345013,101515.208481605,30.963796615600586,-23.486141204833984,91.43244934082031,-32.15332794189453,-21.56612777709961,92.53335571289062,30.94097328186035,-12.499541282653809,97.90164184570312,-34.7977294921875,-12.000727653503418,87.24931335449219
1707415488.3464959,101515.221491086,30.911218643188477,-23.518539428710938,91.4358139038086,-32.09743118286133,-21.603239059448242,92.53909301757812,30.876420974731445,-12.558619499206543,97.91104125976562,-34.736839294433594,-12.05478286743164,87.276123046875
1707415488.3585153,101515.23320105,30.855710983276367,-23.55270767211914,91.43925476074219,-32.038414001464844,-21.64238166809082,92.54501342773438,30.80831527709961,-12.620964050292969,97.92080688476562,-34.672550201416016,-12.111825942993164,87.30427551269531
1707415488.3705008,101515.244407138,30.797216415405273,-23.588680267333984,91.44274139404297,-31.976232528686523,-21.683589935302734,92.55110931396484,30.736608505249023,-12.686627388000488,97.93091583251953,-34.60480499267578,-12.171905517578125,87.33374786376953
