time_start,or_x,or_y,or_z,or_w,av_x,av_y,av_z,la_x,la_y,la_z
1711475200.3093858,0.03234898144791883,-0.022766358641648537,0.0,0.999217311856376,0.0,0.0,0.0,0.0,0.0,-0.08
1711475200.3204887,0.03234898144791883,-0.022766358641648537,0.0,0.999217311856376,0.0,0.0,0.0,0.0,0.0,-0.06
1711475200.3296485,0.03234898144791883,-0.022766358641648537,0.0,0.999217311856376,0.0,0.0,0.0,-0.01,0.03,-0.07
1711475200.3396456,0.03234898144791883,-0.022766358641648537,0.0,0.999217311856376,0.0,0.0,0.0,-0.02,0.02,-0.08
1711475200.3495433,0.03234898144791883,-0.022766358641648537,0.0,0.999217311856376,0.0,0.0,0.0,0.0,0.0,-0.09
1711475200.359538,0.03234898144791883,-0.022766358641648537,0.0,0.999217311856376,0.0,0.0,0.0,0.0,0.0,-0.08
1711475200.3700466,0.03234898144791883,-0.022766358641648537,0.0,0.999217311856376,0.0,0.0,0.0,0.01,0.0,-0.07
1711475200.379646,0.03234898144791883,-0.022766358641648537,0.0,0.999217311856376,0.0,0.0,0.0,-0.02,0.01,-0.07
1711475200.3895786,0.03234898144791883,-0.022766358641648537,0.0,0.999217311856376,0.0,0.0,0.0,0.0,0.0,-0.06
1711475200.3995886,0.03234898144791883,-0.022766358641648537,0.0,0.999217311856376,0.0,0.0,0.0,0.01,0.01,-0.06
1711475200.4095833,0.03234898144791883,-0.022766358641648537,0.0,0.999217311856376,0.0,0.0,0.0,0.0,0.02,-0.08
1711475200.419725,0.03234898144791883,-0.022766358641648537,0.0,0.999217311856376,0.0,0.0,0.0,0.0,0.01,-0.07
1711475200.4296827,0.03234898144791883,-0.022766358641648537,0.0,0.999217311856376,0.0,0.0,0.0,0.0,0.01,-0.08
1711475200.4400272,0.03234898144791883,-0.022766358641648537,0.0,0.999217311856376,0.0,0.0,0.0,0.0,0.0,-0.08
1711475200.449985,0.03234898144791883,-0.022766358641648537,0.0,0.999217311856376,0.0,0.0,0.0,0.0,0.01,-0.09
1711475200.459971,0.03234898144791883,-0.022766358641648537,0.0,0.999217311856376,0.0,0.0,0.0,0.0,0.0,-0.06
1711475200.4703302,0.03234898144791883,-0.022766358641648537,0.0,0.999217311856376,0.0,0.0,0.0,0.01,0.01,-0.06
