timestamp,mocap_gx,mocap_gy,mocap_gz,kalman_offset_gx,kalman_offset_gy,kalman_offset_gz,madgwick_offset_gx,madgwick_offset_gy,madgwick_offset_gz
29.417024,-0.198322,-0.064992,-9.807780,-0.153717,0.136554,-9.807845,-0.079078,0.160406,-9.808370
29.419297,-0.198787,-0.064242,-9.807775,-0.153730,0.136603,-9.807844,-0.083904,0.165712,-9.808241
29.421570,-0.198787,-0.064242,-9.807775,-0.153743,0.136651,-9.807843,-0.082823,0.160414,-9.808339
29.423843,-0.198787,-0.064242,-9.807775,-0.153802,0.136671,-9.807842,-0.085888,0.152996,-9.808431
29.426116,-0.198787,-0.064242,-9.807775,-0.153860,0.136691,-9.807841,-0.085872,0.157167,-9.808365
29.428389,-0.198787,-0.064242,-9.807775,-0.153918,0.136710,-9.807840,-0.083321,0.156880,-9.808392
29.430662,-0.199236,-0.062674,-9.807776,-0.153975,0.136730,-9.807839,-0.082072,0.159829,-9.808355
29.432935,-0.199236,-0.062674,-9.807776,-0.154032,0.136749,-9.807837,-0.087032,0.152448,-9.808429
29.435208,-0.199236,-0.062674,-9.807776,-0.153996,0.136776,-9.807838,-0.085117,0.154360,-9.808416
29.437481,-0.198916,-0.063631,-9.807777,-0.153962,0.136803,-9.807838,-0.082995,0.155824,-9.808411
29.439754,-0.197982,-0.065154,-9.807786,-0.153927,0.136830,-9.807838,-0.080729,0.156903,-9.808413
29.442027,-0.197982,-0.065154,-9.807786,-0.153893,0.136857,-9.807838,-0.078369,0.157686,-9.808420
29.444300,-0.197982,-0.065154,-9.807786,-0.153917,0.136912,-9.807837,-0.083510,0.162990,-9.808290
29.446573,-0.197982,-0.065154,-9.807786,-0.153941,0.136968,-9.807836,-0.081153,0.160289,-9.808355
29.448846,-0.197982,-0.065154,-9.807786,-0.153965,0.137022,-9.807835,-0.079975,0.163254,-9.808315
29.451119,-0.197982,-0.065154,-9.807786,-0.153988,0.137076,-9.807833,-0.080693,0.156570,-9.808419
29.453392,-0.197871,-0.064991,-9.807789,-0.154011,0.137129,-9.807832,-0.082812,0.161744,-9.808317
29.455665,-0.197871,-0.064991,-9.807789,-0.154034,0.137182,-9.807831,-0.080242,0.160880,-9.808353
29.457938,-0.197871,-0.064991,-9.807789,-0.154100,0.137174,-9.807830,-0.088634,0.155257,-9.808371
29.460211,-0.197871,-0.064991,-9.807789,-0.154168,0.137144,-9.807830,-0.086155,0.153033,-9.808428
29.462484,-0.197871,-0.064991,-9.807789,-0.154235,0.137115,-9.807829,-0.084235,0.154877,-9.808416
29.464757,-0.197641,-0.065170,-9.807792,-0.154301,0.137085,-9.807828,-0.083239,0.149596,-9.808506
29.467030,-0.197641,-0.065170,-9.807792,-0.154367,0.137056,-9.807828,-0.087590,0.155025,-9.808384
29.469303,-0.198661,-0.063784,-9.807781,-0.154432,0.137028,-9.807827,-0.085101,0.152856,-9.808440
29.471576,-0.198661,-0.063784,-9.807781,-0.154496,0.137000,-9.807827,-0.084300,0.156298,-9.808393
29.473849,-0.198661,-0.063784,-9.807781,-0.154559,0.136972,-9.807826,-0.085984,0.149184,-9.808489
29.476122,-0.198661,-0.063784,-9.807781,-0.154612,0.136912,-9.807826,-0.084966,0.152339,-9.808449
29.478395,-0.198886,-0.063939,-9.807775,-0.154665,0.136852,-9.807826,-0.082404,0.150803,-9.808495
29.480668,-0.198886,-0.063939,-9.807775,-0.154717,0.136794,-9.807826,-0.086840,0.156192,-9.808372
29.482941,-0.198886,-0.063939,-9.807775,-0.154760,0.136802,-9.807825,-0.084517,0.157064,-9.808378
29.485214,-0.198886,-0.063939,-9.807775,-0.154802,0.136810,-9.807824,-0.082076,0.157506,-9.808392
29.487487,-0.198886,-0.063939,-9.807775,-0.154844,0.136818,-9.807824,-0.092373,0.157160,-9.808306
29.489760,-0.197981,-0.065011,-9.807787,-0.154886,0.136826,-9.807823,-0.089764,0.156368,-9.808343
29.492033,-0.197981,-0.065011,-9.807787,-0.154927,0.136833,-9.807822,-0.087234,0.156356,-9.808366
29.494306,-0.197981,-0.065011,-9.807787,-0.154966,0.136777,-9.807822,-0.086197,0.151060,-9.808458
29.496579,-0.197852,-0.064716,-9.807791,-0.155004,0.136721,-9.807822,-0.083867,0.151922,-9.808465
29.498852,-0.197852,-0.064716,-9.807791,-0.155042,0.136666,-9.807823,-0.081386,0.152204,-9.808482
29.501125,-0.197791,-0.064972,-9.807791,-0.155080,0.136612,-9.807823,-0.091714,0.151239,-9.808405
29.503398,-0.197791,-0.064972,-9.807791,-0.155117,0.136558,-9.807823,-0.089129,0.150864,-9.808435
29.505671,-0.197791,-0.064972,-9.807791,-0.155147,0.136508,-9.807823,-0.086598,0.151090,-9.808454
29.507944,-0.197791,-0.064972,-9.807791,-0.155176,0.136459,-9.807823,-0.084162,0.151723,-9.808466
29.510217,-0.197791,-0.064972,-9.807791,-0.155205,0.136410,-9.807824,-0.081743,0.152421,-9.808475
29.512490,-0.198083,-0.064916,-9.807785,-0.155233,0.136362,-9.807824,-0.091744,0.149458,-9.808432
29.514763,-0.198083,-0.064916,-9.807785,-0.155261,0.136314,-9.807824,-0.089352,0.150250,-9.808442
29.517036,-0.198083,-0.064916,-9.807785,-0.155283,0.136243,-9.807825,-0.086727,0.149062,-9.808484
29.519309,-0.198475,-0.064100,-9.807783,-0.155304,0.136172,-9.807825,-0.084211,0.149223,-9.808504
29.521582,-0.198475,-0.064100,-9.807783,-0.155325,0.136103,-9.807826,-0.081857,0.150045,-9.808511
29.523855,-0.198475,-0.064100,-9.807783,-0.155284,0.136041,-9.807827,-0.079230,0.149057,-9.808548
29.526128,-0.198475,-0.064100,-9.807783,-0.155244,0.135980,-9.807829,-0.076898,0.149980,-9.808552
29.528401,-0.198475,-0.064100,-9.807783,-0.155205,0.135919,-9.807830,-0.074299,0.149579,-9.808578
29.530674,-0.198398,-0.064964,-9.807778,-0.155165,0.135860,-9.807832,-0.084375,0.150336,-9.808485
29.532947,-0.198398,-0.064964,-9.807778,-0.155127,0.135801,-9.807833,-0.081751,0.149116,-9.808526
29.535220,-0.198398,-0.064964,-9.807778,-0.155087,0.135733,-9.807835,-0.079201,0.149098,-9.808547
29.537493,-0.198312,-0.064520,-9.807783,-0.155049,0.135666,-9.807836,-0.076838,0.149895,-9.808554
29.539766,-0.198312,-0.064520,-9.807783,-0.155011,0.135600,-9.807838,-0.074307,0.149988,-9.808572
29.542039,-0.198312,-0.064520,-9.807783,-0.155043,0.135622,-9.807837,-0.082869,0.153362,-9.808451
29.544312,-0.198312,-0.064520,-9.807783,-0.155076,0.135644,-9.807836,-0.086038,0.158757,-9.808338
29.546585,-0.198546,-0.064100,-9.807781,-0.155108,0.135666,-9.807835,-0.083717,0.155697,-9.808407
29.548858,-0.198546,-0.064100,-9.807781,-0.155139,0.135687,-9.807835,-0.083900,0.160001,-9.808336
29.551131,-0.198546,-0.064100,-9.807781,-0.155171,0.135708,-9.807834,-0.084384,0.153418,-9.808437
29.553404,-0.198546,-0.064100,-9.807781,-0.155244,0.135676,-9.807833,-0.094660,0.151542,-9.808373
29.555677,-0.199269,-0.062270,-9.807778,-0.155317,0.135644,-9.807832,-0.092154,0.151698,-9.808394
29.557950,-0.198529,-0.064039,-9.807782,-0.155389,0.135613,-9.807832,-0.089713,0.152159,-9.808410
29.560223,-0.198529,-0.064039,-9.807782,-0.155461,0.135582,-9.807831,-0.087322,0.152809,-9.808421
29.562496,-0.198529,-0.064039,-9.807782,-0.155531,0.135551,-9.807830,-0.084934,0.153473,-9.808432
29.564768,-0.198529,-0.064039,-9.807782,-0.155552,0.135528,-9.807830,-0.082379,0.152128,-9.808474
29.567041,-0.198529,-0.064039,-9.807782,-0.155573,0.135506,-9.807830,-0.080608,0.154203,-9.808457
29.569314,-0.198529,-0.064039,-9.807782,-0.155593,0.135483,-9.807830,-0.082713,0.146961,-9.808550
29.571587,-0.198703,-0.064089,-9.807778,-0.155614,0.135461,-9.807830,-0.084329,0.151988,-9.808460
29.573860,-0.198703,-0.064089,-9.807778,-0.155506,0.135425,-9.807832,-0.081634,0.151024,-9.808498
29.576133,-0.198703,-0.064089,-9.807778,-0.155400,0.135390,-9.807835,-0.078977,0.150708,-9.808524
29.578406,-0.197847,-0.065123,-9.807789,-0.155295,0.135355,-9.807837,-0.076402,0.150925,-9.808541
29.580679,-0.197847,-0.065123,-9.807789,-0.155191,0.135321,-9.807839,-0.073912,0.151518,-9.808551
29.582952,-0.197847,-0.065123,-9.807789,-0.155201,0.135301,-9.807839,-0.084026,0.152105,-9.808461
29.585225,-0.198947,-0.062180,-9.807785,-0.155211,0.135282,-9.807839,-0.081664,0.152936,-9.808468
29.587498,-0.198947,-0.062180,-9.807785,-0.155221,0.135262,-9.807839,-0.079155,0.153171,-9.808485
29.589771,-0.198947,-0.062180,-9.807785,-0.155231,0.135243,-9.807839,-0.089471,0.152212,-9.808411
29.592044,-0.198947,-0.062180,-9.807785,-0.155241,0.135224,-9.807839,-0.086876,0.151881,-9.808439
29.594317,-0.198947,-0.062180,-9.807785,-0.155240,0.135174,-9.807840,-0.084290,0.150160,-9.808489
29.596590,-0.199586,-0.061555,-9.807776,-0.155239,0.135124,-9.807841,-0.081780,0.150295,-9.808508
29.598863,-0.199586,-0.061555,-9.807776,-0.155239,0.135074,-9.807842,-0.079469,0.151220,-9.808512
29.601136,-0.199586,-0.061555,-9.807776,-0.155249,0.135023,-9.807842,-0.088865,0.146947,-9.808497
29.603409,-0.198769,-0.063280,-9.807782,-0.155260,0.134973,-9.807843,-0.086703,0.148453,-9.808493
29.605682,-0.198769,-0.063280,-9.807782,-0.155271,0.134923,-9.807843,-0.084324,0.149368,-9.808500
29.607955,-0.198769,-0.063280,-9.807782,-0.155281,0.134874,-9.807844,-0.081850,0.149951,-9.808512
29.610228,-0.198769,-0.063280,-9.807782,-0.155292,0.134826,-9.807844,-0.079538,0.151067,-9.808514
29.612501,-0.197921,-0.063671,-9.807797,-0.155302,0.134778,-9.807845,-0.089083,0.147065,-9.808493
29.614774,-0.197921,-0.063671,-9.807797,-0.155312,0.134730,-9.807845,-0.086864,0.148432,-9.808492
29.617047,-0.197921,-0.063671,-9.807797,-0.155320,0.134752,-9.807845,-0.086658,0.152545,-9.808431
29.619320,-0.197598,-0.069113,-9.807766,-0.155328,0.134774,-9.807844,-0.084762,0.154663,-9.808414
29.621593,-0.197598,-0.069113,-9.807766,-0.155295,0.134802,-9.807844,-0.082520,0.155868,-9.808415
29.623866,-0.197598,-0.069113,-9.807766,-0.155262,0.134831,-9.807845,-0.080152,0.156698,-9.808421
29.626139,-0.197598,-0.069113,-9.807766,-0.155230,0.134859,-9.807845,-0.077724,0.157323,-9.808430
29.628412,-0.197598,-0.069113,-9.807766,-0.155198,0.134886,-9.807845,-0.075371,0.158202,-9.808435
29.630685,-0.197538,-0.065717,-9.807791,-0.155167,0.134914,-9.807845,-0.085217,0.154767,-9.808409
29.632958,-0.197538,-0.065717,-9.807791,-0.155135,0.134941,-9.807845,-0.082911,0.155789,-9.808412
29.635231,-0.197538,-0.065717,-9.807791,-0.155149,0.134983,-9.807844,-0.082376,0.159498,-9.808357
29.637504,-0.198873,-0.062423,-9.807785,-0.155162,0.135025,-9.807843,-0.080248,0.155996,-9.808431
29.639777,-0.199925,-0.061775,-9.807768,-0.155174,0.135066,-9.807843,-0.084181,0.161424,-9.808311
29.642050,-0.199925,-0.061775,-9.807768,-0.155187,0.135106,-9.807842,-0.082774,0.156618,-9.808400
29.644323,-0.199925,-0.061775,-9.807768,-0.155200,0.135147,-9.807841,-0.081600,0.159645,-9.808361
29.646596,-0.199925,-0.061775,-9.807768,-0.155197,0.135187,-9.807841,-0.080374,0.154517,-9.808454
29.648869,-0.199925,-0.061775,-9.807768,-0.155195,0.135228,-9.807840,-0.084086,0.159951,-9.808336
29.651142,-0.199925,-0.061775,-9.807768,-0.155192,0.135267,-9.807840,-0.081781,0.156732,-9.808407
29.653415,-0.199220,-0.062685,-9.807777,-0.155189,0.135307,-9.807839,-0.081597,0.160804,-9.808343
29.655688,-0.199220,-0.062685,-9.807777,-0.155187,0.135345,-9.807839,-0.082145,0.154164,-9.808445
29.657961,-0.199220,-0.062685,-9.807777,-0.155158,0.135372,-9.807839,-0.080586,0.156710,-9.808417
29.660234,-0.199220,-0.062685,-9.807777,-0.155223,0.135380,-9.807838,-0.090911,0.155207,-9.808351
29.662507,-0.198877,-0.063539,-9.807778,-0.155287,0.135387,-9.807836,-0.088424,0.155392,-9.808371
29.664780,-0.198877,-0.063539,-9.807778,-0.155350,0.135394,-9.807835,-0.086051,0.156060,-9.808381
29.667053,-0.198877,-0.063539,-9.807778,-0.155412,0.135401,-9.807834,-0.083667,0.156686,-9.808392
29.669326,-0.198877,-0.063539,-9.807778,-0.155474,0.135408,-9.807833,-0.093811,0.154039,-9.808342
29.671599,-0.196791,-0.070714,-9.807771,-0.155535,0.135415,-9.807832,-0.091413,0.154616,-9.808355
29.673872,-0.196791,-0.070714,-9.807771,-0.155596,0.135422,-9.807831,-0.089028,0.155238,-9.808368
29.676145,-0.196791,-0.070714,-9.807771,-0.155573,0.135434,-9.807831,-0.086563,0.155376,-9.808387
29.678418,-0.197792,-0.065568,-9.807787,-0.155551,0.135445,-9.807831,-0.084145,0.155732,-9.808403
29.680691,-0.197792,-0.065568,-9.807787,-0.155529,0.135457,-9.807832,-0.081768,0.156258,-9.808415
29.682964,-0.197792,-0.065568,-9.807787,-0.155548,0.135450,-9.807831,-0.083344,0.149130,-9.808512
29.685237,-0.197792,-0.065568,-9.807787,-0.155567,0.135443,-9.807831,-0.085298,0.154252,-9.808416
29.687510,-0.197792,-0.065568,-9.807787,-0.155586,0.135436,-9.807831,-0.082927,0.154983,-9.808425
29.689783,-0.198115,-0.063917,-9.807791,-0.155605,0.135430,-9.807831,-0.080508,0.155539,-9.808436
29.692056,-0.198115,-0.063917,-9.807791,-0.155623,0.135423,-9.807831,-0.090725,0.153306,-9.808382
29.694329,-0.198115,-0.063917,-9.807791,-0.155618,0.135500,-9.807830,-0.089374,0.156129,-9.808350
29.696602,-0.198428,-0.064275,-9.807782,-0.155612,0.135577,-9.807829,-0.087580,0.158266,-9.808332
29.698875,-0.198428,-0.064275,-9.807782,-0.155607,0.135652,-9.807828,-0.085475,0.159770,-9.808326
29.701148,-0.198428,-0.064275,-9.807782,-0.155585,0.135695,-9.807827,-0.082840,0.158618,-9.808368
29.703421,-0.198428,-0.064275,-9.807782,-0.155564,0.135736,-9.807827,-0.080361,0.158977,-9.808383
29.705694,-0.199313,-0.062335,-9.807777,-0.155544,0.135778,-9.807827,-0.078024,0.159863,-9.808387
29.707967,-0.199313,-0.062335,-9.807777,-0.155523,0.135818,-9.807827,-0.085695,0.153585,-9.808423
29.710240,-0.199313,-0.062335,-9.807777,-0.155503,0.135859,-9.807827,-0.084497,0.156592,-9.808386
29.712513,-0.199370,-0.062106,-9.807777,-0.155483,0.135898,-9.807826,-0.082511,0.158361,-9.808375
29.714786,-0.199370,-0.062106,-9.807777,-0.155411,0.135906,-9.807827,-0.080009,0.155974,-9.808434
29.717059,-0.199370,-0.062106,-9.807777,-0.155341,0.135913,-9.807828,-0.077391,0.155492,-9.808462
29.719332,-0.198172,-0.064592,-9.807785,-0.155271,0.135920,-9.807829,-0.074995,0.156223,-9.808469
29.721605,-0.198172,-0.064592,-9.807785,-0.155203,0.135927,-9.807830,-0.072537,0.156716,-9.808480
29.723878,-0.198172,-0.064592,-9.807785,-0.155183,0.135909,-9.807831,-0.082307,0.153127,-9.808459
29.726151,-0.198172,-0.064592,-9.807785,-0.155163,0.135891,-9.807831,-0.079894,0.153844,-9.808468
29.728424,-0.198172,-0.064592,-9.807785,-0.155143,0.135873,-9.807832,-0.077446,0.154431,-9.808479
29.730697,-0.198761,-0.063476,-9.807781,-0.155124,0.135856,-9.807833,-0.087616,0.152132,-9.808429
29.732970,-0.198761,-0.063476,-9.807781,-0.155104,0.135839,-9.807833,-0.085122,0.152534,-9.808445
29.735243,-0.198761,-0.063476,-9.807781,-0.155163,0.135830,-9.807832,-0.084751,0.156400,-9.808387
29.737516,-0.198592,-0.065210,-9.807773,-0.155221,0.135821,-9.807832,-0.085382,0.149807,-9.808484
29.739789,-0.198592,-0.065210,-9.807773,-0.155278,0.135812,-9.807831,-0.086842,0.154802,-9.808394
29.742062,-0.198592,-0.065210,-9.807773,-0.155276,0.135821,-9.807831,-0.084365,0.155143,-9.808410
29.744335,-0.196689,-0.070808,-9.807772,-0.155273,0.135829,-9.807831,-0.081943,0.155716,-9.808422
29.746608,-0.196689,-0.070808,-9.807772,-0.155270,0.135837,-9.807831,-0.079550,0.156397,-9.808431
29.748881,-0.196689,-0.070808,-9.807772,-0.155268,0.135846,-9.807830,-0.077053,0.156643,-9.808447
29.751154,-0.196689,-0.070808,-9.807772,-0.155265,0.135854,-9.807830,-0.087352,0.155057,-9.808386
29.753427,-0.196790,-0.070190,-9.807775,-0.155263,0.135862,-9.807830,-0.084821,0.155121,-9.808407
29.755700,-0.196790,-0.070190,-9.807775,-0.155260,0.135869,-9.807830,-0.082374,0.155593,-9.808420
29.757973,-0.196790,-0.070190,-9.807775,-0.155250,0.135918,-9.807830,-0.081587,0.159068,-9.808371
29.760246,-0.198133,-0.064572,-9.807786,-0.155241,0.135966,-9.807829,-0.079081,0.159157,-9.808390
29.762519,-0.198133,-0.064572,-9.807786,-0.155236,0.136018,-9.807829,-0.077294,0.161259,-9.808370
29.764792,-0.198133,-0.064572,-9.807786,-0.155232,0.136069,-9.807828,-0.084258,0.154555,-9.808421
29.767065,-0.198133,-0.064572,-9.807786,-0.155228,0.136119,-9.807827,-0.083188,0.157707,-9.808379
29.769338,-0.198133,-0.064572,-9.807786,-0.155224,0.136169,-9.807827,-0.081048,0.159050,-9.808376
29.771610,-0.198128,-0.064980,-9.807784,-0.155219,0.136218,-9.807826,-0.078610,0.159391,-9.808390
29.773883,-0.198128,-0.064980,-9.807784,-0.155215,0.136266,-9.807825,-0.076946,0.161706,-9.808365
29.776156,-0.198128,-0.064980,-9.807784,-0.155193,0.136221,-9.807826,-0.080959,0.154203,-9.808454
29.778429,-0.198886,-0.063414,-9.807779,-0.155172,0.136176,-9.807827,-0.079147,0.150062,-9.808533
29.780702,-0.198886,-0.063414,-9.807779,-0.155092,0.136190,-9.807828,-0.078455,0.153589,-9.808484
29.782975,-0.198886,-0.063414,-9.807779,-0.155012,0.136203,-9.807830,-0.076747,0.155797,-9.808463
29.785248,-0.198216,-0.064133,-9.807788,-0.154934,0.136216,-9.807831,-0.074509,0.156853,-9.808463
29.787521,-0.198216,-0.064133,-9.807788,-0.154857,0.136229,-9.807832,-0.072104,0.157336,-9.808473
29.789794,-0.198216,-0.064133,-9.807788,-0.154780,0.136242,-9.807833,-0.070169,0.159121,-9.808458
29.792067,-0.198216,-0.064133,-9.807788,-0.154704,0.136255,-9.807834,-0.078525,0.153385,-9.808486
29.794340,-0.198259,-0.064273,-9.807786,-0.154629,0.136268,-9.807835,-0.076875,0.155691,-9.808463
29.796613,-0.198259,-0.064273,-9.807786,-0.154629,0.136311,-9.807834,-0.082684,0.160844,-9.808333
29.798886,-0.198259,-0.064273,-9.807786,-0.154629,0.136353,-9.807833,-0.080291,0.158236,-9.808395
29.801159,-0.197670,-0.065316,-9.807791,-0.154628,0.136395,-9.807833,-0.078803,0.160824,-9.808365
29.803432,-0.197670,-0.065316,-9.807791,-0.154628,0.136437,-9.807832,-0.079346,0.154254,-9.808466
29.805705,-0.197670,-0.065316,-9.807791,-0.154589,0.136411,-9.807833,-0.076934,0.151707,-9.808525
29.807978,-0.197670,-0.065316,-9.807791,-0.154551,0.136386,-9.807834,-0.075664,0.154653,-9.808489
29.810251,-0.197670,-0.065316,-9.807791,-0.154513,0.136361,-9.807835,-0.076907,0.147747,-9.808586
29.812524,-0.197052,-0.070299,-9.807769,-0.154476,0.136336,-9.807836,-0.078644,0.152869,-9.808494
29.814797,-0.197052,-0.070299,-9.807769,-0.154439,0.136311,-9.807837,-0.076064,0.152431,-9.808521
29.817070,-0.197052,-0.070299,-9.807769,-0.154400,0.136296,-9.807838,-0.079840,0.157843,-9.808405
29.819343,-0.198631,-0.063041,-9.807786,-0.154362,0.136281,-9.807839,-0.078229,0.153241,-9.808491
29.821616,-0.198631,-0.063041,-9.807786,-0.154324,0.136266,-9.807840,-0.077402,0.156701,-9.808443
29.823889,-0.198631,-0.063041,-9.807786,-0.154315,0.136213,-9.807840,-0.080748,0.149177,-9.808533
29.826162,-0.198631,-0.063041,-9.807786,-0.154307,0.136160,-9.807841,-0.079646,0.152228,-9.808495
29.828435,-0.198088,-0.064817,-9.807786,-0.154299,0.136108,-9.807842,-0.077060,0.151213,-9.808532
29.830708,-0.198088,-0.064817,-9.807786,-0.154291,0.136057,-9.807843,-0.080747,0.156610,-9.808417
29.832981,-0.198088,-0.064817,-9.807786,-0.154283,0.136006,-9.807844,-0.080434,0.150613,-9.808514
29.835254,-0.198088,-0.064817,-9.807786,-0.154289,0.136010,-9.807844,-0.082937,0.155896,-9.808411
29.837527,-0.198245,-0.064879,-9.807782,-0.154295,0.136014,-9.807843,-0.080392,0.155902,-9.808432
29.839800,-0.198245,-0.064879,-9.807782,-0.154301,0.136018,-9.807843,-0.078465,0.157791,-9.808417
29.842073,-0.198245,-0.064879,-9.807782,-0.154310,0.136023,-9.807843,-0.085642,0.151200,-9.808461
29.844346,-0.198245,-0.064879,-9.807782,-0.154318,0.136029,-9.807843,-0.084488,0.154272,-9.808423
29.846619,-0.198245,-0.064879,-9.807782,-0.154327,0.136034,-9.807843,-0.082353,0.155710,-9.808418
29.848892,-0.198245,-0.064879,-9.807782,-0.154367,0.135992,-9.807843,-0.086557,0.148220,-9.808498
29.851165,-0.198615,-0.063576,-9.807783,-0.154407,0.135950,-9.807843,-0.085751,0.151718,-9.808452
29.853438,-0.198734,-0.062492,-9.807788,-0.154447,0.135909,-9.807843,-0.083153,0.151507,-9.808478
29.855711,-0.198734,-0.062492,-9.807788,-0.154486,0.135869,-9.807842,-0.082504,0.155161,-9.808426
29.857984,-0.198734,-0.062492,-9.807788,-0.154525,0.135829,-9.807842,-0.086455,0.147662,-9.808508
29.860257,-0.198397,-0.064296,-9.807783,-0.154563,0.135789,-9.807842,-0.086023,0.151514,-9.808453
29.862530,-0.198397,-0.064296,-9.807783,-0.154601,0.135750,-9.807842,-0.083472,0.151610,-9.808473
29.864803,-0.198397,-0.064296,-9.807783,-0.154585,0.135742,-9.807843,-0.081506,0.153539,-9.808460
29.867076,-0.198397,-0.064296,-9.807783,-0.154570,0.135733,-9.807843,-0.078995,0.153949,-9.808474
29.869349,-0.198397,-0.064296,-9.807783,-0.154554,0.135725,-9.807843,-0.076839,0.155468,-9.808467
29.871622,-0.197689,-0.065591,-9.807789,-0.154539,0.135717,-9.807844,-0.085560,0.150249,-9.808476
29.873895,-0.197689,-0.065591,-9.807789,-0.154524,0.135710,-9.807844,-0.083691,0.152361,-9.808460
29.876168,-0.197689,-0.065591,-9.807789,-0.154462,0.135645,-9.807846,-0.081089,0.150437,-9.808511
29.878441,-0.199311,-0.062123,-9.807778,-0.154400,0.135580,-9.807848,-0.078461,0.149935,-9.808540
29.880714,-0.199311,-0.062123,-9.807778,-0.154340,0.135517,-9.807850,-0.076007,0.150440,-9.808552
29.882987,-0.199311,-0.062123,-9.807778,-0.154403,0.135590,-9.807848,-0.083735,0.154562,-9.808425
29.885260,-0.199440,-0.062107,-9.807776,-0.154465,0.135663,-9.807846,-0.088344,0.159948,-9.808298
29.887533,-0.199440,-0.062107,-9.807776,-0.154527,0.135734,-9.807844,-0.086382,0.161820,-9.808285
29.889806,-0.199440,-0.062107,-9.807776,-0.154588,0.135805,-9.807842,-0.083728,0.160778,-9.808325
29.892079,-0.199440,-0.062107,-9.807776,-0.154648,0.135875,-9.807840,-0.091778,0.164640,-9.808189
29.894352,-0.197891,-0.065189,-9.807787,-0.154708,0.135944,-9.807838,-0.089577,0.161226,-9.808266
29.896625,-0.197891,-0.065189,-9.807787,-0.154766,0.136013,-9.807836,-0.086970,0.160958,-9.808294
29.898898,-0.197891,-0.065189,-9.807787,-0.154780,0.136041,-9.807835,-0.084709,0.157752,-9.808366
29.901171,-0.197891,-0.065189,-9.807787,-0.154763,0.135998,-9.807836,-0.083368,0.152874,-9.808454
29.903444,-0.197443,-0.065926,-9.807791,-0.154746,0.135956,-9.807837,-0.080802,0.151100,-9.808503
29.905717,-0.197443,-0.065926,-9.807791,-0.154729,0.135915,-9.807838,-0.078445,0.151856,-9.808511
29.907990,-0.197443,-0.065926,-9.807791,-0.154712,0.135874,-9.807839,-0.075998,0.152261,-9.808524
29.910263,-0.197443,-0.065926,-9.807791,-0.154695,0.135834,-9.807840,-0.086309,0.150625,-9.808464
29.912536,-0.197443,-0.065926,-9.807791,-0.154665,0.135855,-9.807840,-0.084934,0.153473,-9.808432
29.914809,-0.198292,-0.064178,-9.807786,-0.154636,0.135877,-9.807840,-0.082989,0.155411,-9.808418
29.917082,-0.198292,-0.064178,-9.807786,-0.154607,0.135898,-9.807840,-0.080700,0.156559,-9.808419
29.919355,-0.197833,-0.064968,-9.807790,-0.154578,0.135919,-9.807840,-0.078251,0.157191,-9.808428
29.921628,-0.197833,-0.064968,-9.807790,-0.154550,0.135940,-9.807840,-0.075829,0.157923,-9.808436
29.923901,-0.197833,-0.064968,-9.807790,-0.154505,0.135927,-9.807841,-0.078485,0.150599,-9.808530
29.926174,-0.197833,-0.064968,-9.807790,-0.154460,0.135914,-9.807842,-0.077141,0.153514,-9.808495
29.928447,-0.197833,-0.064968,-9.807790,-0.154416,0.135902,-9.807843,-0.074561,0.151740,-9.808543
29.930720,-0.198806,-0.063613,-9.807779,-0.154373,0.135890,-9.807844,-0.080051,0.157038,-9.808416
29.932993,-0.198806,-0.063613,-9.807779,-0.154330,0.135878,-9.807845,-0.078705,0.152207,-9.808503
29.935266,-0.198806,-0.063613,-9.807779,-0.154316,0.135856,-9.807845,-0.080798,0.157388,-9.808405
29.937539,-0.197853,-0.065240,-9.807788,-0.154301,0.135835,-9.807846,-0.080273,0.151518,-9.808501
29.939812,-0.197853,-0.065240,-9.807788,-0.154287,0.135814,-9.807846,-0.080185,0.155627,-9.808438
29.942085,-0.197853,-0.065240,-9.807788,-0.154356,0.135813,-9.807845,-0.090350,0.155987,-9.808344
29.944358,-0.197853,-0.065240,-9.807788,-0.154425,0.135812,-9.807844,-0.087767,0.155585,-9.808373
29.946631,-0.197853,-0.065240,-9.807788,-0.154493,0.135812,-9.807843,-0.085441,0.156428,-9.808381
29.948904,-0.198285,-0.064136,-9.807786,-0.154560,0.135811,-9.807842,-0.082935,0.156553,-9.808400
29.951177,-0.198285,-0.064136,-9.807786,-0.154626,0.135810,-9.807841,-0.093259,0.155711,-9.808321
29.953450,-0.198285,-0.064136,-9.807786,-0.154537,0.135873,-9.807842,-0.090795,0.156077,-9.808338
29.955723,-0.198090,-0.065029,-9.807784,-0.154448,0.135935,-9.807842,-0.088341,0.156494,-9.808354
29.957996,-0.198090,-0.065029,-9.807784,-0.154360,0.135996,-9.807843,-0.085899,0.156960,-9.808368
29.960269,-0.198090,-0.065029,-9.807784,-0.154352,0.135982,-9.807843,-0.083610,0.153834,-9.808437
29.962542,-0.197941,-0.064466,-9.807791,-0.154343,0.135969,-9.807843,-0.080991,0.153378,-9.808467
29.964815,-0.197941,-0.064466,-9.807791,-0.154335,0.135956,-9.807844,-0.078675,0.154398,-9.808469
29.967088,-0.197941,-0.064466,-9.807791,-0.154327,0.135943,-9.807844,-0.076156,0.152121,-9.808525
29.969361,-0.197941,-0.064466,-9.807791,-0.154319,0.135930,-9.807844,-0.084407,0.155834,-9.808399
