timestamp,mocap_gx,mocap_gy,mocap_gz,kalman_offset_gx,kalman_offset_gy,kalman_offset_gz,madgwick_offset_gx,madgwick_offset_gy,madgwick_offset_gz
0.106830,-0.198294,-0.063938,-9.807787,-0.114694,0.146253,-9.808239,-0.076900,0.152735,-9.808509
0.109103,-0.198341,-0.064595,-9.807782,-0.115102,0.146088,-9.808237,-0.083340,0.145766,-9.808563
0.111376,-0.198341,-0.064595,-9.807782,-0.115505,0.145925,-9.808235,-0.082661,0.149368,-9.808514
0.113649,-0.198341,-0.064595,-9.807782,-0.115909,0.145765,-9.808232,-0.080721,0.151234,-9.808502
0.115922,-0.198219,-0.064490,-9.807785,-0.116307,0.145607,-9.808230,-0.078289,0.151770,-9.808513
0.118195,-0.198219,-0.064490,-9.807785,-0.116702,0.145451,-9.808227,-0.075964,0.152683,-9.808518
0.120468,-0.198638,-0.063607,-9.807782,-0.117092,0.145297,-9.808225,-0.085685,0.148919,-9.808495
0.122741,-0.198638,-0.063607,-9.807782,-0.117478,0.145144,-9.808223,-0.083473,0.150161,-9.808495
0.125014,-0.198638,-0.063607,-9.807782,-0.117952,0.145047,-9.808218,-0.088407,0.155512,-9.808369
0.127287,-0.198638,-0.063607,-9.807782,-0.118421,0.144952,-9.808214,-0.086019,0.156153,-9.808380
0.129560,-0.198638,-0.063607,-9.807782,-0.118884,0.144857,-9.808210,-0.083629,0.156788,-9.808390
0.131833,-0.198638,-0.063607,-9.807782,-0.119352,0.144723,-9.808206,-0.090761,0.150169,-9.808431
0.134106,-0.196907,-0.070468,-9.807770,-0.119815,0.144591,-9.808203,-0.089098,0.152529,-9.808409
0.136379,-0.196907,-0.070468,-9.807770,-0.120272,0.144460,-9.808199,-0.086632,0.152921,-9.808425
0.138652,-0.197597,-0.064725,-9.807796,-0.120725,0.144331,-9.808195,-0.084473,0.154297,-9.808423
0.140925,-0.197597,-0.064725,-9.807796,-0.121172,0.144203,-9.808192,-0.093319,0.149142,-9.808422
0.143198,-0.197597,-0.064725,-9.807796,-0.121562,0.144111,-9.808188,-0.091426,0.151157,-9.808409
0.145471,-0.197597,-0.064725,-9.807796,-0.121948,0.144021,-9.808185,-0.089304,0.152684,-9.808405
0.147744,-0.197597,-0.064725,-9.807796,-0.122330,0.143932,-9.808181,-0.087022,0.153791,-9.808408
0.150017,-0.197718,-0.065211,-9.807791,-0.122708,0.143843,-9.808178,-0.084637,0.154573,-9.808417
0.152290,-0.197718,-0.065211,-9.807791,-0.123081,0.143756,-9.808174,-0.082203,0.155171,-9.808428
0.154563,-0.197718,-0.065211,-9.807791,-0.123398,0.143749,-9.808171,-0.082452,0.159527,-9.808356
0.156836,-0.198200,-0.064670,-9.807784,-0.123712,0.143742,-9.808167,-0.080793,0.161916,-9.808331
0.159109,-0.198200,-0.064670,-9.807784,-0.124022,0.143734,-9.808163,-0.078361,0.162501,-9.808341
0.161382,-0.198200,-0.064670,-9.807784,-0.124299,0.143735,-9.808159,-0.076192,0.163925,-9.808334
0.163655,-0.198515,-0.064643,-9.807778,-0.124573,0.143736,-9.808156,-0.073533,0.162789,-9.808374
0.165928,-0.198515,-0.064643,-9.807778,-0.124844,0.143736,-9.808152,-0.082436,0.165741,-9.808253
0.168201,-0.198515,-0.064643,-9.807778,-0.125112,0.143736,-9.808149,-0.079963,0.163150,-9.808317
0.170474,-0.198515,-0.064643,-9.807778,-0.125377,0.143737,-9.808146,-0.077376,0.163070,-9.808339
0.172747,-0.198515,-0.064643,-9.807778,-0.125675,0.143635,-9.808143,-0.080173,0.155639,-9.808438
0.175020,-0.198595,-0.064137,-9.807780,-0.125969,0.143534,-9.808141,-0.077625,0.154162,-9.808481
0.177293,-0.198595,-0.064137,-9.807780,-0.126260,0.143435,-9.808139,-0.076371,0.157009,-9.808446
0.179566,-0.198416,-0.064567,-9.807781,-0.126548,0.143336,-9.808136,-0.078957,0.149619,-9.808541
0.181839,-0.198416,-0.064567,-9.807781,-0.126833,0.143239,-9.808134,-0.079930,0.154332,-9.808460
0.184112,-0.198416,-0.064567,-9.807781,-0.127107,0.143153,-9.808132,-0.077558,0.155014,-9.808469
0.186385,-0.198416,-0.064567,-9.807781,-0.127378,0.143069,-9.808130,-0.075146,0.155543,-9.808479
0.188658,-0.198416,-0.064567,-9.807781,-0.127646,0.142985,-9.808127,-0.085402,0.153424,-9.808428
0.190931,-0.198765,-0.063378,-9.807781,-0.127912,0.142902,-9.808125,-0.082943,0.153743,-9.808445
