timestamp,lin_vel_x,lin_vel_y,lin_vel_z,ang_vel_x,ang_vel_y,ang_vel_z,gravity_x,gravity_y,gravity_z
1785347168.006589,0.002158,0.002232,-0.002761,-0.044850,0.002397,-0.019444,0.919497,0.541611,-9.751784
1785347168.010159,0.001536,0.001965,0.001477,0.022558,-0.001963,-0.017489,0.919473,0.539560,-9.751899
1785347168.030410,0.004048,0.004514,0.000817,-0.000995,-0.001895,-0.011973,0.919200,0.539733,-9.751916
1785347168.030548,0.008863,0.007162,-0.004789,-0.055818,-0.038868,-0.033865,0.914530,0.544913,-9.752067
1785347168.045133,0.006696,0.007565,-0.000245,0.030950,0.016606,0.002198,0.916532,0.542118,-9.752034
1785347168.045858,0.004887,0.004702,0.000660,0.006950,0.000400,-0.012002,0.916578,0.541554,-9.752062
1785347168.062170,0.005390,0.003449,0.001207,-0.001904,-0.005792,-0.015157,0.915896,0.541792,-9.752112
1785347168.062942,0.006258,-0.005202,-0.011152,-0.189879,-0.094237,-0.020011,0.904307,0.559093,-9.752217
1785347168.070212,0.004595,0.003834,0.000034,-0.002781,-0.004423,-0.013159,0.903757,0.559414,-9.752250
1785347168.079304,0.010111,0.009950,-0.001237,-0.016172,0.000288,-0.010239,0.903517,0.561061,-9.752178
1785347168.083888,0.002003,0.012551,0.012637,0.209544,0.088744,-0.006246,0.914634,0.542009,-9.752219
1785347168.094990,0.005056,0.003747,0.000964,0.003281,0.000422,-0.014190,0.914622,0.541817,-9.752231
1785347168.105219,0.010527,-0.010148,-0.016355,-0.282051,-0.131605,-0.021149,0.898287,0.567557,-9.752285
1785347168.116465,0.004651,0.002906,0.002313,-0.007394,0.001628,-0.016903,0.898239,0.568428,-9.752239
1785347168.118162,0.005089,0.003330,-0.000573,0.005624,-0.004458,-0.011184,0.897802,0.567922,-9.752308
1785347168.131422,-0.002747,-0.000985,0.003624,0.042097,-0.015180,-0.002442,0.896834,0.563697,-9.752642
1785347168.137197,0.005273,0.002781,0.000519,0.000951,-0.004845,-0.015228,0.896275,0.563670,-9.752695
1785347168.146726,0.004563,0.003825,0.001702,0.003699,0.004718,-0.009772,0.896711,0.563451,-9.752668
1785347168.153028,0.005987,0.002691,0.001053,0.002006,-0.004380,-0.013617,0.896221,0.563315,-9.752721
