timestamp,lin_vel_x,lin_vel_y,lin_vel_z,ang_vel_x,ang_vel_y,ang_vel_z,lin_vel_fil_x,lin_vel_fil_y,lin_vel_fil_z,ang_vel_fil_x,ang_vel_fil_y,ang_vel_fil_z,gravity_x,gravity_y,gravity_z
1786124991.118003,-0.000579,0.000659,0.000264,0.003579,0.004029,0.002666,0.000134,0.000182,0.000014,0.002821,0.001476,-0.000566,-0.197410,-0.065359,-9.807796
1786124991.121385,-0.000579,0.000659,0.000264,0.003579,0.004029,0.002666,0.000008,0.000265,0.000058,0.003178,0.002679,0.000957,-0.198328,-0.065391,-9.807777
1786124991.142387,0.000049,-0.000090,-0.000677,0.000879,0.002260,0.000506,0.000025,0.000247,0.000050,0.002740,-0.002654,-0.001596,-0.197863,-0.065570,-9.807785
1786124991.142480,0.066332,-0.215476,-0.086234,-0.352443,-0.103993,0.152749,0.000033,0.000139,-0.000181,0.001681,0.000142,-0.000400,-0.197958,-0.065248,-9.807785
1786124991.146752,-0.000539,-0.000057,-0.001806,-0.038235,-0.019941,0.006196,0.000035,0.000135,-0.000183,-0.000358,-0.000458,0.000482,-0.198795,-0.063641,-9.807779
1786124991.161936,-0.000368,0.000976,0.000840,0.009883,0.003537,-0.004204,0.000025,0.000131,-0.000210,-0.008375,-0.004582,0.001691,-0.198264,-0.065125,-9.807780
1786124991.162020,-0.031431,0.071168,0.217481,1.599976,1.478699,0.195352,-0.000049,0.000289,-0.000014,0.000539,-0.000618,-0.001187,-0.197045,-0.066442,-9.807796
1786124991.180178,0.000072,0.000077,0.000076,-0.002546,-0.001711,0.000569,-0.000049,0.000290,-0.000010,0.008951,0.007163,-0.000153,-0.197350,-0.065987,-9.807793
1786124991.183203,0.000948,0.002358,-0.004525,-0.007748,-0.011019,-0.011333,-0.000019,0.000238,0.000014,0.002824,0.002434,0.000231,-0.197675,-0.065764,-9.807788
1786124991.190884,0.000948,0.002358,-0.004525,-0.007748,-0.011019,-0.011333,-0.000011,0.000255,-0.000023,0.001136,0.000286,-0.001615,-0.197796,-0.066401,-9.807781
1786124991.198449,-0.000808,-0.000244,-0.001056,-0.005892,0.003180,0.004581,0.000003,0.000102,-0.000089,0.003522,-0.000332,-0.000995,-0.197563,-0.065957,-9.807789
1786124991.223731,0.000141,-0.000072,0.000492,-0.003081,0.001105,0.000242,-0.000041,0.000082,-0.000142,0.000489,0.000799,0.000802,-0.197289,-0.065192,-9.807799
1786124991.223809,-0.107601,0.151589,0.243983,-0.577040,-0.818619,-0.055599,0.000031,0.000020,0.000110,-0.001702,0.000987,0.000458,-0.197909,-0.064755,-9.807790
1786124991.223821,1.150411,-0.278206,0.066512,0.645871,-4.494767,-1.816709,0.000029,0.000022,0.000114,-0.004482,-0.002973,0.000187,-0.198453,-0.064838,-9.807778
1786124991.235349,-0.000359,0.000505,-0.000486,0.004196,0.005616,0.001559,0.000029,0.000022,0.000114,-0.003977,-0.006462,-0.001224,-0.197819,-0.065309,-9.807788
1786124991.236617,-0.000028,-0.006151,-0.008340,-0.022205,-0.009948,-0.006159,-0.000012,0.000074,0.000049,-0.000544,-0.001389,-0.000055,-0.197943,-0.065034,-9.807787
1786124991.251728,-0.000186,-0.000038,-0.000059,0.004895,0.001618,-0.000186,-0.000012,0.000065,0.000035,-0.002142,-0.002020,-0.000505,-0.197703,-0.065760,-9.807787
1786124991.253590,0.001816,0.005787,-0.005028,-0.086797,-0.029319,0.019845,-0.000044,0.000044,0.000016,0.001285,-0.000248,-0.000350,-0.198241,-0.064168,-9.807787
1786124991.265462,-0.000631,-0.000525,0.001247,0.016906,0.008677,-0.001715,-0.000038,0.000064,-0.000001,-0.007943,-0.003294,0.001766,-0.197229,-0.066140,-9.807794
1786124991.272855,-0.000631,-0.000525,0.001247,0.016906,0.008677,-0.001715,-0.000112,-0.000009,0.000154,0.002674,0.001821,0.000279,-0.197512,-0.066383,-9.807787
1786124991.281442,0.000844,-0.000448,0.000432,-0.003747,-0.000354,-0.000308,-0.000127,-0.000022,0.000177,0.002891,0.000006,0.000305,-0.197542,-0.066068,-9.807788
1786124991.289849,-0.000140,0.000953,-0.003203,-0.016733,-0.008745,0.001158,-0.000058,-0.000052,0.000195,0.000565,-0.000120,0.000090,-0.198263,-0.064686,-9.807783
1786124991.297149,-0.000140,0.000953,-0.003203,-0.016733,-0.008745,0.001158,-0.000063,0.000018,-0.000042,-0.005414,-0.003101,0.000459,-0.197518,-0.065382,-9.807793
1786124991.306341,-0.000459,0.000906,0.001012,0.006177,0.000633,-0.000283,0.000023,-0.000010,0.000002,-0.000667,0.001145,-0.000143,-0.197461,-0.065939,-9.807791
1786124991.314794,-0.000328,-0.000476,0.001240,0.000222,0.004298,0.004438,-0.000018,0.000069,0.000090,0.001839,0.000957,-0.000194,-0.197107,-0.065950,-9.807798
1786124991.323863,-0.000062,0.000216,-0.000194,-0.013854,-0.018392,-0.006112,-0.000041,0.000029,0.000176,0.001278,0.002116,0.001413,-0.198739,-0.064729,-9.807773
1786124991.330421,-0.000879,0.000829,0.000383,0.000946,0.008052,0.003770,-0.000043,0.000044,0.000146,-0.004215,-0.005328,-0.001319,-0.198223,-0.064785,-9.807783
1786124991.341372,0.000078,-0.001569,0.000270,0.003232,0.003725,-0.000229,-0.000083,0.000081,0.000156,-0.002709,-0.001424,0.000166,-0.197823,-0.065132,-9.807789
1786124991.357696,0.000514,0.000153,-0.001140,0.006233,-0.000521,-0.002012,-0.000063,-0.000123,0.000171,-0.000287,0.000675,0.000005,-0.197904,-0.066137,-9.807781
1786124991.357777,0.046272,0.091508,-0.108349,-2.199608,0.011650,0.686104,0.000071,-0.000061,-0.000133,0.003014,0.000070,-0.001016,-0.197898,-0.064362,-9.807793
1786124991.367455,-0.000900,-0.000705,0.000523,0.008026,0.002959,0.001085,0.000072,-0.000060,-0.000135,-0.008244,0.000129,0.002496,-0.197618,-0.065122,-9.807793
1786124991.370002,-0.001073,0.004149,0.003423,0.061124,0.005387,-0.019836,-0.000016,-0.000117,-0.000076,-0.002092,0.001199,0.001962,-0.197480,-0.066658,-9.807786
1786124991.385774,0.000066,-0.000194,0.000340,-0.010242,-0.001836,0.001225,-0.000024,-0.000087,-0.000051,0.006629,0.001777,-0.001045,-0.197765,-0.065070,-9.807791
1786124991.388940,0.000080,0.001118,0.002472,0.014228,0.003227,-0.007247,-0.000004,-0.000109,0.000037,-0.001769,-0.000021,0.000085,-0.197664,-0.065516,-9.807790
1786124991.396816,0.000770,-0.000822,-0.000298,0.000649,0.003499,0.005322,-0.000003,-0.000097,0.000062,0.000885,0.000517,-0.001132,-0.197396,-0.065558,-9.807795
1786124991.408874,-0.000269,-0.000283,-0.000979,0.000690,-0.000688,-0.001444,0.000046,-0.000142,0.000040,0.000807,0.001504,0.001005,-0.197476,-0.065643,-9.807793
1786124991.423870,0.000272,-0.000295,-0.000464,0.001299,-0.000928,-0.000740,0.000002,-0.000163,-0.000102,0.000757,0.000559,-0.000051,-0.197612,-0.065837,-9.807788
1786124991.430054,0.000400,0.001084,0.000556,-0.008985,0.000141,0.008490,0.000054,-0.000188,-0.000173,0.001020,-0.000162,-0.000385,-0.197607,-0.065281,-9.807792
1786124991.430125,0.006065,0.205566,0.156978,-0.084281,-0.557927,-0.494560,0.000066,-0.000143,-0.000147,-0.001780,-0.000077,0.002098,-0.197993,-0.065230,-9.807785
1786124991.440879,-0.000558,0.000034,0.000161,0.001183,0.007916,0.002799,0.000066,-0.000141,-0.000146,-0.002146,-0.002555,-0.000108,-0.197160,-0.065348,-9.807801
1786124991.462450,-0.000241,-0.000377,-0.000517,0.004011,-0.000443,-0.003036,-0.000005,-0.000120,-0.000110,-0.000804,0.001667,0.001064,-0.197250,-0.066210,-9.807793
1786124991.462541,-0.039018,-0.036135,0.032535,-1.122118,-0.574308,0.400793,-0.000085,-0.000206,-0.000246,0.001967,0.000453,-0.001295,-0.197766,-0.065198,-9.807790
1786124991.462556,0.435082,0.428311,0.164552,0.211495,3.054960,1.138315,-0.000086,-0.000206,-0.000245,-0.004445,-0.002825,0.000999,-0.197311,-0.065226,-9.807799
1786124991.474408,0.000260,-0.000740,-0.000589,-0.000383,-0.005734,-0.001656,-0.000085,-0.000206,-0.000245,-0.004238,0.000098,0.002086,-0.197976,-0.065185,-9.807785
1786124991.479941,-0.000717,-0.000024,0.000963,0.002339,-0.004047,0.000277,-0.000042,-0.000272,-0.000288,-0.002593,-0.002391,0.000489,-0.198196,-0.065312,-9.807780
1786124991.502122,0.000241,0.000243,-0.000078,-0.001407,0.000794,-0.000129,-0.000062,-0.000265,-0.000251,-0.001320,-0.002819,0.000434,-0.198023,-0.065006,-9.807786
1786124991.502256,0.052315,-0.085654,-0.049012,0.422837,-0.212014,-0.119805,0.000041,-0.000091,-0.000191,-0.001371,-0.000715,0.000106,-0.198301,-0.065565,-9.807776
1786124991.505378,-0.003225,0.001659,0.000398,-0.018142,0.011489,0.011359,0.000043,-0.000094,-0.000192,0.002169,-0.002478,-0.000894,-0.197951,-0.065002,-9.807787
1786124991.516584,-0.000368,0.000005,0.000723,0.008936,0.002956,-0.000342,0.000015,-0.000080,-0.000187,-0.001162,-0.000188,0.001115,-0.197626,-0.065985,-9.807787
1786124991.520296,0.000134,0.000707,-0.000738,-0.034929,-0.017564,-0.002313,-0.000028,-0.000070,-0.000087,0.003010,0.001111,0.000513,-0.198265,-0.064715,-9.807783
1786124991.548604,0.000071,0.000117,0.000613,0.003982,0.002010,-0.000572,-0.000026,-0.000059,-0.000096,-0.004165,-0.002421,-0.000021,-0.197706,-0.065824,-9.807787
1786124991.548702,0.046345,-0.006723,-0.165652,-1.107626,-0.783325,-0.025746,0.000018,0.000022,0.000228,0.001050,0.000416,-0.000374,-0.198456,-0.064763,-9.807779
1786124991.548718,-0.365806,0.145546,-0.404631,7.910290,3.998526,0.587838,0.000019,0.000022,0.000225,-0.005714,-0.004366,-0.000528,-0.197810,-0.066041,-9.807783
1786124991.558440,0.000101,-0.000552,-0.000291,-0.004526,0.005393,0.003211,0.000019,0.000022,0.000225,0.002483,-0.000221,0.000081,-0.197297,-0.065604,-9.807796
1786124991.566522,-0.000419,0.000186,-0.000352,-0.000241,-0.002719,-0.003662,0.000025,-0.000021,0.000185,-0.000175,0.001908,0.001268,-0.197511,-0.065590,-9.807792
1786124991.577222,0.000062,0.000250,0.000713,0.004378,0.000610,0.001169,0.000000,-0.000010,0.000155,-0.000197,0.000350,-0.000393,-0.197448,-0.066047,-9.807790
1786124991.578881,-0.000819,0.001607,0.002342,-0.026301,-0.038336,-0.022404,0.000006,0.000016,0.000209,0.001642,0.000454,0.000235,-0.198069,-0.065627,-9.807781
1786124991.602707,-0.000136,-0.000074,-0.000026,0.001827,0.003958,0.001492,0.000004,0.000020,0.000215,-0.000996,-0.003208,-0.001902,-0.197147,-0.066046,-9.807796
1786124991.602805,0.004171,-0.081964,0.101145,0.002668,-0.324394,0.061516,-0.000048,-0.000015,0.000126,0.000696,0.001088,0.000133,-0.197459,-0.066048,-9.807790
1786124991.605918,0.001745,0.002114,-0.001788,-0.010535,-0.000531,-0.000466,-0.000048,-0.000016,0.000128,0.000708,-0.000904,0.000508,-0.197475,-0.065727,-9.807792
1786124991.623710,0.000654,0.000477,-0.000847,-0.002098,-0.004127,-0.001882,-0.000034,0.000001,0.000113,-0.001131,-0.000843,0.000349,-0.198193,-0.065367,-9.807780
1786124991.623797,-0.073914,-0.127689,-0.030080,1.367455,1.239271,0.280049,0.000125,0.000111,-0.000109,-0.001641,-0.002576,-0.000829,-0.197145,-0.066521,-9.807793
1786124991.647446,-0.000295,-0.000174,0.000255,-0.004999,-0.003889,-0.000220,0.000124,0.000109,-0.000109,0.005751,0.004129,0.000688,-0.198046,-0.065363,-9.807783
1786124991.647538,-0.048994,0.005912,-0.024311,-0.628271,-0.173264,-0.067322,-0.000019,0.000011,0.000014,-0.000674,-0.000664,0.000145,-0.198203,-0.064793,-9.807784
1786124991.647553,0.141609,0.098920,0.769899,9.226528,5.165646,-0.884761,-0.000020,0.000011,0.000014,-0.004306,-0.001663,-0.000245,-0.197482,-0.066083,-9.807789
1786124991.664678,0.000057,0.000223,0.000307,-0.003376,-0.001087,0.000053,-0.000020,0.000011,0.000014,0.003935,0.002951,-0.001035,-0.197665,-0.065515,-9.807790
1786124991.664749,-0.023980,0.076345,-0.000654,0.571060,0.056536,0.106217,-0.000004,0.000056,0.000077,0.000146,0.000858,-0.000471,-0.197625,-0.065915,-9.807788
1786124991.674418,0.000289,-0.000296,-0.001478,-0.010647,-0.003214,-0.000084,-0.000004,0.000057,0.000077,0.002705,0.001107,0.000007,-0.197930,-0.064906,-9.807788
1786124991.681157,-0.000385,-0.000395,0.000030,0.019978,0.008215,-0.001819,0.000019,0.000030,-0.000045,-0.002341,-0.000526,-0.000027,-0.197386,-0.066228,-9.807790
1786124991.688931,0.000033,-0.000346,-0.002581,-0.016032,-0.012655,0.003169,0.000002,0.000012,-0.000043,0.004298,0.002074,-0.000560,-0.198353,-0.065001,-9.807779
1786124991.703001,-0.000023,-0.000146,0.000571,0.006046,0.005755,0.000121,0.000004,-0.000009,-0.000188,-0.002374,-0.002760,0.000664,-0.197559,-0.065835,-9.807790
1786124991.703059,-0.104178,0.044476,0.215377,-1.253987,-0.956142,-0.152173,-0.000001,-0.000032,-0.000060,0.001577,0.001236,0.000409,-0.198108,-0.065116,-9.807783
1786124991.724920,0.065440,-0.246688,0.084750,-0.276696,-1.043113,-0.028239,-0.000002,-0.000032,-0.000058,-0.003031,-0.002278,-0.000151,-0.198045,-0.064566,-9.807788
1786124991.724974,0.065440,-0.246688,0.084750,-0.276696,-1.043113,-0.028239,0.000120,0.000232,-0.000040,-0.002757,-0.000787,0.000095,-0.198602,-0.064419,-9.807778
1786124991.732831,-0.000087,0.000782,-0.001768,0.011634,0.008831,-0.002912,0.000121,0.000229,-0.000039,-0.003693,-0.004347,-0.000001,-0.197920,-0.065320,-9.807786
1786124991.740613,-0.000019,-0.001092,0.000419,0.003527,0.005587,0.001997,0.000110,0.000258,-0.000130,0.001373,0.000009,-0.000964,-0.197495,-0.065586,-9.807793
1786124991.752078,-0.000296,0.000300,-0.001511,-0.010945,-0.005701,0.000565,0.000103,0.000184,-0.000100,0.002080,0.001841,0.000009,-0.198136,-0.064354,-9.807788
1786124991.752147,0.002424,0.052356,0.101970,1.436435,0.782987,0.019085,0.000057,0.000196,-0.000264,-0.003374,-0.001317,0.000242,-0.197603,-0.065332,-9.807792
1786124991.765316,-0.000276,-0.000409,0.000710,-0.002809,0.001105,0.000278,0.000057,0.000197,-0.000262,0.002882,0.002090,0.000324,-0.197461,-0.064968,-9.807797
1786124991.777440,-0.000098,0.000130,0.000776,-0.003009,-0.005406,-0.001885,0.000004,0.000102,-0.000109,0.000305,0.001644,0.000303,-0.198102,-0.064615,-9.807787
1786124991.781822,-0.000152,0.000146,-0.000736,0.033256,0.018270,0.002810,-0.000009,0.000105,0.000007,-0.001128,-0.001404,-0.000643,-0.197318,-0.066042,-9.807793
1786124991.790344,0.001314,0.001080,-0.001410,-0.012942,-0.003807,-0.001021,-0.000012,0.000106,-0.000007,0.006295,0.002843,0.000102,-0.197635,-0.064962,-9.807794
1786124991.798663,0.000201,0.000232,0.000041,-0.007355,-0.002524,0.005541,0.000082,0.000175,-0.000107,-0.000414,0.000524,-0.000289,-0.197844,-0.064353,-9.807794
1786124991.805552,0.000133,-0.000395,0.000668,0.011276,-0.005386,-0.010678,0.000091,0.000180,-0.000098,-0.002796,-0.000522,0.001712,-0.198203,-0.065129,-9.807781
1786124991.813819,0.000147,0.000305,-0.000887,0.003614,0.003814,0.003759,0.000093,0.000151,-0.000059,0.001455,-0.001992,-0.002031,-0.197896,-0.065416,-9.807786
1786124991.823802,0.000147,0.000305,-0.000887,0.003614,0.003814,0.003759,0.000097,0.000162,-0.000119,0.002193,-0.000007,-0.000052,-0.197950,-0.064424,-9.807791
1786124991.829216,-0.000231,-0.001268,0.000727,-0.010126,-0.000548,0.000024,0.000063,0.000014,-0.000032,-0.002556,-0.000216,-0.000023,-0.197331,-0.065826,-9.807794
1786124991.837358,-0.000486,0.000631,-0.001981,-0.010232,-0.006813,-0.002806,0.000050,-0.000030,0.000054,0.004822,0.002809,0.001409,-0.197873,-0.065013,-9.807789
1786124991.848864,0.000693,0.001123,0.000416,-0.000520,-0.003205,-0.000823,0.000010,0.000018,-0.000094,-0.000273,-0.000447,-0.000017,-0.198234,-0.064957,-9.807782
1786124991.855171,-0.000075,-0.000819,-0.000395,0.007532,0.007599,-0.001790,0.000104,0.000171,-0.000026,-0.000377,-0.001604,-0.000355,-0.197763,-0.065425,-9.807788
1786124991.862331,-0.001459,0.000204,-0.000418,0.016650,0.014412,0.001875,0.000096,0.000128,-0.000041,0.001868,0.001008,-0.000763,-0.196752,-0.066591,-9.807801
1786124991.873579,0.000717,-0.000200,-0.000249,-0.009549,-0.007461,-0.000231,0.000007,0.000132,-0.000063,0.006454,0.005167,0.000056,-0.197575,-0.065538,-9.807791
1786124991.880795,0.000136,-0.000072,0.000545,0.004032,0.003526,0.003608,0.000100,0.000088,-0.000088,-0.000172,-0.000062,-0.000063,-0.197327,-0.065819,-9.807794
1786124991.891474,-0.000501,-0.000542,0.000534,-0.006515,-0.006397,-0.001470,0.000103,0.000078,-0.000052,0.001139,0.001057,0.001082,-0.197996,-0.065139,-9.807785
1786124991.896952,0.000817,-0.000012,0.000911,0.000912,-0.000603,-0.001347,0.000031,0.000005,0.000018,-0.001934,-0.001936,0.000057,-0.198028,-0.065190,-9.807784
1786124991.905376,0.000041,0.001018,-0.000515,-0.008777,-0.001214,-0.001403,0.000057,0.000004,0.000048,-0.001205,-0.001594,-0.000302,-0.198128,-0.064467,-9.807787
1786124991.913873,-0.000496,-0.000311,-0.001083,0.015392,0.005733,-0.003171,0.000056,0.000083,0.000004,-0.003826,-0.001463,-0.000683,-0.197648,-0.065755,-9.807788
1786124991.921328,0.000373,0.000950,-0.000232,-0.011931,-0.014703,0.003888,0.000012,0.000052,-0.000083,0.002863,0.001042,-0.001549,-0.198725,-0.064877,-9.807772
1786124991.930378,-0.000006,0.000223,0.000786,0.006322,0.002249,-0.000441,0.000034,0.000109,-0.000093,-0.001856,-0.003981,0.000185,-0.198525,-0.065439,-9.807773
1786124991.938050,0.000035,0.000730,0.000158,-0.003787,0.002913,-0.004424,0.000031,0.000120,-0.000013,0.001109,-0.001722,-0.000042,-0.198304,-0.065161,-9.807779
1786124991.946984,-0.000596,-0.000918,0.000542,-0.002153,-0.002526,0.003139,0.000031,0.000161,-0.000001,-0.000484,-0.000215,-0.001467,-0.198527,-0.064967,-9.807776
1786124991.956725,0.000330,-0.001248,-0.001372,-0.000086,-0.003830,0.002309,-0.000025,0.000065,0.000048,-0.001084,-0.001046,0.000189,-0.198894,-0.064954,-9.807768
1786124991.964503,0.000337,-0.000527,-0.000160,-0.006169,0.004334,-0.000357,0.000011,-0.000072,-0.000099,-0.000705,-0.002103,0.000994,-0.198563,-0.064484,-9.807778
1786124991.973972,0.000317,-0.000040,0.000124,0.003155,0.000488,-0.004137,0.000033,-0.000104,-0.000104,-0.002499,0.000010,0.000551,-0.198516,-0.064785,-9.807777
1786124991.987460,-0.000125,0.001544,-0.000350,-0.002713,0.002679,0.002980,0.000061,-0.000098,-0.000082,-0.000390,0.000189,-0.001198,-0.198164,-0.064418,-9.807787
1786124991.987561,-0.007065,-0.025589,0.121140,1.146767,0.208064,-0.180749,0.000029,0.000193,-0.000129,-0.001455,0.001331,0.000719,-0.197956,-0.065560,-9.807783
1786124991.998474,-0.000465,0.001202,0.000474,-0.010227,-0.004321,0.001536,0.000028,0.000193,-0.000126,0.005805,0.002638,-0.000429,-0.198419,-0.064462,-9.807781
1786124992.012025,-0.000064,-0.000732,0.000321,0.008442,0.001432,-0.000895,-0.000032,0.000315,-0.000052,-0.000717,-0.000192,0.000370,-0.198228,-0.065587,-9.807778
1786124992.016616,0.002033,-0.001409,-0.003558,-0.019384,-0.004383,-0.000438,-0.000038,0.000137,0.000013,0.003495,0.000554,-0.000212,-0.198425,-0.064715,-9.807780
1786124992.022513,-0.000500,-0.001342,-0.000019,0.008406,0.003408,0.000235,0.000007,0.000103,-0.000064,-0.001626,-0.000551,-0.000262,-0.198228,-0.065201,-9.807780
1786124992.030596,0.000276,0.000329,-0.001028,0.000773,0.004141,0.000857,-0.000011,0.000049,-0.000064,0.001086,0.000519,-0.000128,-0.197901,-0.065260,-9.807787
1786124992.037953,0.000349,0.000605,-0.000477,0.000645,0.002783,0.001193,0.000009,0.000068,-0.000132,0.000980,0.001739,0.000204,-0.197700,-0.065305,-9.807790
1786124992.046383,-0.000008,0.000299,0.000944,-0.000364,-0.002963,0.000885,0.000030,0.000100,-0.000153,0.000875,0.002069,0.000517,-0.197946,-0.065274,-9.807786
1786124992.056345,-0.000287,-0.000318,0.001829,0.014320,0.003942,-0.004045,0.000027,0.000116,-0.000067,0.000446,0.000327,0.000644,-0.197558,-0.066681,-9.807784
1786124992.062979,-0.000146,0.000251,0.000855,-0.027762,-0.016794,-0.001008,-0.000007,0.000070,0.000137,0.005786,0.001718,-0.001161,-0.198650,-0.064876,-9.807774
1786124992.075653,-0.000430,-0.001498,0.000073,-0.002026,0.003440,0.005354,-0.000014,0.000079,0.000174,-0.004083,-0.003728,-0.001116,-0.198227,-0.064610,-9.807784
1786124992.079452,-0.002074,-0.000267,0.002923,0.028651,0.006774,-0.008554,-0.000114,-0.000181,0.000203,0.002961,0.000861,-0.000234,-0.197973,-0.065684,-9.807782
1786124992.089459,0.000006,0.000642,-0.001083,0.004696,0.007935,0.000236,-0.000114,-0.000181,0.000203,0.002961,0.000861,-0.000234,-0.197194,-0.066145,-9.807795
1786124992.097346,0.000374,0.000551,-0.000540,-0.013121,-0.006949,0.002893,-0.000102,-0.000093,0.000067,0.003631,0.003592,-0.000052,-0.197733,-0.065125,-9.807791
1786124992.107847,0.000521,0.001007,-0.002025,-0.001597,-0.007133,-0.002611,-0.000070,-0.000049,0.000025,-0.001920,0.000099,0.000924,-0.198466,-0.064966,-9.807777
1786124992.113551,0.001173,-0.000713,0.001392,0.003373,0.010293,0.003647,-0.000001,0.000074,-0.000213,-0.001791,-0.002776,-0.000481,-0.197891,-0.065151,-9.807787
1786124992.121535,-0.001154,0.000531,-0.000955,0.004823,0.002263,-0.004202,0.000042,0.000046,-0.000156,-0.000429,0.000672,0.000608,-0.197712,-0.065535,-9.807788
1786124992.131432,-0.000271,0.000515,0.000333,-0.001108,-0.000608,0.003809,-0.000043,0.000080,-0.000212,0.001326,0.001204,-0.000999,-0.197774,-0.065420,-9.807788
1786124992.137439,-0.000271,0.000515,0.000333,-0.001108,-0.000608,0.003809,-0.000068,0.000127,-0.000154,0.000393,0.000509,0.000844,-0.198105,-0.065518,-9.807781
1786124992.145894,0.000021,0.001127,-0.000278,-0.004199,0.001432,0.003858,-0.000068,0.000104,-0.000082,0.000679,-0.001190,-0.002288,-0.197988,-0.065163,-9.807785
