timestamp,lin_vel_x,lin_vel_y,lin_vel_z,ang_vel_x,ang_vel_y,ang_vel_z,gravity_x,gravity_y,gravity_z
1785345625.683153,0.002392,0.001993,-0.004866,0.021578,-0.036474,-0.009822,0.855934,0.625747,-9.752534
1785345625.683272,-0.002379,-0.002503,0.005325,-0.024012,0.035016,0.006142,0.859661,0.627552,-9.752090
1785345625.683320,-0.000296,-0.000934,-0.000332,0.000523,0.002490,-0.002045,0.859885,0.627489,-9.752074
1785345625.683355,-0.000194,0.000930,0.000852,-0.000644,-0.005006,-0.000856,0.859404,0.627623,-9.752108
1785345625.683390,-0.000395,0.001511,0.007130,0.078922,0.000972,0.019772,0.858588,0.619832,-9.752678
1785345625.683428,0.000985,-0.001910,-0.007261,-0.081867,0.002488,-0.020632,0.859772,0.627871,-9.752060
1785345625.690573,-0.000349,-0.000793,-0.000777,0.002017,-0.001443,-0.002401,0.859594,0.627717,-9.752085
1785345625.724835,-0.000699,-0.000791,-0.000724,0.005893,0.006673,0.000451,0.860166,0.627060,-9.752077
1785345625.724980,-0.000458,0.001038,0.000308,-0.001023,-0.004408,0.000698,0.859757,0.627209,-9.752104
1785345625.725020,0.000168,-0.000697,-0.000012,-0.001828,0.000143,-0.002719,0.859780,0.627408,-9.752089
1785345625.725055,-0.000427,-0.000666,0.000051,0.001370,0.002516,-0.001105,0.860000,0.627254,-9.752079
1785345625.737345,0.007403,-0.008753,0.004971,0.073053,0.017958,-0.050267,0.860545,0.620462,-9.752466
1785345625.740265,-0.006581,0.009295,-0.003946,-0.068914,-0.020455,0.047522,0.859691,0.626913,-9.752129
1785345625.750982,0.000145,-0.001071,-0.000590,-0.007540,0.000822,-0.005280,0.859841,0.627678,-9.752066
1785345625.759974,-0.000574,-0.000258,-0.000655,0.006751,0.005382,0.001272,0.860281,0.626947,-9.752074
1785345625.776008,0.000141,-0.000009,-0.000198,-0.002320,-0.000555,0.001030,0.860262,0.627168,-9.752062
1785345625.776158,0.000018,0.000620,-0.000816,0.000166,-0.000404,-0.003434,0.860204,0.627189,-9.752066
1785345625.785116,0.002443,0.001113,-0.003599,0.023429,-0.035305,-0.008074,0.856446,0.625462,-9.752507
1785345625.794609,-0.002376,-0.001344,0.004944,-0.022919,0.034538,0.006677,0.860116,0.627163,-9.752075
1785345625.801441,-0.000544,-0.001032,-0.000001,-0.004551,-0.003212,-0.004607,0.859840,0.627685,-9.752066
1785345625.807243,0.005248,-0.000924,0.004337,0.056251,0.008025,-0.014423,0.859821,0.622303,-9.752412
1785345625.815181,0.000248,-0.008622,-0.001571,0.002730,0.006977,-0.034209,0.860288,0.622269,-9.752373
1785345625.825099,0.000487,0.000902,0.001138,0.021421,0.009367,0.000838,0.860923,0.620079,-9.752457
1785345625.833203,-0.001057,-0.001111,-0.001148,-0.021205,-0.001960,-0.006046,0.860976,0.622201,-9.752317
1785345625.847124,0.000465,-0.000118,-0.000224,0.007008,-0.000645,0.002180,0.860834,0.621515,-9.752373
1785345625.851743,-0.000026,0.000320,0.000534,-0.006751,-0.007999,-0.001351,0.860141,0.622280,-9.752386
1785345625.869169,0.000800,-0.000367,0.001084,0.020431,0.007452,-0.001012,0.860593,0.620228,-9.752476
