timestamp,lin_vel_x,lin_vel_y,lin_vel_z,ang_vel_x,ang_vel_y,ang_vel_z,lin_vel_fil_x,lin_vel_fil_y,lin_vel_fil_z,ang_vel_fil_x,ang_vel_fil_y,ang_vel_fil_z,gravity_x,gravity_y,gravity_z
1786123613.943106,-0.000384,0.000126,-0.001737,-0.004944,0.007555,-0.002140,-0.000026,-0.000065,-0.000158,0.002467,-0.000588,-0.001465,-0.198449,-0.065598,-9.807773
1786123613.950820,0.000289,0.002001,0.000346,-0.006399,0.002429,0.002635,-0.000107,-0.000182,-0.000240,-0.002801,-0.000723,-0.001879,-0.198059,-0.065945,-9.807779
1786123613.963751,0.000353,0.000691,-0.000383,0.004608,-0.003074,-0.000938,-0.000082,-0.000039,-0.000202,0.002067,0.003252,0.001010,-0.198466,-0.065370,-9.807774
1786123613.963820,0.012304,-0.015726,0.012441,0.838663,-0.223424,-0.592962,-0.000009,0.000085,-0.000232,-0.002554,-0.001126,-0.000213,-0.198947,-0.065025,-9.807767
1786123613.974845,0.001181,-0.001307,0.001852,-0.008414,0.006195,0.003534,-0.000009,0.000084,-0.000231,-0.331813,-0.454170,-0.361937,-0.198332,-0.065979,-9.807773
1786123613.982793,0.001181,-0.001307,0.001852,-0.008414,0.006195,0.003534,0.000141,-0.000091,0.000031,-0.109734,-0.154469,-0.123827,-0.199795,-0.062859,-9.807764
1786123613.991376,-0.001410,-0.000337,-0.000344,-0.019180,0.025987,-0.001838,0.000196,-0.000138,0.000078,-0.057569,-0.055994,-0.032248,-0.199082,-0.065482,-9.807761
1786123614.000094,-0.000173,-0.000096,-0.000406,0.002428,-0.011280,-0.000199,0.000070,-0.000154,0.000045,0.009903,-0.001125,-0.002286,-0.198928,-0.064508,-9.807771
1786123614.011985,-0.001008,0.000708,-0.001176,-0.006549,0.010164,-0.003589,0.000049,-0.000149,0.000008,0.004934,0.013063,0.008678,-0.198653,-0.065888,-9.807767
1786123614.021549,-0.000678,0.001008,-0.000978,-0.006945,0.003863,0.004655,-0.000101,-0.000028,-0.000160,0.019417,0.019088,0.010606,-0.198167,-0.066462,-9.807773
1786123614.023052,0.005059,-0.000347,0.009493,0.010592,-0.000533,-0.017110,-0.000155,0.000068,-0.000237,0.017301,0.018546,0.013320,-0.198315,-0.066398,-9.807771
1786123614.033119,0.000155,-0.000905,0.000296,-0.000004,-0.004753,0.002714,-0.000142,0.000068,-0.000211,0.004403,0.001703,-0.004727,-0.198140,-0.065961,-9.807777
1786123614.041178,-0.000385,0.000328,-0.000904,-0.000188,0.002838,-0.002537,-0.000109,-0.000037,-0.000155,0.004215,0.009303,0.006066,-0.198211,-0.066175,-9.807774
1786123614.050740,0.000672,-0.000757,0.000668,0.001829,-0.001437,-0.001388,-0.000128,-0.000012,-0.000208,0.006892,0.007656,0.004548,-0.198325,-0.065987,-9.807773
1786123614.057631,0.000377,-0.000728,0.001632,0.001001,-0.010797,0.007490,-0.000051,-0.000084,-0.000123,0.004508,0.006554,0.004556,-0.198114,-0.065283,-9.807782
1786123614.067312,0.000130,0.000659,-0.001162,0.012055,-0.000483,-0.006266,-0.000028,-0.000119,-0.000030,-0.003162,0.007354,0.009000,-0.199177,-0.064826,-9.807764
1786123614.074548,0.000076,0.000983,-0.000002,-0.009633,0.002824,0.003984,-0.000011,-0.000041,-0.000143,-0.002180,-0.001809,0.001910,-0.198606,-0.065260,-9.807772
1786123614.082855,-0.000732,0.000578,0.000820,-0.008532,0.006610,-0.000616,-0.000006,0.000020,-0.000136,0.004889,0.006708,0.004846,-0.198154,-0.066013,-9.807776
1786123614.090748,0.001244,-0.000312,0.000296,0.036628,-0.034130,-0.002518,-0.000062,0.000063,-0.000062,0.009585,0.008182,0.002851,-0.199848,-0.062526,-9.807765
1786123614.102329,-0.000598,-0.000507,-0.000203,-0.024973,0.021997,0.003742,0.000029,0.000037,-0.000036,-0.025679,-0.010233,0.001051,-0.198096,-0.065880,-9.807778
1786123614.107520,-0.001237,0.000408,-0.000196,0.011397,0.001307,-0.005370,-0.000058,-0.000040,-0.000060,0.013009,0.008896,0.004069,-0.198666,-0.065733,-9.807768
1786123614.116549,0.000311,-0.000658,-0.000276,0.000245,-0.002595,-0.002488,-0.000094,-0.000027,-0.000064,0.003738,-0.003300,-0.001273,-0.198608,-0.065510,-9.807771
1786123614.123971,-0.000582,0.000136,0.000467,0.003032,-0.001962,0.000126,-0.000058,-0.000083,-0.000083,0.001002,0.000475,-0.001328,-0.198762,-0.065297,-9.807769
1786123614.132321,0.000458,-0.000711,0.000883,-0.008833,0.007082,0.000609,-0.000091,-0.000070,-0.000049,-0.000683,-0.000322,0.000232,-0.198296,-0.066099,-9.807773
1786123614.140846,-0.000177,0.000996,-0.000304,-0.006387,0.000740,0.002405,-0.000048,-0.000120,0.000025,0.007248,0.004620,0.000968,-0.197816,-0.066350,-9.807781
1786123614.149080,0.000300,-0.000272,-0.000207,0.013903,-0.007012,-0.002293,-0.000058,-0.000029,-0.000001,0.005496,0.006381,0.002379,-0.198663,-0.065417,-9.807770
