timestamp,lin_vel_x,lin_vel_y,lin_vel_z,ang_vel_x,ang_vel_y,ang_vel_z,gravity_x,gravity_y,gravity_z
1785347226.166668,0.005206,-0.001305,0.000263,-0.005081,-0.003080,0.016358,0.822728,0.559732,-9.759402
1785347226.178558,0.004576,-0.000909,0.000802,0.001358,0.001889,0.011934,0.822973,0.559410,-9.759399
1785347226.186624,0.006556,-0.001241,0.000771,-0.006617,-0.005208,0.019457,0.822726,0.559851,-9.759395
1785347226.203247,0.002737,-0.000229,0.000726,-0.003811,-0.001591,0.010286,0.822651,0.560348,-9.759373
1785347226.203366,0.389148,-0.091590,-0.047488,0.327886,-0.041815,1.284428,0.822598,0.559849,-9.759406
1785347226.212654,0.006062,0.001581,0.002220,-0.006963,-0.016458,0.031250,0.821359,0.560471,-9.759474
1785347226.215217,0.016054,-0.003955,0.004234,-0.009981,0.017392,0.057589,0.821892,0.560504,-9.759428
1785347226.226066,0.005100,-0.001910,0.000662,0.005409,-0.006396,0.022575,0.821222,0.559843,-9.759522
1785347226.237560,0.003922,-0.001346,0.001311,-0.001915,0.006346,0.016133,0.822036,0.559759,-9.759458
1785347226.242191,0.011844,-0.004729,0.003522,0.049384,0.000318,0.059374,0.821764,0.557321,-9.759621
1785347226.253807,0.002740,-0.000650,-0.001586,-0.017783,0.000478,0.011587,0.822230,0.559164,-9.759476
1785347226.255637,0.022680,-0.000307,0.004118,0.065903,-0.010870,0.103899,0.821907,0.557873,-9.759577
1785347226.277578,0.001668,-0.000817,-0.000240,-0.006710,-0.002498,0.005059,0.821680,0.559276,-9.759516
1785347226.277735,0.226473,-0.092068,0.027506,0.414088,0.624695,1.100847,0.822583,0.558324,-9.759494
1785347226.283974,0.007967,-0.000521,0.004416,0.029301,0.002133,0.030828,0.822473,0.556379,-9.759615
1785347226.292749,0.004018,-0.001606,-0.001426,-0.008640,0.001179,0.012827,0.822749,0.556985,-9.759557
1785347226.300301,0.004671,0.000874,0.002776,0.007728,-0.001307,0.025951,0.822632,0.556266,-9.759608
1785347226.310136,0.001097,-0.004705,-0.002156,-0.011000,0.000455,0.008715,0.822896,0.557216,-9.759531
1785347226.319834,0.004585,-0.001158,0.000642,-0.007558,-0.000223,0.020498,0.823082,0.557740,-9.759486
1785347226.325563,0.005232,-0.001850,-0.000866,0.014661,0.015507,0.028275,0.823857,0.556637,-9.759483
1785347226.333151,0.002122,0.004917,-0.002916,0.104227,0.037083,0.021860,0.825267,0.548439,-9.759828
1785347226.346792,0.001455,-0.001912,-0.001531,-0.020528,-0.002321,0.005592,0.825475,0.551103,-9.759661
1785347226.348633,0.012920,-0.007232,0.003743,0.005122,0.005934,0.074946,0.825619,0.550869,-9.759662
1785347226.358384,0.001517,0.000261,0.001605,-0.012244,-0.012359,0.023931,0.824758,0.552006,-9.759670
1785347226.366695,0.009424,-0.005354,0.005771,-0.083170,-0.047369,0.022811,0.822233,0.559122,-9.759478
1785347226.376304,0.002705,0.010015,-0.014255,0.121169,-0.012467,-0.024484,0.818990,0.548402,-9.760359
1785347226.384571,0.001668,-0.012710,0.017239,-0.146360,-0.003664,0.061314,0.820975,0.559572,-9.759558
