timestamp,gx,gy,gz,ax,ay,az,madgwick_qw,madgwick_qx,madgwick_qy,madgwick_qz,kalman_qw,kalman_qx,kalman_qy,kalman_qz,madgwick_roll_deg,madgwick_pitch_deg,madgwick_yaw_deg,kalman_roll_deg,kalman_pitch_deg,kalman_yaw_deg,robot_accel_x,robot_accel_y,robot_accel_z,kalman_converged,kalman_P_change,convergence_counter
1786467457.058076,0.000800,0.000566,-0.000717,-0.113525,0.016602,-0.993408,1.000000,0.000052,0.000329,-0.000004,0.999955,0.008855,0.003522,-0.000004,0.005930,0.037742,-0.000409,1.014704,0.403550,0.003138,-0.113581,0.016680,8.816592,0,0.087903733,0
1786467457.078182,0.001066,0.000433,-0.000450,-0.114014,0.017090,-0.993408,1.000000,0.000106,0.000658,-0.000006,0.999746,0.021714,0.006000,-0.000009,0.012147,0.075387,-0.000661,2.488550,0.687410,0.013936,-0.183195,0.191020,8.814806,0,0.031067425,0
1786467457.098250,0.000267,0.001365,-0.000583,-0.113770,0.016846,-0.992920,0.999999,0.000156,0.000991,-0.000009,0.999206,0.039069,0.007770,-0.000015,0.017844,0.113576,-0.000986,4.478488,0.889723,0.033100,-0.231736,0.442814,8.807118,0,0.016768189,0
1786467457.118002,0.000400,0.000566,-0.000450,-0.113281,0.016846,-0.992676,0.999999,0.000206,0.001320,-0.000011,0.998043,0.061908,0.008777,-0.000020,0.023640,0.151303,-0.001231,7.099463,1.004042,0.060043,-0.265727,0.782841,8.786185,0,0.011032794,0
1786467457.137940,0.000267,0.000167,-0.000450,-0.113770,0.017090,-0.992188,0.999999,0.000257,0.001648,-0.000013,0.995765,0.091514,0.008758,-0.000025,0.029414,0.188794,-0.001472,10.502647,0.999610,0.089056,-0.285713,1.229393,8.741099,0,0.008196079,0
1786467457.157676,0.000267,0.000833,-0.000317,-0.113281,0.016846,-0.992920,0.999998,0.000307,0.001978,-0.000015,0.991592,0.129207,0.007076,-0.000027,0.035136,0.226674,-0.001633,14.848623,0.804510,0.101668,-0.284592,1.804799,8.651248,0,0.006583487,0
1786467457.178149,0.000267,0.000699,-0.000450,-0.112793,0.017090,-0.993164,0.999997,0.000357,0.002308,-0.000017,0.984261,0.176702,0.002678,-0.000032,0.040957,0.264462,-0.001866,20.355597,0.302647,0.050664,-0.250693,2.530863,8.488293,0,0.005634181,0
1786467457.197911,0.000533,0.000699,-0.000184,-0.113770,0.017334,-0.993408,0.999996,0.000410,0.002638,-0.000018,0.971947,0.235121,-0.006052,-0.000032,0.046962,0.302246,-0.001943,27.198945,-0.673246,-0.166679,-0.165727,3.429748,8.203810,0,0.004981907,0
1786467457.217474,0.000533,0.000833,-0.000583,-0.114258,0.017090,-0.992920,0.999995,0.000461,0.002968,-0.000021,0.952276,0.304482,-0.021454,-0.000036,0.052869,0.340120,-0.002245,35.477822,-2.340572,-0.753118,0.000817,4.500842,7.731690,0,0.004532890,0
1786467457.237474,0.000800,0.000433,-0.000583,-0.113525,0.016846,-0.993164,0.999994,0.000514,0.003297,-0.000024,0.922613,0.382915,-0.046497,-0.000039,0.058888,0.377772,-0.002544,45.168355,-4.920140,-2.052347,0.286973,5.705832,6.988762,0,0.004241776,0
