timestamp,gx,gy,gz,ax,ay,az,madgwick_qw,madgwick_qx,madgwick_qy,madgwick_qz,kalman_qw,kalman_qx,kalman_qy,kalman_qz,madgwick_roll_deg,madgwick_pitch_deg,madgwick_yaw_deg,kalman_roll_deg,kalman_pitch_deg,kalman_yaw_deg,robot_accel_x,robot_accel_y,robot_accel_z,kalman_converged,kalman_P_change,convergence_counter
1785960014.257314,0.000614,0.000558,-0.001450,-0.119629,0.026123,-0.991943,1.000000,0.000073,0.000325,-0.000007,0.999894,0.013979,0.004030,-0.000008,0.008419,0.037264,-0.000828,1.601951,0.461768,0.005572,-0.119682,0.026183,8.818057,0,0.087903733,0
1785960014.259837,0.000614,0.001090,-0.001317,-0.119629,0.024902,-0.991699,1.000000,0.000144,0.000654,-0.000014,0.999429,0.033129,0.006692,-0.000010,0.016480,0.074910,-0.001575,3.797251,0.766446,0.024287,-0.198717,0.299153,8.814148,0,0.029350972,0
1785960014.261867,0.000348,0.000957,-0.001317,-0.119385,0.025635,-0.991699,0.999999,0.000215,0.000981,-0.000020,0.998270,0.058205,0.008276,-0.000011,0.024619,0.112431,-0.002316,6.674233,0.946861,0.053898,-0.250629,0.675260,8.795888,0,0.014757053,0
1785960014.263718,-0.000052,0.001090,-0.001183,-0.119629,0.025146,-0.991455,0.999999,0.000283,0.001310,-0.000026,0.995983,0.089130,0.008619,-0.000013,0.032372,0.150061,-0.002976,10.228249,0.983839,0.086578,-0.281761,1.165148,8.750732,0,0.008925829,0
1785960014.265581,0.000481,0.000824,-0.001450,-0.119629,0.025879,-0.991943,0.999999,0.000355,0.001636,-0.000034,0.991987,0.126126,0.007316,-0.000014,0.040640,0.187494,-0.003783,14.492740,0.831897,0.104119,-0.288089,1.767592,8.660733,0,0.006017111,0
1785960014.269441,0.000880,0.001224,-0.001050,-0.119629,0.025879,-0.991455,0.999998,0.000429,0.001965,-0.000039,0.985557,0.169300,0.003761,-0.000016,0.049138,0.225155,-0.004355,19.494674,0.425062,0.071122,-0.262112,2.480676,8.505375,0,0.004451727,0
1785960014.283680,0.000481,0.000824,-0.001050,-0.119629,0.025635,-0.991211,0.999997,0.000500,0.002292,-0.000044,0.975234,0.221152,-0.003211,-0.000023,0.057339,0.262603,-0.004922,25.553753,-0.358259,-0.083931,-0.192563,3.299392,8.256129,0,0.003921810,0
1785960014.303862,0.000880,0.000824,-0.001050,-0.120361,0.025391,-0.991699,0.999996,0.000573,0.002619,-0.000049,0.958739,0.283857,-0.015619,-0.000031,0.065655,0.300074,-0.005485,32.992894,-1.715172,-0.511720,-0.059258,4.257085,7.858450,0,0.003811782,0
1785960014.324834,0.000348,0.000558,-0.000651,-0.118896,0.026367,-0.991699,0.999995,0.000646,0.002944,-0.000053,0.933398,0.357010,-0.036222,-0.000036,0.074035,0.337312,-0.005812,41.912529,-3.875796,-1.489245,0.174557,5.365926,7.232600,0,0.003765928,0
1785960014.343850,0.000614,0.000691,-0.000917,-0.119629,0.025879,-0.991455,0.999994,0.000719,0.003270,-0.000057,0.897248,0.436297,-0.067753,-0.000040,0.082385,0.374668,-0.006287,52.072365,-6.981429,-3.418846,0.543257,6.564022,6.292045,0,0.003646237,0
1785960014.363848,0.000481,0.000691,-0.000917,-0.119629,0.025635,-0.991211,0.999993,0.000791,0.003596,-0.000062,0.849393,0.515595,-0.112662,-0.000042,0.090590,0.412037,-0.006758,63.174364,-11.031294,-6.801871,1.072530,7.706349,4.993895,0,0.003600437,0
1785960014.383978,0.000614,0.000558,-0.001317,-0.119629,0.026367,-0.991943,0.999992,0.000865,0.003921,-0.000068,0.791677,0.586368,-0.171525,-0.000046,0.099075,0.449286,-0.007450,74.728087,-15.755355,-12.068539,1.757191,8.619003,3.353199,0,0.003571994,0
1785960014.403835,0.000614,0.001090,-0.000917,-0.118652,0.026123,-0.991211,0.999991,0.000939,0.004248,-0.000073,0.728859,0.640378,-0.242242,-0.000041,0.107554,0.486841,-0.007908,86.171485,-20.675098,-19.370416,2.544842,9.134230,1.495612,0,0.003538971,0
1785960014.423635,0.000747,0.000691,-0.001050,-0.118652,0.025391,-0.991455,0.999989,0.001012,0.004575,-0.000078,0.666427,0.673120,-0.320601,-0.000037,0.115907,0.524211,-0.008439,97.099987,-25.294063,-28.517608,3.344749,9.183201,-0.378709,0,0.003511791,0
1785960014.443726,0.000481,0.000691,-0.001050,-0.119873,0.026123,-0.991211,0.999987,0.001085,0.004900,-0.000084,0.608432,0.684428,-0.401706,-0.000033,0.124237,0.561553,-0.008964,107.312896,-29.260243,-39.075566,4.071419,8.827673,-2.087517,0,0.003503889,0
1785960014.463678,0.000481,0.000691,-0.001050,-0.119629,0.026123,-0.991455,0.999986,0.001157,0.005226,-0.000089,0.557325,0.676735,-0.481060,-0.000028,0.132581,0.598891,-0.009483,116.662403,-32.423712,-50.478477,4.675140,8.196783,-3.538338,0,0.003491985,0
1785960014.483628,0.000880,0.001090,-0.001183,-0.119629,0.025635,-0.991211,0.999984,0.001231,0.005554,-0.000095,0.513580,0.654034,-0.555405,-0.000019,0.141022,0.636487,-0.010074,125.117561,-34.782676,-62.200201,5.140167,7.425856,-4.707038,0,0.003482974,0
1785960014.503638,0.000614,0.001224,-0.001183,-0.120117,0.025635,-0.990967,0.999982,0.001303,0.005883,-0.000101,0.476562,0.620537,-0.622754,-0.000011,0.149284,0.674165,-0.010659,132.699503,-36.409168,-73.813066,5.476106,6.616258,-5.625844,0,0.003478738,0
1785960014.523674,0.000348,0.001090,-0.001317,-0.119629,0.025879,-0.991455,0.999980,0.001375,0.006211,-0.000107,0.445343,0.579938,-0.682159,-0.000007,0.157486,0.711746,-0.011315,139.431294,-37.414831,-84.993230,5.703039,5.828248,-6.345440,0,0.003476656,0
