timestamp,gx,gy,gz,ax,ay,az,madgwick_qw,madgwick_qx,madgwick_qy,madgwick_qz,kalman_qw,kalman_qx,kalman_qy,kalman_qz,madgwick_roll_deg,madgwick_pitch_deg,madgwick_yaw_deg,kalman_roll_deg,kalman_pitch_deg,kalman_yaw_deg,robot_accel_x,robot_accel_y,robot_accel_z,kalman_converged,kalman_P_change,convergence_counter
1786463601.572804,0.000267,-0.000366,-0.000051,0.015381,0.001709,-0.998779,1.000000,0.000038,-0.000330,-0.000000,1.000000,0.000856,0.000058,-0.000000,0.004329,-0.037794,-0.000030,0.098062,0.006650,-0.000023,0.015417,0.001735,8.811221,0,0.087903733,0
1786463601.576967,0.000267,-0.000233,-0.000051,0.014893,0.000732,-0.999756,1.000000,0.000056,-0.000661,-0.000001,0.999999,0.001670,0.000094,-0.000000,0.006444,-0.075691,-0.000062,0.191397,0.010770,-0.000023,0.013763,0.017533,8.810230,0,0.029509689,0
1786463601.579048,0.000533,0.000566,0.000216,0.015381,0.001709,-0.999268,1.000000,0.000095,-0.000986,0.000001,0.999996,0.002937,0.000123,-0.000000,0.010849,-0.112959,0.000055,0.336514,0.014095,0.000026,0.013525,0.034490,8.810677,0,0.014816321,0
1786463601.580931,0.000267,0.000167,-0.000184,0.015137,0.001709,-0.998779,0.999999,0.000132,-0.001313,-0.000000,0.999990,0.004463,0.000143,-0.000000,0.015172,-0.150448,-0.000060,0.511423,0.016366,0.000038,0.012720,0.059330,8.811051,0,0.008955142,0
1786463601.582860,-0.000532,0.000300,0.000216,0.015381,0.001221,-0.999023,0.999999,0.000157,-0.001640,0.000001,0.999981,0.006172,0.000156,-0.000000,0.017976,-0.187963,0.000055,0.707290,0.017900,0.000100,0.012573,0.088774,8.810585,0,0.006036582,0
1786463601.584683,-0.000532,-0.000233,0.000082,0.014893,0.001221,-0.999268,0.999998,0.000182,-0.001970,0.000001,0.999967,0.008144,0.000161,-0.000000,0.020853,-0.225777,0.000090,0.933232,0.018433,0.000148,0.011832,0.122308,8.809985,0,0.004367194,0
1786463601.601577,0.000001,-0.000100,-0.000450,0.014404,0.001465,-0.999512,0.999997,0.000215,-0.002299,-0.000001,0.999944,0.010618,0.000156,-0.000004,0.024605,-0.263463,-0.000184,1.216790,0.017861,-0.000248,0.011264,0.161243,8.809187,0,0.003982928,0
1786463601.621756,-0.000532,0.000167,-0.000317,0.014404,0.001221,-0.999023,0.999997,0.000241,-0.002627,-0.000003,0.999906,0.013694,0.000141,-0.000007,0.027573,-0.301040,-0.000381,1.569309,0.016117,-0.000580,0.011312,0.209435,8.808766,0,0.003856272,0
1786463601.641582,-0.000266,0.000167,-0.000051,0.015381,0.001221,-0.999268,0.999996,0.000266,-0.002955,-0.000003,0.999846,0.017564,0.000107,-0.000007,0.030529,-0.338632,-0.000427,2.012769,0.012279,-0.000638,0.012589,0.269827,8.807054,0,0.003748067,0
1786463601.661488,0.000533,-0.000499,-0.000051,0.015381,0.001221,-0.999512,0.999995,0.000296,-0.003286,-0.000003,0.999748,0.022443,0.000035,-0.000008,0.033939,-0.376605,-0.000476,2.571955,0.003979,-0.000831,0.013376,0.345874,8.804432,0,0.003671915,0
1786463601.681468,-0.000665,-0.000233,-0.000450,0.014893,0.001465,-0.998779,0.999993,0.000324,-0.003616,-0.000005,0.999591,0.028604,-0.000088,-0.000013,0.037167,-0.414380,-0.000759,3.278246,-0.010012,-0.001725,0.014253,0.441549,8.801344,0,0.003618748,0
