timestamp,gx,gy,gz,ax,ay,az,madgwick_qw,madgwick_qx,madgwick_qy,madgwick_qz,kalman_qw,kalman_qx,kalman_qy,kalman_qz,madgwick_roll_deg,madgwick_pitch_deg,madgwick_yaw_deg,kalman_roll_deg,kalman_pitch_deg,kalman_yaw_deg,robot_accel_x,robot_accel_y,robot_accel_z,kalman_converged,kalman_P_change,convergence_counter
1786468668.472701,0.000800,0.000566,-0.000450,-0.110352,0.018311,-0.993408,1.000000,0.000058,0.000328,-0.000002,0.999947,0.009752,0.003344,-0.000002,0.006648,0.037630,-0.000256,1.117547,0.383153,0.003464,-0.110407,0.018389,8.816592,0,0.087903733,0
1786468668.490736,0.000134,0.001632,-0.000450,-0.110107,0.016846,-0.993164,1.000000,0.000109,0.000663,-0.000005,0.999717,0.023121,0.005643,-0.000007,0.012448,0.075944,-0.000508,2.649847,0.646509,0.014200,-0.175999,0.208195,8.814748,0,0.030863668,0
1786468668.510054,0.000933,0.000433,-0.000717,-0.110352,0.018066,-0.992920,0.999999,0.000167,0.000991,-0.000008,0.999111,0.041534,0.007245,-0.000014,0.019092,0.113511,-0.000908,4.761204,0.829555,0.032896,-0.221131,0.471749,8.805958,0,0.016636809,0
1786468668.529919,0.000533,0.000966,-0.000717,-0.110107,0.018555,-0.993408,0.999999,0.000224,0.001321,-0.000012,0.997798,0.065834,0.008068,-0.000021,0.025680,0.151353,-0.001304,7.550165,0.922667,0.058448,-0.252335,0.832831,8.781704,0,0.010979876,0
1786468668.549862,0.000134,0.000300,-0.000583,-0.109863,0.017578,-0.992920,0.999999,0.000277,0.001648,-0.000015,0.995253,0.097009,0.007740,-0.000027,0.031738,0.188864,-0.001620,11.134952,0.883051,0.082923,-0.267906,1.306412,8.730764,0,0.008167865,0
1786468668.570002,0.000533,0.000833,-0.000583,-0.109619,0.018066,-0.992920,0.999998,0.000333,0.001978,-0.000018,0.990583,0.136798,0.005593,-0.000033,0.038195,0.226653,-0.001932,15.725970,0.635368,0.083921,-0.260990,1.912455,8.631241,0,0.006589345,0
1786468668.589972,0.001066,0.001099,-0.000717,-0.110107,0.017578,-0.994141,0.999997,0.000391,0.002309,-0.000021,0.982449,0.186533,0.000466,-0.000039,0.044777,0.264623,-0.002316,21.501096,0.053330,0.005555,-0.219136,2.676484,8.448022,0,0.005611514,0
1786468668.610115,0.000400,0.001099,-0.000583,-0.109863,0.017578,-0.994141,0.999996,0.000445,0.002641,-0.000024,0.968879,0.247355,-0.009439,-0.000043,0.050992,0.302590,-0.002620,28.645943,-1.046790,-0.272370,-0.119238,3.613201,8.133154,0,0.004985889,0
1786468668.630084,0.000533,0.001232,-0.000583,-0.109863,0.018066,-0.993652,0.999995,0.000501,0.002972,-0.000027,0.947344,0.319109,-0.026603,-0.000045,0.057439,0.340609,-0.002919,37.256456,-2.887569,-0.979013,0.069089,4.720247,7.614110,0,0.004555018,0
1786468668.650371,0.000533,0.000433,-0.000317,-0.110840,0.017578,-0.994873,0.999994,0.000556,0.003300,-0.000029,0.915241,0.399261,-0.054078,-0.000046,0.063685,0.378202,-0.003063,47.260732,-5.678871,-2.491975,0.383245,5.948939,6.803264,0,0.004270764,0
1786468668.670669,0.001199,0.000699,-0.000583,-0.110107,0.017578,-0.993408,0.999993,0.000614,0.003630,-0.000032,0.871057,0.481975,-0.094655,-0.000045,0.070349,0.415942,-0.003355,58.354644,-9.488900,-5.312544,0.860441,7.187341,5.631442,0,0.004069485,0
1786468668.689858,0.000134,0.000833,-0.000450,-0.109375,0.018066,-0.993408,0.999992,0.000669,0.003959,-0.000034,0.816150,0.558216,-0.149312,-0.000042,0.076596,0.453726,-0.003566,69.969156,-14.103539,-9.901097,1.507716,8.255196,4.083088,0,0.003874781,0
1786468668.709837,0.000533,0.000833,-0.000450,-0.109863,0.018066,-0.993164,0.999991,0.000725,0.004289,-0.000036,0.754289,0.619680,-0.216898,-0.000036,0.083046,0.491515,-0.003772,81.608523,-19.096629,-16.530574,2.280453,8.956884,2.265674,0,0.003768361,0
1786468668.729916,0.000933,0.000566,-0.000583,-0.109131,0.017578,-0.993652,0.999989,0.000782,0.004618,-0.000039,0.691125,0.660373,-0.293691,-0.000031,0.089612,0.529169,-0.004052,92.803059,-23.948374,-25.117521,3.100209,9.188533,0.359058,0,0.003694501,0
1786468668.749805,0.000800,0.001232,-0.000717,-0.109863,0.018311,-0.993896,0.999987,0.000840,0.004949,-0.000043,0.631532,0.678875,-0.374561,-0.000022,0.096291,0.567174,-0.004402,103.276913,-28.233450,-35.258576,3.872030,8.973106,-1.432380,0,0.003631585,0
1786468668.770056,0.000134,0.000566,-0.000317,-0.110107,0.017822,-0.993652,0.999986,0.000894,0.005278,-0.000044,0.578406,0.677111,-0.454936,-0.000017,0.102432,0.604822,-0.004521,112.900791,-31.752632,-46.431359,4.530631,8.429714,-2.978525,0,0.003600449,0
1786468668.790228,0.000533,0.000699,-0.000450,-0.110596,0.017578,-0.993652,0.999984,0.000949,0.005607,-0.000046,0.532708,0.658930,-0.531068,-0.000010,0.108703,0.642563,-0.004713,121.632120,-34.457555,-58.082699,5.051922,7.701814,-4.239730,0,0.003573814,0
1786468668.809779,0.000001,0.001099,-0.000850,-0.110352,0.018066,-0.993408,0.999982,0.001002,0.005938,-0.000051,0.494255,0.628724,-0.600349,-0.000006,0.114826,0.680506,-0.005128,129.450252,-36.401675,-69.705908,5.440080,6.905223,-5.235564,0,0.003527174,0
1786468668.829819,0.000267,0.000966,-0.000450,-0.110107,0.017334,-0.993652,0.999980,0.001055,0.006269,-0.000053,0.461983,0.590308,-0.661897,-0.000001,0.120897,0.718407,-0.005313,136.419439,-37.703116,-80.998896,5.711605,6.114341,-6.010651,0,0.003513271,0
1786468668.849786,0.000134,0.000966,-0.000717,-0.109863,0.018066,-0.993164,0.999978,0.001110,0.006600,-0.000057,0.434773,0.547099,-0.715301,0.000002,0.127120,0.756270,-0.005643,142.587634,-38.461588,-91.705904,5.889671,5.368765,-6.615594,0,0.003499679,0
1786468668.869913,0.000400,0.001232,-0.000583,-0.110352,0.017334,-0.993408,0.999975,0.001163,0.006932,-0.000060,0.411554,0.501541,-0.760973,0.000008,0.133255,0.794324,-0.005895,148.023874,-38.782831,-101.706248,5.991466,4.684218,-7.094566,0,0.003496321,0
