timestamp,gx,gy,gz,ax,ay,az,madgwick_qw,madgwick_qx,madgwick_qy,madgwick_qz,kalman_qw,kalman_qx,kalman_qy,kalman_qz,madgwick_roll_deg,madgwick_pitch_deg,madgwick_yaw_deg,kalman_roll_deg,kalman_pitch_deg,kalman_yaw_deg,robot_accel_x,robot_accel_y,robot_accel_z,kalman_converged,kalman_P_change,convergence_counter
1786464119.002505,-0.008788,-0.009021,-0.094193,-0.095459,0.006836,-0.994629,1.000000,-0.000020,0.000284,-0.000471,0.999991,0.003503,0.002255,-0.000494,-0.002288,0.032544,-0.053970,0.401235,0.258615,-0.055710,-0.092156,0.005953,8.815148,0,0.087903733,0
1786464119.005082,-0.007989,-0.009421,-0.092862,-0.095459,0.006348,-0.993408,0.999999,-0.000038,0.000566,-0.000935,0.999959,0.008232,0.003828,-0.000635,-0.004378,0.064874,-0.107174,0.943083,0.439210,-0.069103,-0.137164,0.074812,8.816054,0,0.029356216,0
1786464119.007156,-0.007323,-0.009287,-0.091264,-0.094971,0.006592,-0.992188,0.999999,-0.000051,0.000849,-0.001392,0.999883,0.014404,0.005004,-0.000748,-0.006035,0.097273,-0.159462,1.650283,0.574563,-0.077471,-0.167740,0.167870,8.816019,0,0.014762275,0
1786464119.009106,-0.006258,-0.008755,-0.090199,-0.095215,0.006836,-0.992920,0.999998,-0.000059,0.001134,-0.001842,0.999738,0.022081,0.005913,-0.000854,-0.007047,0.129971,-0.211137,2.530005,0.679620,-0.082877,-0.191253,0.289187,8.812371,0,0.008934478,0
1786464119.011021,-0.005592,-0.008222,-0.087935,-0.094971,0.006592,-0.992188,0.999996,-0.000065,0.001422,-0.002282,0.999490,0.031245,0.006589,-0.000955,-0.007819,0.162982,-0.261514,3.580451,0.758077,-0.085810,-0.209143,0.439463,8.807434,0,0.006024593,0
1786464119.013241,-0.006524,-0.007157,-0.086071,-0.095215,0.006836,-0.991943,0.999995,-0.000075,0.001716,-0.002712,0.999090,0.042053,0.007039,-0.001067,-0.009084,0.196598,-0.310822,4.819883,0.811090,-0.088260,-0.222954,0.619237,8.797911,0,0.004378683,0
1786464119.033212,-0.005725,-0.005160,-0.082742,-0.094971,0.006104,-0.992432,0.999993,-0.000083,0.002019,-0.003126,0.998421,0.055678,0.007239,-0.001923,-0.010220,0.231377,-0.358222,6.382398,0.840492,-0.173811,-0.232336,0.828937,8.781879,0,0.004131454,0
1786464119.053333,-0.006924,-0.003295,-0.079546,-0.094727,0.005615,-0.992676,0.999991,-0.000099,0.002332,-0.003523,0.997304,0.072982,0.007082,-0.002762,-0.012271,0.267236,-0.403790,8.368916,0.832459,-0.256437,-0.238014,1.094418,8.755487,0,0.003961319,0
1786464119.073261,-0.007723,-0.000499,-0.075418,-0.093994,0.004883,-0.992188,0.999989,-0.000121,0.002660,-0.003900,0.995462,0.094880,0.006330,-0.003558,-0.015095,0.304711,-0.446995,10.886930,0.760802,-0.337027,-0.237032,1.430831,8.712390,0,0.003829374,0
1786464119.093416,-0.009054,0.001765,-0.071557,-0.093994,0.004639,-0.991699,0.999986,-0.000151,0.002998,-0.004258,0.992434,0.122614,0.004597,-0.004323,-0.018823,0.343486,-0.487987,14.084087,0.583600,-0.427101,-0.225882,1.855361,8.641048,0,0.003742808,0
1786464119.113204,-0.010652,0.004428,-0.067029,-0.092773,0.004150,-0.991943,0.999984,-0.000191,0.003350,-0.004593,0.987526,0.157373,0.001242,-0.005021,-0.023683,0.383794,-0.526386,18.108094,0.231114,-0.545814,-0.195474,2.389119,8.522972,0,0.003662896,0
1786464119.133368,-0.013448,0.007490,-0.062768,-0.092529,0.003662,-0.990967,0.999981,-0.000247,0.003718,-0.004906,0.979657,0.200546,-0.004689,-0.005663,-0.030379,0.425863,-0.562346,23.140949,-0.396216,-0.743568,-0.136287,3.050135,8.333678,0,0.003620051,0
