timestamp,gx,gy,gz,ax,ay,az,madgwick_qw,madgwick_qx,madgwick_qy,madgwick_qz,kalman_qw,kalman_qx,kalman_qy,kalman_qz,madgwick_roll_deg,madgwick_pitch_deg,madgwick_yaw_deg,kalman_roll_deg,kalman_pitch_deg,kalman_yaw_deg,robot_accel_x,robot_accel_y,robot_accel_z,kalman_converged,kalman_P_change,convergence_counter
1786467586.380141,0.000134,0.000300,-0.000583,-0.114014,0.017090,-0.992676,1.000000,0.000050,0.000328,-0.000003,0.999952,0.009117,0.003560,-0.000003,0.005682,0.037569,-0.000332,1.044720,0.407971,0.003365,-0.114043,0.017103,8.817324,0,0.087903733,0
1786467586.400221,0.000800,0.000966,-0.000450,-0.113525,0.016602,-0.993408,1.000000,0.000101,0.000659,-0.000005,0.999740,0.021992,0.006019,-0.000008,0.011613,0.075540,-0.000585,2.520409,0.689539,0.014266,-0.183568,0.195617,8.814708,0,0.031064813,0
1786467586.420333,0.000533,0.000566,-0.000717,-0.113525,0.017090,-0.992920,0.999999,0.000153,0.000988,-0.000009,0.999186,0.039579,0.007767,-0.000015,0.017548,0.113258,-0.000986,4.537026,0.889397,0.033455,-0.231701,0.448559,8.806874,0,0.016770796,0
1786467586.439835,0.000400,0.000566,-0.000450,-0.113525,0.016602,-0.993408,0.999999,0.000203,0.001318,-0.000011,0.998001,0.062593,0.008759,-0.000020,0.023254,0.150999,-0.001231,7.178103,1.001879,0.060516,-0.265914,0.792586,8.784666,0,0.011016832,0
1786467586.459799,0.000533,0.000833,-0.000583,-0.113525,0.016602,-0.992676,0.999999,0.000253,0.001648,-0.000014,0.995687,0.092371,0.008702,-0.000026,0.029037,0.188892,-0.001549,10.601279,0.993208,0.089135,-0.285231,1.242315,8.738935,0,0.008189053,0
1786467586.479611,0.000400,0.000833,-0.000450,-0.113281,0.017578,-0.992676,0.999998,0.000306,0.001979,-0.000016,0.991423,0.130507,0.006965,-0.000030,0.035062,0.226737,-0.001785,14.998875,0.791810,0.100712,-0.283501,1.822160,8.648414,0,0.006583625,0
1786467586.499645,0.000666,0.000034,-0.000317,-0.113525,0.017578,-0.993164,0.999997,0.000360,0.002305,-0.000018,0.983950,0.178427,0.002469,-0.000034,0.041229,0.264126,-0.001942,20.556500,0.279066,0.046632,-0.249115,2.556290,8.481679,0,0.005611262,0
1786467586.519961,0.000400,0.000433,-0.000583,-0.113770,0.017334,-0.992920,0.999996,0.000412,0.002633,-0.000021,0.971397,0.237372,-0.006463,-0.000039,0.047158,0.301757,-0.002248,27.464636,-0.718416,-0.180212,-0.161672,3.461961,8.192305,0,0.004994292,0
1786467586.539604,0.000533,0.000566,-0.000583,-0.113281,0.016602,-0.993408,0.999996,0.000462,0.002963,-0.000024,0.951398,0.307161,-0.022208,-0.000043,0.052960,0.339495,-0.002551,35.802234,-2.420380,-0.787145,0.009572,4.540721,7.710232,0,0.004545180,0
1786467586.559746,0.000400,0.000167,-0.000450,-0.113037,0.016846,-0.992920,0.999994,0.000513,0.003290,-0.000026,0.921258,0.386014,-0.047723,-0.000046,0.058775,0.376990,-0.002774,45.561637,-5.042555,-2.124571,0.301171,5.750539,6.956250,0,0.004257041,0
1786467586.579973,0.000400,0.000433,-0.000717,-0.113281,0.017090,-0.993408,0.999993,0.000564,0.003618,-0.000029,0.879146,0.468744,-0.085917,-0.000049,0.064652,0.414628,-0.003145,56.486950,-8.686083,-4.678649,0.748814,6.994428,5.848349,0,0.004056473,0
1786467586.599594,0.000400,0.001232,-0.000717,-0.112793,0.017090,-0.993164,0.999992,0.000616,0.003951,-0.000033,0.825764,0.546800,-0.138287,-0.000046,0.070553,0.452721,-0.003512,68.059546,-13.199032,-8.940663,1.368478,8.102529,4.361051,0,0.003884703,0
1786467586.619612,0.000134,0.001099,-0.000184,-0.113281,0.017334,-0.992676,0.999991,0.000666,0.004282,-0.000034,0.764508,0.611455,-0.204084,-0.000037,0.076356,0.490729,-0.003569,79.757040,-18.179930,-15.233250,2.126569,8.876456,2.575955,0,0.003777361,0
1786467586.639584,0.000533,0.000433,-0.000450,-0.113281,0.016846,-0.993408,0.999989,0.000718,0.004611,-0.000036,0.700955,0.655989,-0.279895,-0.000033,0.082239,0.528377,-0.003777,91.079232,-23.100457,-23.532952,2.947363,9.188648,0.663881,0,0.003696437,0
1786467586.659644,0.000666,0.000566,-0.000583,-0.113037,0.017822,-0.993408,0.999988,0.000772,0.004940,-0.000039,0.640236,0.678200,-0.360753,-0.000027,0.088502,0.566055,-0.004054,101.722260,-27.509588,-33.486721,3.735759,9.039682,-1.163441,0,0.003640435,0
1786467586.679582,0.000134,0.000566,-0.000583,-0.113037,0.016846,-0.993408,0.999986,0.000822,0.005269,-0.000042,0.585799,0.679485,-0.441747,-0.000023,0.094171,0.603777,-0.004331,111.505360,-31.165971,-44.556218,4.418094,8.536247,-2.761105,0,0.003593554,0
1786467586.699674,0.000666,0.000966,-0.000583,-0.113525,0.017334,-0.992676,0.999984,0.000875,0.005600,-0.000045,0.538716,0.663669,-0.518969,-0.000014,0.100267,0.641710,-0.004602,120.402413,-33.996021,-56.189162,4.963304,7.827120,-4.069875,0,0.003565194,0
1786467586.719608,0.000134,0.000833,-0.000583,-0.113770,0.017334,-0.994141,0.999982,0.000926,0.005930,-0.000048,0.498897,0.634998,-0.589812,-0.000009,0.106049,0.679567,-0.004870,128.400604,-36.050649,-67.894907,5.371335,7.032244,-5.110057,0,0.003537182,0
1786467586.739587,0.000800,0.000566,-0.000717,-0.113281,0.017090,-0.993652,0.999980,0.000979,0.006259,-0.000052,0.465470,0.597496,-0.652944,-0.000004,0.112161,0.717279,-0.005211,135.532485,-37.434030,-79.307340,5.659873,6.232794,-5.920296,0,0.003518154,0
1786467586.759597,0.000134,0.000566,-0.000184,-0.112793,0.017090,-0.992432,0.999978,0.001029,0.006588,-0.000053,0.437324,0.554602,-0.707929,-0.000000,0.117919,0.754987,-0.005242,141.848105,-38.256938,-90.169875,5.850235,5.473796,-6.551457,0,0.003505207,0
1786467586.779612,0.001199,0.000433,-0.000317,-0.113281,0.017090,-0.993408,0.999975,0.001085,0.006917,-0.000054,0.413330,0.509062,-0.754993,0.000008,0.124266,0.792622,-0.005347,147.412410,-38.618427,-100.324355,5.960986,4.775637,-7.051098,0,0.003495668,0
1786467586.799848,0.000533,0.000966,-0.000583,-0.113037,0.017090,-0.993652,0.999973,0.001137,0.007248,-0.000057,0.392620,0.462851,-0.794744,0.000012,0.130242,0.830560,-0.005599,152.281797,-38.614358,-109.687731,6.009765,4.145235,-7.451656,0,0.003497955,0
1786467586.819843,0.000400,0.001232,-0.000850,-0.113281,0.016357,-0.993652,0.999971,0.001186,0.007581,-0.000061,0.374432,0.417480,-0.827956,0.000014,0.135921,0.868683,-0.006004,156.518668,-38.318911,-118.222513,6.009006,3.581662,-7.779101,0,0.003489371,0
