timestamp,gx,gy,gz,ax,ay,az,madgwick_qw,madgwick_qx,madgwick_qy,madgwick_qz,kalman_qw,kalman_qx,kalman_qy,kalman_qz,madgwick_roll_deg,madgwick_pitch_deg,madgwick_yaw_deg,kalman_roll_deg,kalman_pitch_deg,kalman_yaw_deg,robot_accel_x,robot_accel_y,robot_accel_z,kalman_converged,kalman_P_change,convergence_counter
1786126037.089708,-0.012835,-0.033264,-0.005578,-0.082031,0.039307,-0.992920,1.000000,0.000079,0.000131,-0.000028,0.999790,0.020403,0.001982,-0.000029,0.009007,0.015034,-0.003195,2.338209,0.227132,0.001303,-0.078199,0.037834,8.817044,0,0.087903733,0
1786126037.092969,-0.005112,-0.032465,-0.010238,-0.083252,0.040527,-0.990967,1.000000,0.000198,0.000265,-0.000079,0.998787,0.049128,0.003176,-0.000048,0.022702,0.030398,-0.009057,5.632021,0.363807,0.012367,-0.120537,0.440506,8.810773,0,0.029422386,0
1786126037.095037,0.001679,-0.030335,-0.015431,-0.083008,0.040283,-0.989746,1.000000,0.000352,0.000410,-0.000156,0.996300,0.085890,0.003061,-0.000067,0.040316,0.046971,-0.017894,9.854556,0.350185,0.022481,-0.144136,1.003066,8.772715,0,0.014784911,0
1786126037.096945,0.007272,-0.027405,-0.021424,-0.083740,0.039795,-0.989014,1.000000,0.000532,0.000570,-0.000264,0.991444,0.130526,0.000929,-0.000091,0.060931,0.065324,-0.030163,14.999991,0.106852,0.003565,-0.142656,1.718954,8.676121,0,0.008942249,0
1786126037.098820,0.009669,-0.024343,-0.027682,-0.085205,0.040283,-0.988525,0.999999,0.000724,0.000745,-0.000402,0.983170,0.182648,-0.004152,-0.000120,0.082923,0.085435,-0.046016,21.048608,-0.465227,-0.100461,-0.102520,2.579581,8.487280,0,0.006026654,0
1786126037.109014,0.009402,-0.019682,-0.034606,-0.083984,0.038086,-0.987305,0.999999,0.000911,0.000946,-0.000575,0.969931,0.242991,-0.013738,-0.000311,0.104301,0.108443,-0.065832,28.134513,-1.518381,-0.417278,-0.002944,3.562326,8.167641,0,0.004762609,0
1786126037.129109,0.005807,-0.015155,-0.038601,-0.082031,0.036377,-0.988281,0.999998,0.001078,0.001170,-0.000769,0.949038,0.313706,-0.030251,-0.000714,0.123392,0.134155,-0.087930,36.616075,-3.265955,-1.167116,0.177817,4.661845,7.659054,0,0.004406909,0
1786126037.149133,0.004742,-0.010228,-0.040865,-0.082764,0.036865,-0.990967,0.999998,0.001240,0.001418,-0.000973,0.917925,0.392719,-0.056433,-0.001100,0.141949,0.162658,-0.111315,46.463286,-5.896894,-2.670452,0.473837,5.879764,6.869671,0,0.004153940,0
1786126037.169248,0.003810,-0.004103,-0.043927,-0.083496,0.039062,-0.990723,0.999997,0.001404,0.001695,-0.001193,0.874933,0.474835,-0.094985,-0.001444,0.160600,0.194376,-0.136437,57.426299,-9.487848,-5.394788,0.919647,7.114436,5.730296,0,0.003977283,0
1786126037.189039,0.005674,0.002022,-0.047656,-0.082764,0.039551,-0.986816,0.999996,0.001579,0.002000,-0.001431,0.821048,0.551532,-0.147275,-0.001707,0.180605,0.229467,-0.163675,68.978054,-13.884014,-9.801210,1.527539,8.195448,4.221767,0,0.003834885,0
