time_start,or_x,or_y,or_z,or_w,av_x,av_y,av_z,la_x,la_y,la_z
1711474716.2163057,0.054810220846533496,0.013305821987243097,0.7619719343520314,0.645149258739264,0.0,0.0011111111111111111,0.0022222222222222222,-0.03,0.02,-0.08
1711474716.2263968,0.054810220846533496,0.013305821987243097,0.7619719343520314,0.645149258739264,0.0,0.0011111111111111111,0.0022222222222222222,-0.05,0.0,-0.04
1711474716.2366977,0.054810220846533496,0.013305821987243097,0.7619719343520314,0.645149258739264,0.0,0.0,0.0011111111111111111,-0.02,-0.01,-0.07
1711474716.2462552,0.054810220846533496,0.013305821987243097,0.7619719343520314,0.645149258739264,-0.0011111111111111111,0.0,0.0,-0.02,0.0,-0.04
1711474716.2566142,0.054810220846533496,0.013305821987243097,0.7619719343520314,0.645149258739264,0.0,0.0,0.0,-0.03,0.0,-0.08
1711474716.2669902,0.054810220846533496,0.013305821987243097,0.7619719343520314,0.645149258739264,0.0,0.0022222222222222222,0.0,-0.01,0.0,-0.07
1711474716.2763555,0.054810220846533496,0.013305821987243097,0.7619719343520314,0.645149258739264,0.0,0.0,0.0011111111111111111,-0.02,-0.01,-0.01
1711474716.286666,0.054810220846533496,0.013305821987243097,0.7619719343520314,0.645149258739264,0.0,0.0,0.0,-0.02,0.03,-0.06
1711474716.295593,0.054810220846533496,0.013305821987243097,0.7619719343520314,0.645149258739264,0.0,-0.0011111111111111111,0.0,-0.02,0.03,-0.06
1711474716.3065274,0.054810220846533496,0.013305821987243097,0.7619719343520314,0.645149258739264,0.0,0.0,0.0011111111111111111,0.0,0.0,-0.04
1711474716.3166456,0.054810220846533496,0.013305821987243097,0.7619719343520314,0.645149258739264,0.0,-0.0011111111111111111,-0.0011111111111111111,0.0,0.0,-0.08
1711474716.3267906,0.054810220846533496,0.013305821987243097,0.7619719343520314,0.645149258739264,0.0,-0.0022222222222222222,-0.0011111111111111111,-0.03,0.0,-0.06
1711474716.3367,0.054810220846533496,0.013305821987243097,0.7619719343520314,0.645149258739264,-0.0022222222222222222,0.0,0.0,-0.03,0.0,-0.04
1711474716.3464613,0.054810220846533496,0.013305821987243097,0.7619719343520314,0.645149258739264,-0.0033333333333333335,0.0,-0.0011111111111111111,0.0,0.01,-0.05
1711474716.356888,0.054810220846533496,0.013305821987243097,0.7619719343520314,0.645149258739264,-0.0011111111111111111,0.0,0.0,-0.01,0.0,-0.06
1711474716.3669617,0.054810220846533496,0.013305821987243097,0.7619719343520314,0.645149258739264,0.0,-0.0011111111111111111,-0.0022222222222222222,-0.03,0.01,-0.08
1711474716.3769095,0.054810220846533496,0.013305821987243097,0.7619719343520314,0.645149258739264,-0.0011111111111111111,0.0,0.0,-0.02,-0.01,-0.04
1711474716.38705,0.054810220846533496,0.013305821987243097,0.7619719343520314,0.645149258739264,0.0,0.0,0.0,0.0,0.0,-0.05
1711474716.395829,0.054810220846533496,0.013305821987243097,0.7619719343520314,0.645149258739264,-0.0011111111111111111,0.0,0.0,0.0,0.0,-0.05
1711474716.4072063,0.054810220846533496,0.013305821987243097,0.7619719343520314,0.645149258739264,0.0,0.0,0.0,0.0,0.0,-0.05
1711474716.4172122,0.054810220846533496,0.013305821987243097,0.7619719343520314,0.645149258739264,0.0,0.0,0.0,-0.03,0.0,-0.08
1711474716.4271731,0.054810220846533496,0.013305821987243097,0.7619719343520314,0.645149258739264,0.0,0.0,0.0,-0.03,0.0,-0.05
1711474716.4372125,0.054810220846533496,0.013305821987243097,0.7619719343520314,0.645149258739264,0.0,0.0,0.0011111111111111111,-0.03,0.02,-0.03
1711474716.4464214,0.054810220846533496,0.013305821987243097,0.7619719343520314,0.645149258739264,0.0,-0.0011111111111111111,-0.0011111111111111111,-0.03,0.02,-0.03
1711474716.4572935,0.054810220846533496,0.013305821987243097,0.7619719343520314,0.645149258739264,0.0,0.0,0.0,-0.01,0.01,-0.04
1711474716.4671323,0.054810220846533496,0.013305821987243097,0.7619719343520314,0.645149258739264,0.0,-0.0033333333333333335,0.0,-0.02,0.0,-0.05
1711474716.4776726,0.054810220846533496,0.013305821987243097,0.7619719343520314,0.645149258739264,0.0011111111111111111,0.0,0.0,-0.03,0.01,-0.06
1711474716.487688,0.054810220846533496,0.013305821987243097,0.7619719343520314,0.645149258739264,0.0,0.0,-0.0022222222222222222,-0.02,0.0,-0.07
