time_start,or_x,or_y,or_z,or_w,av_x,av_y,av_z,la_x,la_y,la_z
1711476481.9890532,0.030396334157376293,-0.024658873493132574,0.0,0.9992337078120628,0.0,0.0,0.0,-0.01,0.0,-0.08
1711476481.9996965,0.030396334157376293,-0.024658873493132574,0.0,0.9992337078120628,0.0,0.0,0.0,0.0,-0.02,-0.08
1711476482.008725,0.030396334157376293,-0.024658873493132574,0.0,0.9992337078120628,0.0,0.0,0.0,-0.01,0.0,-0.08
1711476482.0178354,0.030396334157376293,-0.024658873493132574,0.0,0.9992337078120628,0.0,0.0,0.0,-0.01,-0.02,-0.1
1711476482.0281866,0.030396334157376293,-0.024658873493132574,0.0,0.9992337078120628,0.0,0.0,0.0,-0.01,0.0,-0.07
1711476482.038269,0.030396334157376293,-0.024658873493132574,0.0,0.9992337078120628,0.0,0.0,0.0,0.0,0.0,-0.08
1711476482.0481956,0.030396334157376293,-0.024658873493132574,0.0,0.9992337078120628,0.0,0.0,0.0,0.0,0.0,-0.08
1711476482.0579674,0.030396334157376293,-0.024658873493132574,0.0,0.9992337078120628,0.0,0.0,0.0,0.0,0.0,-0.06
1711476482.0680494,0.030396334157376293,-0.024658873493132574,0.0,0.9992337078120628,0.0,0.0,0.0,-0.01,0.0,-0.09
1711476482.0784783,0.030396334157376293,-0.024658873493132574,0.0,0.9992337078120628,0.0,0.0,0.0,-0.01,0.0,-0.08
1711476482.0881588,0.030396334157376293,-0.024658873493132574,0.0,0.9992337078120628,0.0,0.0,0.0,-0.01,0.0,-0.08
1711476482.0985298,0.030396334157376293,-0.024658873493132574,0.0,0.9992337078120628,0.0,0.0,0.0,0.0,0.0,-0.08
1711476482.1083949,0.030396334157376293,-0.024658873493132574,0.0,0.9992337078120628,0.0,0.0,0.0,-0.02,-0.01,-0.08
1711476482.1182737,0.030396334157376293,-0.024658873493132574,0.0,0.9992337078120628,0.0,0.0,0.0,0.0,0.0,-0.09
1711476482.1282084,0.030396334157376293,-0.024658873493132574,0.0,0.9992337078120628,0.0,0.0,0.0,0.01,0.0,-0.08
1711476482.137997,0.030396334157376293,-0.024658873493132574,0.0,0.9992337078120628,0.0,0.0,0.0,0.0,0.0,-0.05
1711476482.1481206,0.030396334157376293,-0.024658873493132574,0.0,0.9992337078120628,0.0,0.0,0.0,0.0,-0.01,-0.07
1711476482.1581707,0.030396334157376293,-0.024658873493132574,0.0,0.9992337078120628,0.0,0.0,0.0,0.0,-0.01,-0.07
1711476482.1682665,0.030396334157376293,-0.024658873493132574,0.0,0.9992337078120628,0.0,0.0,0.0,-0.01,0.0,-0.08
1711476482.1788306,0.030396334157376293,-0.024658873493132574,0.0,0.9992337078120628,0.0,0.0,0.0,-0.01,0.0,-0.07
1711476482.1882446,0.030396334157376293,-0.024658873493132574,0.0,0.9992337078120628,0.0,0.0,0.0,0.0,0.0,-0.08
1711476482.198265,0.030396334157376293,-0.024658873493132574,0.0,0.9992337078120628,0.0,0.0,0.0,0.0,0.0,-0.08
1711476482.2085044,0.030396334157376293,-0.024658873493132574,0.0,0.9992337078120628,0.0,0.0,0.0,-0.01,0.01,-0.06
1711476482.2184207,0.030396334157376293,-0.024658873493132574,0.0,0.9992337078120628,0.0,0.0,0.0,0.0,0.0,-0.08
1711476482.2286363,0.030396334157376293,-0.024658873493132574,0.0,0.9992337078120628,0.0,0.0,0.0,0.0,0.0,-0.06
1711476482.2384403,0.030396334157376293,-0.024658873493132574,0.0,0.9992337078120628,0.0,0.0,0.0,0.0,0.0,-0.05
1711476482.2484868,0.030396334157376293,-0.024658873493132574,0.0,0.9992337078120628,0.0,0.0,0.0,-0.01,0.0,-0.08
1711476482.2584226,0.030396334157376293,-0.024658873493132574,0.0,0.9992337078120628,0.0,0.0,0.0,-0.01,0.0,-0.06
1711476482.2684152,0.030396334157376293,-0.024658873493132574,0.0,0.9992337078120628,0.0,0.0,0.0,0.02,-0.01,-0.08
1711476482.2787743,0.030396334157376293,-0.024658873493132574,0.0,0.9992337078120628,0.0,0.0,0.0,0.0,0.0,-0.09
1711476482.2885668,0.030396334157376293,-0.024658873493132574,0.0,0.9992337078120628,0.0,0.0,0.0,0.0,0.0,-0.08
1711476482.298536,0.030396334157376293,-0.024658873493132574,0.0,0.9992337078120628,0.0,0.0,0.0,0.0,0.0,-0.06
1711476482.3085432,0.030396334157376293,-0.024658873493132574,0.0,0.9992337078120628,0.0,0.0,0.0,0.0,0.0,-0.06
1711476482.318625,0.030396334157376293,-0.024658873493132574,0.0,0.9992337078120628,0.0,0.0,0.0,0.01,0.0,-0.06
1711476482.329072,0.030396334157376293,-0.024658873493132574,0.0,0.9992337078120628,0.0,0.0,0.0,0.0,0.0,-0.08
1711476482.3388548,0.030396334157376293,-0.024658873493132574,0.0,0.9992337078120628,0.0,0.0,0.0,0.0,0.01,-0.08
1711476482.3491106,0.030396334157376293,-0.024658873493132574,0.0,0.9992337078120628,0.0,0.0,0.0,0.0,0.0,-0.08
1711476482.359555,0.030396334157376293,-0.024658873493132574,0.0,0.9992337078120628,0.0,0.0,0.0,0.0,-0.01,-0.07
1711476482.369182,0.030396334157376293,-0.024658873493132574,0.0,0.9992337078120628,0.0,0.0,0.0,0.0,0.0,-0.09
1711476482.3795998,0.030396334157376293,-0.024658873493132574,0.0,0.9992337078120628,0.0,0.0,0.0,0.0,0.0,-0.08
1711476482.38896,0.030396334157376293,-0.024658873493132574,0.0,0.9992337078120628,0.0,0.0,0.0,-0.01,0.0,-0.07
1711476482.3989382,0.030396334157376293,-0.024658873493132574,0.0,0.9992337078120628,0.0,0.0,0.0,-0.02,0.0,-0.06
1711476482.4089935,0.030396334157376293,-0.024658873493132574,0.0,0.9992337078120628,0.0,0.0,0.0,0.0,0.03,-0.07
1711476482.4199433,0.030396334157376293,-0.024658873493132574,0.0,0.9992337078120628,0.0,0.0,0.0,-0.01,0.0,-0.08
1711476482.4300888,0.030396334157376293,-0.024658873493132574,0.0,0.9992337078120628,0.0,0.0,0.0,0.01,-0.01,-0.07
1711476482.4386756,0.030396334157376293,-0.024658873493132574,0.0,0.9992337078120628,0.0,0.0,0.0,0.0,0.0,-0.07
1711476482.449363,0.030396334157376293,-0.024658873493132574,0.0,0.9992337078120628,0.0,0.0,0.0,-0.01,0.0,-0.1
1711476482.4591782,0.030396334157376293,-0.024658873493132574,0.0,0.9992337078120628,0.0,0.0,0.0,0.0,-0.01,-0.07
