time_start,time_end,flshoulder,flarm,flfoot,frshoulder,frarm,frfoot,blshoulder,blarm,blfoot,brshoulder,brarm,brfoot
1707240568.5988514,17653.533579863,23.495161056518555,-16.271974563598633,81.8521728515625,-25.879995346069336,-16.22503662109375,82.69137573242188,28.87484359741211,-9.849628448486328,101.41767883300781,-29.269996643066406,-8.288053512573242,111.05890655517578
1707240568.6106794,17653.543779186,23.495136260986328,-16.271997451782227,81.8521728515625,-25.879968643188477,-16.22505760192871,82.6913833618164,28.87480354309082,-9.84967041015625,101.41768646240234,-29.26994514465332,-8.288110733032227,111.05892181396484
1707240568.6230755,17653.556469574,23.4949951171875,-16.272136688232422,81.85221862792969,-25.87981605529785,-16.225204467773438,82.69143676757812,28.87455940246582,-9.849916458129883,101.41771697998047,-29.269638061523438,-8.288415908813477,111.05892181396484
1707240568.6346593,17653.567139214,23.49465560913086,-16.272489547729492,81.85232543945312,-25.879436492919922,-16.225561141967773,82.6915512084961,28.87396240234375,-9.850521087646484,101.41778564453125,-29.26888656616211,-8.289173126220703,111.05895233154297
1707240568.6469972,17653.579986424,23.493972778320312,-16.273170471191406,81.85250854492188,-25.878686904907227,-16.226280212402344,82.6917953491211,28.872783660888672,-9.851727485656738,101.41793060302734,-29.267383575439453,-8.290677070617676,111.05899810791016
1707240568.6586595,17653.591251773,23.492937088012695,-16.274211883544922,81.85281372070312,-25.877546310424805,-16.227357864379883,82.69215393066406,28.87098503112793,-9.853553771972656,101.41814422607422,-29.265106201171875,-8.292962074279785,111.05907440185547
1707240568.6706505,17653.603475363,23.49138069152832,-16.275781631469727,81.85325622558594,-25.87582778930664,-16.22898292541504,82.69269561767578,28.868282318115234,-9.856301307678223,101.41846466064453,-29.261676788330078,-8.29638957977295,111.0591812133789
1707240568.6826305,17653.615577732,23.489240646362305,-16.27794075012207,81.8538818359375,-25.87346839904785,-16.23121452331543,82.69343566894531,28.864574432373047,-9.860075950622559,101.41891479492188,-29.256975173950195,-8.301106452941895,111.05933380126953
1707240568.6947029,17653.627773549,23.486421585083008,-16.280776977539062,81.85469818115234,-25.870359420776367,-16.234155654907227,82.69441986083984,28.85968017578125,-9.865058898925781,101.41949462890625,-29.250770568847656,-8.307328224182129,111.05953979492188
1707240568.706648,17653.639961403,23.48284912109375,-16.284372329711914,81.855712890625,-25.866422653198242,-16.237882614135742,82.69566345214844,28.853492736816406,-9.871356964111328,101.42023468017578,-29.242921829223633,-8.315192222595215,111.05978393554688
1707240568.7186396,17653.651915561,23.478431701660156,-16.288820266723633,81.85698699951172,-25.861557006835938,-16.24248504638672,82.69719696044922,28.845827102661133,-9.879154205322266,101.42115020751953,-29.233217239379883,-8.324926376342773,111.06009674072266
1707240568.7306473,17653.663780014,23.473093032836914,-16.294191360473633,81.8585205078125,-25.85567283630371,-16.24805450439453,82.69904327392578,28.836578369140625,-9.888570785522461,101.42224884033203,-29.22148895263672,-8.336685180664062,111.06046295166016
1707240568.742616,17653.675627427,23.466772079467773,-16.300546646118164,81.8603286743164,-25.848705291748047,-16.254648208618164,82.70124053955078,28.825620651245117,-9.899726867675781,101.42354583740234,-29.207605361938477,-8.350614547729492,111.06089782714844
