timestamp_request,FRshoulder_request,FRarm_request,FRfoot_request,timestamp_measured,FRshoulder_measured,FRarm_measured,FRfoot_measured,FRshoulder_current,FRarm_current,FRfoot_current
0.010004118999859202,-38.0536818252754,15.96714169856731,94.5769562572735,0.0303525270001046,-38.245154643058775,16.04751167297363,94.59999699592589,-0.11468908190727234,0.10488128662109375,0.0790959894657135
0.020004908999908366,-37.862539445612,15.886942469681987,94.55396703858648,0.04036093299964705,-38.245154643058775,16.04751167297363,94.59999699592589,-0.6315876245498657,-0.3037674129009247,0.012395624071359634
0.030006148000211397,-37.67129611787828,15.806703194235183,94.53096663500686,0.04036093299964705,-38.245154643058775,16.042667007446287,94.59999699592589,0.32405227422714233,-0.17667193710803986,-0.16171105206012726
0.04000725799960492,-37.480058890243086,15.726457491758595,94.50796424192971,0.04036093299964705,-38.245154643058775,16.024232482910154,94.5834364414215,0.32349085807800293,-0.17392979562282562,0.012447446584701538
0.05000868899969646,-37.288800876351374,15.64621308110398,94.48496243995116,0.0503999329994258,-38.19874885082245,15.979858016967771,94.5848431110382,0.9464030265808105,0.010637611150741577,-0.23275774717330933
0.06000963899987255,-37.097563648716175,15.565969175951585,94.4619605620724,0.06034020999959466,-38.15093638896942,15.91766891479492,94.58046574592589,0.06356233358383179,0.21306782960891724,-0.29452264308929443
0.07001100599973142,-36.90631909713306,15.48572425177473,94.43895861289342,0.0703097349996824,-38.084841990470885,15.849700546264646,94.55484528541564,1.6245783567428589,0.22178508341312408,-0.3445476293563843
0.08001189300011902,-36.715082481413866,15.405483427741181,94.41595791261399,0.08027740499983338,-37.97593715190887,15.753136253356931,94.55484528541564,0.5414368510246277,1.0730475187301636,-0.6992833018302917
0.09001258699936443,-36.52383242251715,15.325235422452778,94.39295500663737,0.09028814799967222,-37.8479683637619,15.647979354858396,94.52312607765197,-0.0782327651977539,1.1367076635360718,0.030053753405809402
0.100013090000175,-36.332608657173154,15.245001530943934,94.369956440757,0.10026826499961317,-37.732812190055846,15.593605613708494,94.51484341621398,0.7591825723648071,0.27902305126190186,-0.4651552438735962
