position
-0.7671226737648249
-0.7705808570235968
-0.7657703933864832
-0.7787850526720286
-0.7744133220613003
-0.7815523212403059
-0.7946988157555461
-0.8080166307836771
-0.8118689013272524
-0.8212019232660532
-0.8418074929714203
-0.84447918176651
-0.8593734884262085
-0.8716645026206971
-0.8910289117693901
-0.9078157776594162
-0.9195585334300995
-0.9424856984615326
-0.9452948355674744
-0.949922257065773
-0.9664646321535111
-0.9894396299123764
-1.0006396853923798
-1.0184473776817322
-1.0275224679708481
-1.035838224887848
-1.051620730161667
-1.0471767568588257
-1.0504767680168152
-1.0379484528303147
-1.0409987652301789
-1.0392481470108033
-1.0332272881269455
-1.0284493947029114
-1.0258038872480393
-1.0077063524723053
-1.003661551475525
-1.004832603931427
-1.0043309861421585
-0.9908361369371415
-0.9952412927150727
-0.9882012987136841
-0.9759900653362275
-0.9727232390642166
-0.9735388094186783
-0.971269258260727
-0.9593736165761948
-0.9628432476520539
-0.9611113452911377
-0.950758838057518
-0.9460946255922318
-0.9443367356061936
-0.9494021171331406
-0.9404029929637909
-0.9373747491836548
-0.9186889761686325
-0.9316556984186173
-0.928051062822342
-0.794468692932278
-0.7795123634487391
-0.7590941963344813
-0.7801432432234288
-0.7742371046543122
-0.7814372768253088
-0.7973492508381606
-0.790073378905654
-0.8166948975622654
-0.8254467071592808
-0.8360117906332016
-0.8310187765955925
-0.83900261759758
-0.8652780884504319
-0.8758633294701577
-0.8927836278080941
-0.9047619932889939
-0.9179227882623673
-0.939777576327324
-0.9457007133960724
-0.9658326590061188
-0.9766574585437775
-0.9901088261604309
-1.0002172076702118
-1.0151481264829636
-1.017704018354416
-1.0454079294204712
-1.0583646380901337
-1.0537595534324646
-1.0470344805717469
-1.0401005530357361
-1.049516179561615
-1.0290800267457962
-1.0334870600700379
-1.0162446582317353
-1.0116312140226364
-1.009243198633194
-1.0069645875692368
-1.0100914174318314
-1.0032949978113175
-0.9834533715248108
-0.9795910650491715
-0.9859928423166275
-0.9730163449048996
-0.9834614479541779
-0.9690017634630204
-0.9651512736082077
-0.9730550581216812
-0.955502667427063
-0.9588163578510285
-0.9624924892187119
-0.9416967117786408
-0.9531931811571122
-0.9374030762910843
-0.9325062268972397
-0.9327653580904007
-0.9246842646598816
