time_start,time_end,flshoulder,flarm,flfoot,frshoulder,frarm,frfoot,blshoulder,blarm,blfoot,brshoulder,brarm,brfoot
1706877986.164615,2346.133575472,29.74484634399414,-19.939990997314453,71.3723373413086,-25.859968185424805,-27.03999137878418,82.5451431274414,27.33750343322754,-18.74484634399414,93.37764739990234,-34.89515686035156,-11.41999626159668,100.53765869140625
1706877986.176189,2346.143951667,29.744823455810547,-19.94000816345215,71.37234497070312,-25.85995101928711,-27.040006637573242,82.54515075683594,27.337478637695312,-18.744871139526367,93.37765502929688,-34.89512252807617,-11.420026779174805,100.53765869140625
1706877986.1883597,2346.156488982,29.74468994140625,-19.940126419067383,71.3724594116211,-25.859825134277344,-27.040081024169922,82.54517364501953,27.337318420410156,-18.745010375976562,93.3776626586914,-34.89487838745117,-11.420245170593262,100.53771209716797
1706877986.2002676,2346.168192677,29.744346618652344,-19.94043731689453,71.37272644042969,-25.8594913482666,-27.04027557373047,82.54521179199219,27.336898803710938,-18.745393753051758,93.37769317626953,-34.89425277709961,-11.42081069946289,100.53784942626953
1706877986.2121391,2346.179422372,29.743677139282227,-19.941030502319336,71.37325286865234,-25.858858108520508,-27.04065704345703,82.54529571533203,27.336095809936523,-18.746124267578125,93.37776184082031,-34.89303970336914,-11.421906471252441,100.53812408447266
1706877986.22421,2346.19170682,29.74257469177246,-19.941999435424805,71.37410736083984,-25.857810974121094,-27.041276931762695,82.54542541503906,27.33477210998535,-18.747333526611328,93.37787628173828,-34.89104461669922,-11.423698425292969,100.5385513305664
1706877986.2361279,2346.203401846,29.74095344543457,-19.94344139099121,71.37537384033203,-25.856273651123047,-27.042203903198242,82.5456314086914,27.332820892333984,-18.74910545349121,93.37803649902344,-34.88810729980469,-11.42635440826416,100.53919982910156
1706877986.248128,2346.215692308,29.73870277404785,-19.945432662963867,71.37712860107422,-25.85413932800293,-27.043472290039062,82.5458984375,27.330116271972656,-18.751564025878906,93.37826538085938,-34.884037017822266,-11.430021286010742,100.54008483886719
1706877986.2602265,2346.229151201,29.735702514648438,-19.948091506958008,71.37947845458984,-25.85129165649414,-27.045175552368164,82.54627227783203,27.326509475708008,-18.754850387573242,93.37855529785156,-34.878604888916016,-11.434920310974121,100.54126739501953
1706877986.2722094,2346.241102484,29.731952667236328,-19.951414108276367,71.38240051269531,-25.847736358642578,-27.04729652404785,82.54672241210938,27.322002410888672,-18.75895118713379,93.37893676757812,-34.87181854248047,-11.441038131713867,100.54275512695312
