time_start,time_end,flshoulder,flarm,flfoot,frshoulder,frarm,frfoot,blshoulder,blarm,blfoot,brshoulder,brarm,brfoot,motion,movement
1752514906.460506,16818.676383759,32.899993896484375,-11.074847221374512,78.21517181396484,-27.284839630126953,-11.88236141204834,75.56485748291016,26.717510223388672,-39.90000915527344,72.3600082397461,-30.200000762939453,0.029993019998073578,70.01000213623047,Stop,Stepping
1752514906.470427,16818.685768993,32.899932861328125,-11.074939727783203,78.21524047851562,-27.284788131713867,-11.88244342803955,75.56491088867188,26.717466354370117,-39.900028228759766,72.36002349853516,-30.19993782043457,0.029881978407502174,70.01010131835938,Stop,Stepping
1752514906.4804132,16818.695645587,32.89973068237305,-11.075222969055176,78.2154541015625,-27.28462028503418,-11.88270378112793,75.5650863647461,26.71731948852539,-39.900089263916016,72.36007690429688,-30.199745178222656,0.029521631076931953,70.01042175292969,Stop,Stepping
1752514906.4904153,16818.705669604,32.89930725097656,-11.07581901550293,78.21589660644531,-27.284273147583008,-11.883267402648926,75.56547546386719,26.717018127441406,-39.900230407714844,72.36022186279297,-30.199344635009766,0.028761763125658035,70.0111083984375,Stop,Stepping
1752514906.5004182,16818.71559387,32.898590087890625,-11.076841354370117,78.21666717529297,-27.283679962158203,-11.88421630859375,75.56613159179688,26.716508865356445,-39.90046310424805,72.3604507446289,-30.198657989501953,0.027470655739307404,70.01226043701172,Stop,Stepping
1752514906.5104198,16818.725767604,32.89749526977539,-11.078404426574707,78.21782684326172,-27.282773971557617,-11.885658264160156,75.56712341308594,26.715726852416992,-39.900821685791016,72.36079406738281,-30.197612762451172,0.025505099445581436,70.01402282714844,Stop,Stepping
1752514906.5204349,16818.735913282,32.89594268798828,-11.080601692199707,78.2194595336914,-27.281494140625,-11.887706756591797,75.56852722167969,26.714624404907227,-39.90132522583008,72.36128997802734,-30.196136474609375,0.022725068032741547,70.01651000976562,Stop,Stepping
1752514906.5304165,16818.745948368,32.89387893676758,-11.083545684814453,78.22166442871094,-27.27979278564453,-11.890435218811035,75.57040405273438,26.713151931762695,-39.902008056640625,72.36195373535156,-30.194169998168945,0.019018325954675674,70.01983642578125,Stop,Stepping
1752514906.5404367,16818.755583203,32.891204833984375,-11.087331771850586,78.2244873046875,-27.277589797973633,-11.89395523071289,75.57283020019531,26.71125030517578,-39.90288162231445,72.36280822753906,-30.191621780395508,0.014229970052838326,70.02412414550781,Stop,Stepping
1752514906.5504403,16818.765644994,32.88787841796875,-11.092061996459961,78.2280044555664,-27.27484130859375,-11.898354530334473,75.57585144042969,26.708879470825195,-39.90397262573242,72.36387634277344,-30.18844985961914,0.00825231708586216,70.02947998046875,Stop,Stepping
1752514906.5603955,16818.77563563,32.883819580078125,-11.09782600402832,78.23230743408203,-27.271493911743164,-11.903704643249512,75.57952117919922,26.70598793029785,-39.905296325683594,72.36516571044922,-30.18458366394043,0.0009759188396856189,70.03599548339844,Stop,Stepping
1752514906.5704288,16818.785904777,32.87894058227539,-11.104767799377441,78.23748016357422,-27.26746940612793,-11.910140991210938,75.58395385742188,26.702512741088867,-39.906898498535156,72.36672973632812,-30.179935455322266,-0.007775138597935438,70.04383087158203,Stop,Stepping
1752514906.5804362,16818.795643156,32.873199462890625,-11.112919807434082,78.2435531616211,-27.26273536682129,-11.917715072631836,75.58915710449219,26.698423385620117,-39.90877151489258,72.3685531616211,-30.17446517944336,-0.018073562532663345,70.05304718017578,Stop,Stepping
1752514906.5903997,16818.805689638,32.866546630859375,-11.122368812561035,78.25059509277344,-27.257244110107422,-11.92648983001709,75.59518432617188,26.69368553161621,-39.910945892333984,72.37068176269531,-30.16812515258789,-0.030000388622283936,70.063720703125,Stop,Stepping
1752514906.600431,16818.815632555,32.85886001586914,-11.133283615112305,78.25872039794922,-27.250905990600586,-11.936628341674805,75.60214233398438,26.688209533691406,-39.913455963134766,72.37311553955078,-30.160797119140625,-0.04378816857933998,70.07605743408203,Stop,Stepping
1752514906.6104379,16818.825765746,32.85012435913086,-11.145685195922852,78.2679443359375,-27.243701934814453,-11.948135375976562,75.61003112792969,26.681989669799805,-39.91631317138672,72.37590026855469,-30.152481079101562,-0.05943792685866356,70.09004211425781,Stop,Stepping
1752514906.620393,16818.835640561,32.8403205871582,-11.1596097946167,78.2782974243164,-27.235614776611328,-11.961074829101562,75.61891174316406,26.675004959106445,-39.91950988769531,72.3790054321289,-30.143136978149414,-0.07701364904642105,70.10575103759766,Stop,Stepping
1752514906.6304312,16818.845725219,32.82928466796875,-11.175275802612305,78.2899398803711,-27.22650909423828,-11.975616455078125,75.62886810302734,26.667142868041992,-39.92311477661133,72.38252258300781,-30.13262367248535,-0.09679577499628067,70.12342071533203,Stop,Stepping
1752514906.6404123,16818.855858602,32.81707763671875,-11.19260025024414,78.30280303955078,-27.216440200805664,-11.991705894470215,75.63988494873047,26.658445358276367,-39.927093505859375,72.38639068603516,-30.12099266052246,-0.11866544187068939,70.14293670654297,Stop,Stepping
1752514906.6503975,16818.866326892,32.80355453491211,-11.21179485321045,78.31704711914062,-27.205286026000977,-12.009532928466797,75.65209197998047,26.6488094329834,-39.9315071105957,72.39067840576172,-30.108110427856445,-0.1428893655538559,70.16454315185547,Stop,Stepping
1752514906.6604226,16818.876623562,32.788665771484375,-11.232928276062012,78.33271026611328,-27.193002700805664,-12.029147148132324,75.66548919677734,26.63819694519043,-39.93635177612305,72.39537811279297,-30.093923568725586,-0.1695612221956253,70.18832397460938,Stop,Stepping
1752514906.6704016,16818.886095504,32.77242660522461,-11.255959510803223,78.34976959228516,-27.179611206054688,-12.05053997039795,75.68010711669922,26.62662696838379,-39.9416389465332,72.4005126953125,-30.078454971313477,-0.19863298535346985,70.2142105102539,Stop,Stepping
1752514906.6804194,16818.896270202,32.754722595214844,-11.281060218811035,78.36833953857422,-27.165008544921875,-12.073847770690918,75.69600677490234,26.614011764526367,-39.94740295410156,72.4061050415039,-30.06159019470215,-0.2303231656551361,70.2424087524414,Stop,Stepping
1752514906.690421,16818.906210179,32.73550796508789,-11.308303833007812,78.38847351074219,-27.149160385131836,-12.099143028259277,75.71324920654297,26.60031509399414,-39.95364761352539,72.41215515136719,-30.043289184570312,-0.2647024393081665,70.2729721069336,Stop,Stepping
1752514906.7004018,16818.916451755,32.71480941772461,-11.337651252746582,78.41014099121094,-27.13208770751953,-12.126397132873535,75.73180389404297,26.58555793762207,-39.960365295410156,72.41865539550781,-30.023571014404297,-0.3017348349094391,70.30585479736328,Stop,Stepping
1752514906.710403,16818.926504345,32.69248580932617,-11.369281768798828,78.43345642089844,-27.11367416381836,-12.15576457977295,75.75177001953125,26.569644927978516,-39.96760940551758,72.42566680908203,-30.002309799194336,-0.34165436029434204,70.34126281738281,Stop,Stepping
1752514906.7204137,16818.936194556,32.66850280761719,-11.40324878692627,78.45845794677734,-27.09389877319336,-12.187302589416504,75.77318572998047,26.55254554748535,-39.975379943847656,72.43317413330078,-29.97947120666504,-0.38451847434043884,70.37924194335938,Stop,Stepping
1752514906.7304208,16818.946268376,32.64284896850586,-11.439570426940918,78.48515319824219,-27.072744369506836,-12.221030235290527,75.79605102539062,26.534255981445312,-39.98368835449219,72.44119262695312,-29.95504379272461,-0.43035435676574707,70.4197998046875,Stop,Stepping
1752514906.740411,16818.956084706,32.61554718017578,-11.478215217590332,78.51351165771484,-27.05022621154785,-12.256908416748047,75.82032775878906,26.514781951904297,-39.992515563964844,72.44969177246094,-29.929048538208008,-0.4791138768196106,70.46287536621094,Stop,Stepping
1752514906.7503967,16818.966246786,32.586448669433594,-11.519381523132324,78.54366302490234,-27.026233673095703,-12.295129776000977,75.84615325927734,26.494028091430664,-40.00191116333008,72.45874786376953,-29.90134620666504,-0.5310559272766113,70.50870513916016,Stop,Stepping
1752514906.7604089,16818.976481021,32.55552673339844,-11.563117980957031,78.57563781738281,-27.000734329223633,-12.335732460021973,75.87352752685547,26.471969604492188,-40.01188659667969,72.46833038330078,-29.871902465820312,-0.5862299203872681,70.55730438232422,Stop,Stepping
1752514906.7704043,16818.986135451,32.52280044555664,-11.609375,78.60939025878906,-26.973751068115234,-12.37868881225586,75.90245056152344,26.448617935180664,-40.02241897583008,72.47843933105469,-29.840749740600586,-0.6445922255516052,70.6086196899414,Stop,Stepping
1752514906.7804384,16818.996086631,32.48805236816406,-11.658467292785645,78.64513397216797,-26.94510269165039,-12.424262046813965,75.93305969238281,26.4238224029541,-40.033599853515625,72.48915100097656,-29.807676315307617,-0.7065161466598511,70.66297912597656,Stop,Stepping
1752514906.7904437,16819.006585901,32.4515266418457,-11.710047721862793,78.6826171875,-26.91498565673828,-12.472145080566406,75.96514892578125,26.39775276184082,-40.045326232910156,72.5003662109375,-29.77291488647461,-0.7715774774551392,70.71998596191406,Stop,Stepping
1752514906.8004017,16819.016485839,32.413169860839844,-11.764179229736328,78.72184753417969,-26.88336181640625,-12.522400856018066,75.99876403808594,26.370370864868164,-40.0576171875,72.5121078491211,-29.736413955688477,-0.8398570418357849,70.7796859741211,Stop,Stepping
1752514906.810439,16819.026562755,32.37258529663086,-11.821416854858398,78.76322174072266,-26.849905014038086,-12.575546264648438,76.03421783447266,26.341394424438477,-40.07060241699219,72.52448272705078,-29.697797775268555,-0.9120470285415649,70.8426742553711,Stop,Stepping
1752514906.8204405,16819.036208192,32.33012390136719,-11.881281852722168,78.806396484375,-26.814905166625977,-12.631120681762695,76.07119750976562,26.311065673828125,-40.08415603637695,72.53736877441406,-29.657398223876953,-0.9875324368476868,70.90839385986328,Stop,Stepping
1752514906.8304117,16819.04624181,32.28571701049805,-11.943832397460938,78.85137176513672,-26.778303146362305,-12.689187049865723,76.10972595214844,26.279348373413086,-40.09830856323242,72.55081176757812,-29.615156173706055,-1.0664149522781372,70.9769058227539,Stop,Stepping
1752514906.8404355,16819.056163616,32.23905563354492,-12.00952434539795,78.89847564697266,-26.739845275878906,-12.750164985656738,76.15007781982422,26.246009826660156,-40.113155364990234,72.56486511230469,-29.570777893066406,-1.1492420434951782,71.04867553710938,Stop,Stepping
1752514906.8504152,16819.066246405,32.19050216674805,-12.07783031463623,78.94730377197266,-26.699825286865234,-12.813570976257324,76.19190979003906,26.211307525634766,-40.12855911254883,72.57942199707031,-29.524600982666016,-1.2353602647781372,71.12310791015625,Stop,Stepping
1752514906.8604221,16819.076215007,32.13963317871094,-12.149343490600586,78.9982681274414,-26.657901763916016,-12.879958152770996,76.2355728149414,26.174943923950195,-40.1446647644043,72.59459686279297,-29.47623062133789,-1.3255176544189453,71.20082092285156,Stop,Stepping
1752514906.8704205,16819.086105852,32.0866584777832,-12.223758697509766,79.0511245727539,-26.614248275756836,-12.949028015136719,76.28085327148438,26.13706398010254,-40.16139221191406,72.6103286743164,-29.42586898803711,-1.4193270206451416,71.28144836425781,Stop,Stepping
1752514906.8804204,16819.096195976,32.031551361083984,-12.301112174987793,79.10586547851562,-26.568838119506836,-13.020832061767578,76.3277587890625,26.0976505279541,-40.17876052856445,72.62661743164062,-29.373485565185547,-1.5168265104293823,71.3650131225586,Stop,Stepping
1752514906.8904078,16819.106532579,31.97429084777832,-12.381418228149414,79.1624984741211,-26.52165985107422,-13.09536361694336,76.37628173828125,26.056682586669922,-40.19675064086914,72.6434326171875,-29.319068908691406,-1.6180362701416016,71.45149230957031,Stop,Stepping
1752514906.900412,16819.11611634,31.91472053527832,-12.464895248413086,79.22114562988281,-26.472579956054688,-13.172844886779785,76.4265365600586,26.014049530029297,-40.215423583984375,72.66083526611328,-29.262460708618164,-1.7232415676116943,71.54109191894531,Stop,Stepping
1752514906.9104133,16819.126442573,31.852893829345703,-12.5514554977417,79.2817153930664,-26.421648025512695,-13.253180503845215,76.47843933105469,25.969789505004883,-40.234745025634766,72.67879486083984,-29.20372772216797,-1.8323160409927368,71.63368225097656,Stop,Stepping
1752514906.9204283,16819.136277967,31.788726806640625,-12.641210556030273,79.34425354003906,-26.368789672851562,-13.336475372314453,76.53202819824219,25.923837661743164,-40.25474166870117,72.69731903076172,-29.142772674560547,-1.9454132318496704,71.72935485839844,Stop,Stepping
1752514906.9305532,16819.146248301,31.722400665283203,-12.733899116516113,79.40857696533203,-26.314157485961914,-13.422501564025879,76.58716583251953,25.876319885253906,-40.275352478027344,72.71633911132812,-29.079784393310547,-2.0621964931488037,71.82779693603516,Stop,Stepping
