timestamp,gravity_x,gravity_y,gravity_z,qw,qx,qy,qz
1786467201.590061,1.077830,0.398361,-9.742468,-0.348100,-0.044484,-0.038251,0.935620
1786467201.592947,1.078193,0.400363,-9.742346,-0.348060,-0.044467,-0.038352,0.935631
1786467201.607925,1.078190,0.400625,-9.742336,-0.348071,-0.044462,-0.038365,0.935627
1786467201.608065,1.077653,0.398627,-9.742477,-0.348092,-0.044471,-0.038260,0.935623
1786467201.633003,1.078307,0.400264,-9.742338,-0.348063,-0.044474,-0.038349,0.935630
1786467201.633116,1.077997,0.401127,-9.742336,-0.348059,-0.044444,-0.038385,0.935631
1786467201.640460,1.078008,0.400430,-9.742364,-0.348063,-0.044457,-0.038352,0.935631
1786467201.640559,1.078139,0.400876,-9.742331,-0.348054,-0.044456,-0.038375,0.935633
1786467201.652983,1.078071,0.400792,-9.742342,-0.348063,-0.044454,-0.038370,0.935630
1786467201.658760,1.078438,0.400296,-9.742322,-0.348045,-0.044481,-0.038352,0.935636
1786467201.668603,1.077989,0.398800,-9.742433,-0.348095,-0.044484,-0.038275,0.935621
1786467201.680394,1.078289,0.400746,-9.742320,-0.348066,-0.044465,-0.038372,0.935629
1786467201.683020,1.078139,0.400746,-9.742336,-0.348072,-0.044457,-0.038370,0.935627
1786467201.701336,1.078251,0.399954,-9.742357,-0.348060,-0.044477,-0.038333,0.935632
1786467201.701438,1.078153,0.400322,-9.742352,-0.348068,-0.044466,-0.038350,0.935628
1786467201.709900,1.078237,0.400426,-9.742339,-0.348069,-0.044468,-0.038356,0.935628
1786467201.724070,1.077757,0.399117,-9.742446,-0.348087,-0.044467,-0.038286,0.935624
1786467201.727746,1.078389,0.400108,-9.742335,-0.348057,-0.044481,-0.038343,0.935632
1786467201.733367,1.077813,0.401437,-9.742344,-0.348056,-0.044430,-0.038396,0.935633
1786467201.746798,1.078041,0.400815,-9.742344,-0.348068,-0.044452,-0.038371,0.935628
1786467201.749077,1.078160,0.400534,-9.742343,-0.348064,-0.044463,-0.038360,0.935630
1786467201.762169,1.078277,0.400456,-9.742333,-0.348064,-0.044470,-0.038358,0.935630
1786467201.767423,1.078357,0.399907,-9.742347,-0.348065,-0.044483,-0.038333,0.935629
1786467201.785757,1.078049,0.398239,-9.742449,-0.348090,-0.044497,-0.038249,0.935623
1786467201.785912,1.077753,0.398770,-9.742460,-0.348094,-0.044473,-0.038269,0.935622
1786467201.798024,1.077369,0.399010,-9.742493,-0.348103,-0.044450,-0.038274,0.935619
1786467201.801069,1.077696,0.398980,-9.742458,-0.348103,-0.044466,-0.038279,0.935618
1786467201.811649,1.077757,0.399051,-9.742448,-0.348077,-0.044469,-0.038282,0.935628
1786467201.816758,1.078257,0.400098,-9.742350,-0.348065,-0.044475,-0.038341,0.935629
1786467201.826534,1.077476,0.398877,-9.742487,-0.348099,-0.044458,-0.038270,0.935621
1786467201.838640,1.077857,0.399178,-9.742432,-0.348107,-0.044470,-0.038291,0.935616
1786467201.839922,1.078024,0.398447,-9.742443,-0.348083,-0.044492,-0.038258,0.935625
1786467201.859182,1.077854,0.400593,-9.742374,-0.348062,-0.044447,-0.038357,0.935632
1786467201.859230,1.077798,0.399191,-9.742438,-0.348076,-0.044469,-0.038289,0.935628
1786467201.872550,1.077993,0.400962,-9.742344,-0.348068,-0.044447,-0.038377,0.935628
1786467201.875676,1.077443,0.399122,-9.742480,-0.348088,-0.044452,-0.038280,0.935624
1786467201.891023,1.078050,0.400910,-9.742340,-0.348059,-0.044451,-0.038375,0.935632
1786467201.891117,1.077976,0.399197,-9.742418,-0.348089,-0.044476,-0.038293,0.935623
1786467201.906818,1.078291,0.400227,-9.742341,-0.348061,-0.044474,-0.038347,0.935631
1786467201.906884,1.078321,0.399990,-9.742347,-0.348068,-0.044480,-0.038337,0.935628
1786467201.923609,1.078057,0.400748,-9.742345,-0.348069,-0.044454,-0.038368,0.935628
1786467201.923662,1.078027,0.399115,-9.742416,-0.348101,-0.044480,-0.038291,0.935618
1786467201.945477,1.077645,0.398854,-9.742469,-0.348096,-0.044466,-0.038271,0.935622
1786467201.945571,1.077922,0.400756,-9.742360,-0.348076,-0.044447,-0.038367,0.935626
1786467201.955562,1.078395,0.400404,-9.742322,-0.348050,-0.044477,-0.038357,0.935634
1786467201.957726,1.078182,0.400708,-9.742333,-0.348050,-0.044461,-0.038368,0.935635
1786467201.973378,1.078188,0.400263,-9.742351,-0.348071,-0.044468,-0.038347,0.935627
1786467201.973525,1.078361,0.400147,-9.742336,-0.348069,-0.044479,-0.038345,0.935628
1786467202.003903,1.078587,0.399601,-9.742334,-0.348062,-0.044500,-0.038322,0.935630
1786467202.004043,1.077484,0.398912,-9.742484,-0.348101,-0.044457,-0.038271,0.935620
1786467202.004079,1.077844,0.400916,-9.742362,-0.348075,-0.044440,-0.038373,0.935626
1786467202.010297,1.078239,0.400355,-9.742341,-0.348072,-0.044469,-0.038353,0.935627
1786467202.016461,1.077862,0.399040,-9.742437,-0.348099,-0.044473,-0.038284,0.935619
1786467202.030776,1.078161,0.400631,-9.742339,-0.348073,-0.044461,-0.038365,0.935627
1786467202.033504,1.077918,0.398787,-9.742441,-0.348100,-0.044481,-0.038273,0.935619
1786467202.045795,1.077922,0.398551,-9.742450,-0.348089,-0.044485,-0.038262,0.935623
1786467202.049999,1.077978,0.400148,-9.742379,-0.348074,-0.044460,-0.038338,0.935627
1786467202.059303,1.077887,0.400920,-9.742357,-0.348073,-0.044442,-0.038374,0.935627
1786467202.072597,1.078196,0.401258,-9.742309,-0.348053,-0.044452,-0.038394,0.935633
1786467202.075329,1.077434,0.399402,-9.742470,-0.348098,-0.044446,-0.038294,0.935620
1786467202.088212,1.078135,0.400456,-9.742349,-0.348067,-0.044463,-0.038356,0.935629
1786467202.090928,1.078336,0.399875,-9.742350,-0.348069,-0.044482,-0.038331,0.935628
1786467202.102214,1.078476,0.400319,-9.742317,-0.348060,-0.044482,-0.038355,0.935631
1786467202.116947,1.078495,0.399817,-9.742335,-0.348079,-0.044491,-0.038332,0.935624
1786467202.118268,1.078024,0.398577,-9.742438,-0.348099,-0.044489,-0.038265,0.935619
1786467202.144701,1.078310,0.400680,-9.742320,-0.348069,-0.044467,-0.038370,0.935627
1786467202.144909,1.077979,0.398980,-9.742427,-0.348097,-0.044480,-0.038283,0.935620
1786467202.144971,1.077801,0.400676,-9.742377,-0.348075,-0.044442,-0.038361,0.935627
1786467202.159531,1.077741,0.399006,-9.742452,-0.348106,-0.044468,-0.038281,0.935617
1786467202.159651,1.077919,0.400496,-9.742371,-0.348077,-0.044451,-0.038354,0.935626
1786467202.172615,1.078196,0.400617,-9.742335,-0.348073,-0.044462,-0.038365,0.935626
1786467202.173777,1.078748,0.399999,-9.742300,-0.348062,-0.044500,-0.038344,0.935629
1786467202.189807,1.077804,0.399061,-9.742443,-0.348110,-0.044470,-0.038285,0.935615
1786467202.189958,1.078257,0.400369,-9.742339,-0.348086,-0.044469,-0.038354,0.935622
1786467202.202429,1.078245,0.400288,-9.742344,-0.348073,-0.044471,-0.038350,0.935626
1786467202.211207,1.077939,0.399244,-9.742420,-0.348118,-0.044473,-0.038296,0.935612
1786467202.222273,1.078372,0.400318,-9.742328,-0.348073,-0.044476,-0.038354,0.935626
1786467202.224015,1.078396,0.400204,-9.742330,-0.348084,-0.044479,-0.038349,0.935622
1786467202.238666,1.077579,0.398981,-9.742471,-0.348107,-0.044461,-0.038277,0.935617
1786467202.241510,1.078370,0.400820,-9.742308,-0.348078,-0.044467,-0.038378,0.935624
1786467202.250847,1.078297,0.400370,-9.742334,-0.348082,-0.044471,-0.038355,0.935623
1786467202.271497,1.077894,0.398618,-9.742451,-0.348105,-0.044482,-0.038265,0.935618
1786467202.271641,1.078285,0.400522,-9.742329,-0.348067,-0.044469,-0.038361,0.935628
1786467202.274568,1.077182,0.399628,-9.742488,-0.348112,-0.044430,-0.038301,0.935616
1786467202.291397,1.078059,0.400592,-9.742352,-0.348072,-0.044456,-0.038361,0.935627
1786467202.291544,1.077919,0.398951,-9.742434,-0.348094,-0.044478,-0.038281,0.935621
1786467202.303009,1.078087,0.398740,-9.742424,-0.348112,-0.044489,-0.038275,0.935614
1786467202.308666,1.077946,0.400860,-9.742353,-0.348077,-0.044446,-0.038372,0.935625
1786467202.318926,1.078030,0.400298,-9.742367,-0.348096,-0.044459,-0.038347,0.935619
1786467202.336792,1.077853,0.401155,-9.742351,-0.348088,-0.044436,-0.038385,0.935621
1786467202.337112,1.077863,0.401224,-9.742347,-0.348086,-0.044435,-0.038388,0.935622
1786467202.345752,1.077996,0.400757,-9.742352,-0.348084,-0.044450,-0.038368,0.935623
1786467202.355226,1.078014,0.400721,-9.742351,-0.348084,-0.044451,-0.038367,0.935623
1786467202.360506,1.077778,0.398876,-9.742453,-0.348119,-0.044471,-0.038276,0.935612
1786467202.375119,1.077583,0.399131,-9.742464,-0.348120,-0.044458,-0.038285,0.935612
1786467202.375232,1.078254,0.399855,-9.742360,-0.348088,-0.044478,-0.038330,0.935621
1786467202.390446,1.077860,0.400856,-9.742363,-0.348093,-0.044441,-0.038371,0.935620
1786467202.390562,1.077389,0.399310,-9.742478,-0.348116,-0.044445,-0.038290,0.935614
1786467202.402672,1.077949,0.400343,-9.742374,-0.348088,-0.044455,-0.038348,0.935622
1786467202.414734,1.078213,0.400167,-9.742352,-0.348086,-0.044471,-0.038344,0.935622
1786467202.420438,1.078275,0.398460,-9.742415,-0.348112,-0.044503,-0.038265,0.935614
1786467202.424933,1.077897,0.398380,-9.742460,-0.348107,-0.044487,-0.038254,0.935617
1786467202.436907,1.077723,0.398494,-9.742475,-0.348123,-0.044475,-0.038257,0.935611
1786467202.441131,1.078095,0.400752,-9.742341,-0.348077,-0.044455,-0.038369,0.935625
1786467202.450933,1.077939,0.401030,-9.742347,-0.348093,-0.044442,-0.038381,0.935619
1786467202.464512,1.077993,0.400757,-9.742352,-0.348086,-0.044450,-0.038368,0.935622
1786467202.467856,1.078493,0.399800,-9.742336,-0.348086,-0.044491,-0.038331,0.935621
1786467202.477061,1.077707,0.398561,-9.742474,-0.348116,-0.044474,-0.038259,0.935614
1786467202.487503,1.078053,0.398263,-9.742448,-0.348106,-0.044496,-0.038251,0.935617
1786467202.496058,1.078034,0.400304,-9.742366,-0.348092,-0.044459,-0.038348,0.935620
1786467202.499234,1.078029,0.398840,-9.742427,-0.348121,-0.044484,-0.038279,0.935611
1786467202.513183,1.077911,0.401350,-9.742337,-0.348098,-0.044435,-0.038396,0.935617
1786467202.518137,1.077683,0.399192,-9.742451,-0.348124,-0.044461,-0.038290,0.935610
1786467202.542597,1.077868,0.400905,-9.742360,-0.348100,-0.044440,-0.038374,0.935617
1786467202.542758,1.077616,0.398881,-9.742471,-0.348131,-0.044463,-0.038274,0.935608
1786467202.542839,1.078200,0.398185,-9.742435,-0.348118,-0.044504,-0.038250,0.935612
1786467202.562127,1.078396,0.399905,-9.742343,-0.348093,-0.044484,-0.038335,0.935619
1786467202.562280,1.077631,0.401091,-9.742378,-0.348093,-0.044426,-0.038378,0.935620
1786467202.566725,1.077819,0.400974,-9.742362,-0.348087,-0.044437,-0.038376,0.935622
1786467202.577998,1.077737,0.400844,-9.742377,-0.348091,-0.044436,-0.038368,0.935621
1786467202.583074,1.078009,0.398313,-9.742451,-0.348114,-0.044493,-0.038253,0.935614
1786467202.595926,1.078124,0.400336,-9.742355,-0.348092,-0.044463,-0.038351,0.935620
1786467202.600267,1.077938,0.398837,-9.742437,-0.348113,-0.044480,-0.038277,0.935614
1786467202.608463,1.078094,0.400530,-9.742350,-0.348073,-0.044459,-0.038359,0.935627
1786467202.618160,1.077945,0.400692,-9.742360,-0.348098,-0.044448,-0.038365,0.935618
1786467202.630447,1.077412,0.399102,-9.742484,-0.348125,-0.044450,-0.038280,0.935611
1786467202.633017,1.077974,0.400883,-9.742349,-0.348095,-0.044446,-0.038374,0.935619
1786467202.650432,1.077847,0.400565,-9.742376,-0.348096,-0.044446,-0.038357,0.935619
1786467202.650582,1.077667,0.398421,-9.742484,-0.348125,-0.044474,-0.038252,0.935611
1786467202.660728,1.078105,0.400782,-9.742339,-0.348100,-0.044454,-0.038372,0.935616
1786467202.671560,1.077654,0.399261,-9.742451,-0.348117,-0.044459,-0.038292,0.935613
1786467202.674052,1.077754,0.398916,-9.742454,-0.348127,-0.044469,-0.038278,0.935609
1786467202.695331,1.077965,0.398521,-9.742447,-0.348125,-0.044487,-0.038263,0.935610
1786467202.695487,1.077951,0.400475,-9.742368,-0.348100,-0.044452,-0.038355,0.935617
1786467202.712921,1.078200,0.400420,-9.742343,-0.348100,-0.044465,-0.038357,0.935616
1786467202.713075,1.077947,0.400766,-9.742357,-0.348096,-0.044447,-0.038368,0.935618
1786467202.716028,1.077979,0.400795,-9.742352,-0.348098,-0.044448,-0.038370,0.935617
1786467202.732443,1.077634,0.399037,-9.742462,-0.348115,-0.044462,-0.038281,0.935614
1786467202.732572,1.078214,0.400060,-9.742356,-0.348104,-0.044472,-0.038340,0.935615
1786467202.745587,1.077203,0.399448,-9.742493,-0.348133,-0.044433,-0.038294,0.935608
1786467202.751190,1.078202,0.400212,-9.742351,-0.348100,-0.044469,-0.038347,0.935616
1786467202.759786,1.077878,0.401028,-9.742354,-0.348109,-0.044438,-0.038380,0.935613
1786467202.771150,1.077637,0.399315,-9.742451,-0.348134,-0.044456,-0.038295,0.935607
1786467202.776045,1.078066,0.400983,-9.742335,-0.348105,-0.044448,-0.038381,0.935614
1786467202.791155,1.078280,0.400735,-9.742321,-0.348103,-0.044463,-0.038373,0.935615
1786467202.791274,1.077561,0.399058,-9.742470,-0.348136,-0.044457,-0.038282,0.935607
1786467202.812648,1.078025,0.400382,-9.742364,-0.348108,-0.044457,-0.038352,0.935614
1786467202.812774,1.077849,0.398630,-9.742455,-0.348135,-0.044479,-0.038266,0.935606
1786467202.824923,1.078045,0.400626,-9.742352,-0.348103,-0.044454,-0.038364,0.935615
1786467202.825066,1.077871,0.400994,-9.742356,-0.348108,-0.044439,-0.038379,0.935614
1786467202.838416,1.077773,0.401252,-9.742356,-0.348119,-0.044429,-0.038390,0.935610
1786467202.841871,1.077565,0.401599,-9.742365,-0.348120,-0.044413,-0.038403,0.935610
1786467202.855910,1.078010,0.401014,-9.742340,-0.348112,-0.044445,-0.038382,0.935612
1786467202.859284,1.078099,0.400145,-9.742366,-0.348113,-0.044465,-0.038342,0.935612
1786467202.867646,1.077852,0.398478,-9.742461,-0.348143,-0.044481,-0.038259,0.935604
1786467202.879944,1.077939,0.400381,-9.742374,-0.348117,-0.044452,-0.038351,0.935611
1786467202.882793,1.077919,0.401216,-9.742341,-0.348114,-0.044437,-0.038390,0.935611
1786467202.892028,1.077621,0.401529,-9.742362,-0.348125,-0.044417,-0.038400,0.935608
1786467202.902795,1.077835,0.401069,-9.742357,-0.348117,-0.044435,-0.038382,0.935610
1786467202.907353,1.078174,0.400677,-9.742335,-0.348109,-0.044459,-0.038369,0.935613
1786467202.923449,1.078204,0.400524,-9.742338,-0.348115,-0.044463,-0.038362,0.935611
1786467202.923578,1.078433,0.399647,-9.742349,-0.348112,-0.044489,-0.038324,0.935612
1786467202.938860,1.077736,0.398968,-9.742454,-0.348144,-0.044467,-0.038281,0.935603
1786467202.940994,1.077909,0.398756,-9.742444,-0.348142,-0.044479,-0.038274,0.935603
1786467202.961393,1.077724,0.399122,-9.742449,-0.348148,-0.044463,-0.038288,0.935601
1786467202.961506,1.077520,0.401405,-9.742378,-0.348126,-0.044414,-0.038393,0.935608
1786467202.969298,1.077960,0.398710,-9.742440,-0.348138,-0.044482,-0.038272,0.935605
1786467202.975972,1.078187,0.400619,-9.742336,-0.348118,-0.044460,-0.038367,0.935610
1786467202.985179,1.078171,0.399674,-9.742377,-0.348117,-0.044476,-0.038321,0.935611
1786467202.994608,1.078063,0.400481,-9.742356,-0.348121,-0.044457,-0.038358,0.935609
1786467202.999564,1.078394,0.400579,-9.742315,-0.348122,-0.044471,-0.038369,0.935607
1786467203.015012,1.077673,0.401235,-9.742368,-0.348121,-0.044424,-0.038387,0.935609
1786467203.018426,1.077373,0.399176,-9.742486,-0.348152,-0.044445,-0.038285,0.935601
1786467203.029066,1.077379,0.399368,-9.742477,-0.348144,-0.044443,-0.038294,0.935604
1786467203.031655,1.077953,0.400771,-9.742356,-0.348131,-0.044446,-0.038370,0.935605
1786467203.052434,1.077970,0.398518,-9.742446,-0.348154,-0.044486,-0.038264,0.935599
1786467203.055077,1.077612,0.400845,-9.742391,-0.348119,-0.044428,-0.038367,0.935610
1786467203.062256,1.077386,0.399288,-9.742480,-0.348150,-0.044444,-0.038290,0.935602
1786467203.069902,1.078307,0.400553,-9.742326,-0.348120,-0.044467,-0.038366,0.935609
1786467203.076299,1.078033,0.399694,-9.742391,-0.348111,-0.044469,-0.038319,0.935614
1786467203.087080,1.077828,0.400343,-9.742387,-0.348129,-0.044447,-0.038348,0.935607
1786467203.091260,1.077658,0.399469,-9.742442,-0.348152,-0.044454,-0.038304,0.935600
1786467203.104869,1.077934,0.400606,-9.742365,-0.348125,-0.044448,-0.038362,0.935608
1786467203.107053,1.077608,0.401165,-9.742378,-0.348131,-0.044422,-0.038383,0.935606
1786467203.123597,1.077559,0.401100,-9.742386,-0.348128,-0.044421,-0.038379,0.935607
1786467203.128024,1.078263,0.399698,-9.742366,-0.348131,-0.044480,-0.038325,0.935605
1786467203.136885,1.078235,0.399819,-9.742364,-0.348125,-0.044476,-0.038330,0.935608
1786467203.141579,1.077905,0.399993,-9.742393,-0.348121,-0.044458,-0.038332,0.935610
1786467203.153702,1.077698,0.401243,-9.742365,-0.348124,-0.044425,-0.038388,0.935608
1786467203.160991,1.077770,0.400885,-9.742372,-0.348131,-0.044435,-0.038373,0.935606
1786467203.170619,1.077994,0.400353,-9.742369,-0.348125,-0.044455,-0.038351,0.935608
1786467203.176011,1.078022,0.400366,-9.742365,-0.348129,-0.044456,-0.038352,0.935606
1786467203.190638,1.078139,0.400121,-9.742362,-0.348129,-0.044466,-0.038343,0.935606
1786467203.190787,1.078118,0.399724,-9.742381,-0.348125,-0.044472,-0.038323,0.935608
1786467203.209172,1.078067,0.400184,-9.742367,-0.348127,-0.044462,-0.038344,0.935607
1786467203.209333,1.077696,0.401249,-9.742365,-0.348130,-0.044425,-0.038389,0.935606
1786467203.223117,1.077955,0.401026,-9.742345,-0.348138,-0.044441,-0.038383,0.935603
1786467203.223290,1.077679,0.401020,-9.742376,-0.348128,-0.044428,-0.038377,0.935607
1786467203.241346,1.077930,0.400501,-9.742370,-0.348129,-0.044449,-0.038357,0.935606
1786467203.241506,1.078127,0.399978,-9.742369,-0.348134,-0.044468,-0.038336,0.935604
1786467203.257112,1.078185,0.400109,-9.742358,-0.348131,-0.044469,-0.038343,0.935605
1786467203.257277,1.077890,0.400508,-9.742374,-0.348137,-0.044447,-0.038357,0.935604
1786467203.279980,1.077915,0.400667,-9.742364,-0.348137,-0.044445,-0.038365,0.935603
1786467203.280143,1.077380,0.399490,-9.742472,-0.348156,-0.044440,-0.038300,0.935599
1786467203.291201,1.077609,0.401300,-9.742372,-0.348133,-0.044420,-0.038390,0.935605
1786467203.291370,1.077821,0.401293,-9.742349,-0.348140,-0.044430,-0.038393,0.935602
1786467203.301984,1.077805,0.398665,-9.742459,-0.348168,-0.044474,-0.038269,0.935594
1786467203.313921,1.078292,0.399994,-9.742350,-0.348147,-0.044475,-0.038340,0.935599
1786467203.317001,1.078408,0.400450,-9.742319,-0.348139,-0.044473,-0.038364,0.935601
1786467203.323291,1.077855,0.400595,-9.742374,-0.348135,-0.044444,-0.038360,0.935604
1786467203.338169,1.078116,0.401072,-9.742326,-0.348139,-0.044448,-0.038388,0.935601
1786467203.340832,1.077999,0.400866,-9.742347,-0.348143,-0.044446,-0.038376,0.935601
1786467203.358889,1.077853,0.400832,-9.742364,-0.348142,-0.044439,-0.038372,0.935601
1786467203.359029,1.078103,0.400789,-9.742339,-0.348144,-0.044452,-0.038375,0.935600
1786467203.370137,1.077544,0.399072,-9.742471,-0.348172,-0.044455,-0.038284,0.935593
1786467203.381094,1.078396,0.400551,-9.742316,-0.348150,-0.044470,-0.038369,0.935597
1786467203.387054,1.077867,0.401000,-9.742356,-0.348148,-0.044437,-0.038381,0.935599
1786467203.391490,1.077832,0.400639,-9.742375,-0.348155,-0.044441,-0.038363,0.935597
1786467203.405174,1.078140,0.400634,-9.742341,-0.348142,-0.044457,-0.038368,0.935601
1786467203.407462,1.077787,0.399325,-9.742434,-0.348178,-0.044461,-0.038300,0.935590
1786467203.428972,1.077838,0.399142,-9.742436,-0.348190,-0.044467,-0.038293,0.935586
1786467203.429133,1.078104,0.400401,-9.742354,-0.348144,-0.044459,-0.038356,0.935600
1786467203.434996,1.078025,0.400798,-9.742347,-0.348150,-0.044448,-0.038374,0.935598
1786467203.442012,1.077646,0.401215,-9.742372,-0.348153,-0.044422,-0.038387,0.935598
1786467203.460851,1.077700,0.401341,-9.742360,-0.348149,-0.044423,-0.038394,0.935599
1786467203.460975,1.078157,0.400897,-9.742328,-0.348152,-0.044452,-0.038381,0.935597
1786467203.475751,1.077947,0.399128,-9.742424,-0.348173,-0.044473,-0.038294,0.935591
1786467203.476080,1.077846,0.398798,-9.742449,-0.348178,-0.044474,-0.038276,0.935590
1786467203.491032,1.077853,0.398549,-9.742458,-0.348190,-0.044478,-0.038265,0.935586
1786467203.493267,1.077874,0.401388,-9.742339,-0.348156,-0.044430,-0.038400,0.935595
1786467203.501448,1.078251,0.401188,-9.742306,-0.348141,-0.044452,-0.038396,0.935600
1786467203.514867,1.077550,0.399218,-9.742464,-0.348185,-0.044452,-0.038291,0.935588
1786467203.518034,1.078049,0.400727,-9.742347,-0.348156,-0.044450,-0.038371,0.935596
1786467203.532209,1.078093,0.400508,-9.742351,-0.348156,-0.044456,-0.038361,0.935596
1786467203.536971,1.078236,0.400611,-9.742331,-0.348148,-0.044461,-0.038369,0.935598
1786467203.548222,1.077908,0.401098,-9.742348,-0.348158,-0.044437,-0.038387,0.935595
1786467203.550986,1.078067,0.401160,-9.742327,-0.348159,-0.044443,-0.038392,0.935594
1786467203.566652,1.078758,0.400210,-9.742290,-0.348160,-0.044493,-0.038359,0.935593
1786467203.566834,1.078286,0.400213,-9.742342,-0.348158,-0.044470,-0.038351,0.935595
1786467203.577885,1.078056,0.400334,-9.742363,-0.348153,-0.044457,-0.038352,0.935597
1786467203.583953,1.077909,0.399033,-9.742432,-0.348178,-0.044473,-0.038289,0.935590
1786467203.600785,1.078118,0.398436,-9.742434,-0.348180,-0.044493,-0.038264,0.935589
1786467203.601123,1.077781,0.399320,-9.742435,-0.348188,-0.044461,-0.038301,0.935586
1786467203.614939,1.078303,0.400895,-9.742312,-0.348165,-0.044459,-0.038384,0.935591
1786467203.617701,1.078343,0.400665,-9.742317,-0.348155,-0.044465,-0.038374,0.935595
1786467203.630382,1.077926,0.398683,-9.742445,-0.348194,-0.044479,-0.038273,0.935584
1786467203.633170,1.077797,0.400934,-9.742366,-0.348163,-0.044434,-0.038377,0.935594
1786467203.653781,1.077907,0.400795,-9.742360,-0.348160,-0.044442,-0.038372,0.935595
1786467203.653906,1.077693,0.399007,-9.742457,-0.348182,-0.044462,-0.038284,0.935589
1786467203.661036,1.077657,0.399296,-9.742449,-0.348191,-0.044455,-0.038297,0.935585
1786467203.675335,1.077906,0.401202,-9.742343,-0.348160,-0.044435,-0.038392,0.935594
1786467203.675473,1.077721,0.399634,-9.742428,-0.348197,-0.044452,-0.038315,0.935583
1786467203.688889,1.078430,0.400425,-9.742317,-0.348165,-0.044473,-0.038364,0.935591
1786467203.691085,1.077959,0.400744,-9.742356,-0.348164,-0.044445,-0.038371,0.935593
1786467203.705986,1.077603,0.399390,-9.742451,-0.348194,-0.044451,-0.038301,0.935584
1786467203.707437,1.077996,0.401131,-9.742336,-0.348166,-0.044440,-0.038390,0.935592
1786467203.722970,1.078038,0.400755,-9.742347,-0.348162,-0.044449,-0.038373,0.935594
1786467203.723090,1.077879,0.400554,-9.742373,-0.348160,-0.044445,-0.038360,0.935595
