time_start,flshoulder,flarm,flfoot,frshoulder,frarm,frfoot,blshoulder,blarm,blfoot,brshoulder,brarm,brfoot
1711475678.6319494,-4.9900007247924805,-70.90751647949219,149.57249450683594,4.834847450256348,-70.7723617553711,150.05999755859375,56.340003967285156,-74.68235778808594,166.3323516845703,-57.93484115600586,-72.66482543945312,165.79234313964844
1711475678.641636,-4.9900007247924805,-70.90751647949219,149.57249450683594,4.834847450256348,-70.7723617553711,150.05999755859375,56.340003967285156,-74.68235778808594,166.3323516845703,-57.93484115600586,-72.66482543945312,165.79234313964844
1711475678.6516728,-4.9900007247924805,-70.90751647949219,149.57249450683594,4.834847450256348,-70.7723617553711,150.05999755859375,56.340003967285156,-74.68235778808594,166.3323516845703,-57.93484115600586,-72.66482543945312,165.79234313964844
1711475678.6616719,-4.9900007247924805,-70.90751647949219,149.57249450683594,4.834847450256348,-70.7723617553711,150.05999755859375,56.340003967285156,-74.68235778808594,166.3323516845703,-57.93484115600586,-72.66482543945312,165.79234313964844
1711475678.6716316,-4.9900007247924805,-70.90751647949219,149.57249450683594,4.834847450256348,-70.7723617553711,150.05999755859375,56.340003967285156,-74.68235778808594,166.3323516845703,-57.93484115600586,-72.66482543945312,165.79234313964844
1711475678.6816247,-4.9900007247924805,-70.90751647949219,149.57249450683594,4.834847450256348,-70.7723617553711,150.05999755859375,56.340003967285156,-74.68235778808594,166.3323516845703,-57.93484115600586,-72.66482543945312,165.79234313964844
1711475678.6917288,-4.9900007247924805,-70.90751647949219,149.57249450683594,4.834847450256348,-70.7723617553711,150.05999755859375,56.340003967285156,-74.68235778808594,166.3323516845703,-57.93484115600586,-72.66482543945312,165.79234313964844
1711475678.701713,-4.9900007247924805,-70.90751647949219,149.57249450683594,4.834847450256348,-70.7723617553711,150.05999755859375,56.340003967285156,-74.68235778808594,166.3323516845703,-57.93484115600586,-72.66482543945312,165.79234313964844
1711475678.7117283,-4.9900007247924805,-70.90751647949219,149.57249450683594,4.834847450256348,-70.7723617553711,150.05999755859375,56.340003967285156,-74.68235778808594,166.3323516845703,-57.93484115600586,-72.66482543945312,165.79234313964844
1711475678.7217364,-4.9900007247924805,-70.90751647949219,149.57249450683594,4.834847450256348,-70.7723617553711,150.05999755859375,56.340003967285156,-74.68235778808594,166.3323516845703,-57.93484115600586,-72.66482543945312,165.79234313964844
1711475678.7317421,-4.9900007247924805,-70.90751647949219,149.57249450683594,4.834847450256348,-70.7723617553711,150.05999755859375,56.340003967285156,-74.68235778808594,166.3323516845703,-57.93484115600586,-72.66482543945312,165.79234313964844
1711475678.7417529,-4.9900007247924805,-70.90751647949219,149.57249450683594,4.834847450256348,-70.7723617553711,150.05999755859375,56.340003967285156,-74.68235778808594,166.3323516845703,-57.93484115600586,-72.66482543945312,165.79234313964844
