time_start,or_x,or_y,or_z,or_w,av_x,av_y,av_z,la_x,la_y,la_z
1711475678.658102,0.0366824047405733,-0.02655049261588916,-0.0029297095300291486,0.9989699141247308,0.0,0.0,0.0,-0.05,0.0,0.04
1711475678.6716383,0.0366824047405733,-0.02655049261588916,-0.0029297095300291486,0.9989699141247308,0.0,0.0,0.0,-0.04,-0.01,0.03
1711475678.6814609,0.0366824047405733,-0.02655049261588916,-0.0029297095300291486,0.9989699141247308,0.0,0.0,0.0,-0.06,-0.01,0.04
1711475678.6954384,0.0366824047405733,-0.02655049261588916,-0.0029297095300291486,0.9989699141247308,0.0,0.0,0.0,-0.04,0.0,0.05
1711475678.700022,0.0366824047405733,-0.02655049261588916,-0.0029297095300291486,0.9989699141247308,0.0,0.0,0.0,-0.06,0.0,0.07
1711475678.7079968,0.0366824047405733,-0.02655049261588916,-0.0029297095300291486,0.9989699141247308,0.0,0.0,0.0,-0.05,0.0,0.02
1711475678.7180285,0.0366824047405733,-0.02655049261588916,-0.0029297095300291486,0.9989699141247308,0.0,0.0,0.0,-0.06,0.0,0.05
1711475678.7229595,0.0366824047405733,-0.02655049261588916,-0.0029297095300291486,0.9989699141247308,0.0,0.0,0.0,-0.06,0.0,0.05
1711475678.7372305,0.0366824047405733,-0.02655049261588916,-0.0029297095300291486,0.9989699141247308,0.0,0.0,0.0,-0.06,0.0,0.04
1711475678.7467637,0.0366824047405733,-0.02655049261588916,-0.0029297095300291486,0.9989699141247308,0.0,0.0,0.0,-0.03,0.01,0.03
1711475678.7574162,0.0366824047405733,-0.02655049261588916,-0.0029297095300291486,0.9989699141247308,0.0,0.0,0.0,-0.03,0.0,0.04
1711475678.764526,0.0366824047405733,-0.02655049261588916,-0.0029297095300291486,0.9989699141247308,0.0,0.0,0.0,-0.06,0.01,0.04
1711475678.7715132,0.0366824047405733,-0.02655049261588916,-0.0029297095300291486,0.9989699141247308,0.0,0.0,0.0,-0.07,0.03,0.04
1711475678.781622,0.0366824047405733,-0.02655049261588916,-0.0029297095300291486,0.9989699141247308,0.0,0.0,0.0,-0.05,0.01,0.04
1711475678.7946346,0.0366824047405733,-0.02655049261588916,-0.0029297095300291486,0.9989699141247308,0.0,0.0,0.0,-0.05,0.0,0.02
1711475678.8045528,0.0366824047405733,-0.02655049261588916,-0.0029297095300291486,0.9989699141247308,0.0,0.0,0.0,-0.07,0.0,0.05
1711475678.8136935,0.0366824047405733,-0.02655049261588916,-0.0029297095300291486,0.9989699141247308,0.0,0.0,0.0,-0.04,-0.01,0.05
1711475678.8215616,0.0366824047405733,-0.02655049261588916,-0.0029297095300291486,0.9989699141247308,0.0,0.0,0.0,-0.05,0.0,0.06
1711475678.834058,0.0366824047405733,-0.02655049261588916,-0.0029297095300291486,0.9989699141247308,0.0,0.0,0.0,-0.07,0.01,0.05
1711475678.8426895,0.0366824047405733,-0.02655049261588916,-0.0029297095300291486,0.9989699141247308,0.0,0.0,0.0,-0.06,0.0,0.02
1711475678.85472,0.0366824047405733,-0.02655049261588916,-0.0029297095300291486,0.9989699141247308,0.0,0.0,0.0,-0.04,0.01,0.04
1711475678.8614092,0.0366824047405733,-0.02655049261588916,-0.0029297095300291486,0.9989699141247308,0.0,0.0,0.0,-0.05,-0.01,0.06
1711475678.8716083,0.0366824047405733,-0.02655049261588916,-0.0029297095300291486,0.9989699141247308,0.0,0.0,0.0,-0.04,0.0,0.05
1711475678.8816113,0.0366824047405733,-0.02655049261588916,-0.0029297095300291486,0.9989699141247308,0.0,0.0,0.0,-0.04,0.01,0.03
1711475678.8927598,0.0366824047405733,-0.02655049261588916,-0.0029297095300291486,0.9989699141247308,0.0,0.0,0.0,-0.06,0.0,0.04
1711475678.9017162,0.0366824047405733,-0.02655049261588916,-0.0029297095300291486,0.9989699141247308,0.0,0.0,0.0,-0.05,0.0,0.03
1711475678.9115798,0.0366824047405733,-0.02655049261588916,-0.0029297095300291486,0.9989699141247308,0.0,0.0,0.0,-0.07,0.0,0.01
1711475678.921878,0.0366824047405733,-0.02655049261588916,-0.0029297095300291486,0.9989699141247308,0.0,0.0,0.0,-0.07,0.02,0.05
1711475678.931664,0.0366824047405733,-0.02655049261588916,-0.0029297095300291486,0.9989699141247308,0.0,0.0,0.0,-0.04,0.01,0.03
1711475678.9424207,0.0366824047405733,-0.02655049261588916,-0.0029297095300291486,0.9989699141247308,0.0,0.0,0.0,-0.04,0.0,0.04
1711475678.9517124,0.0366824047405733,-0.02655049261588916,-0.0029297095300291486,0.9989699141247308,0.0,0.0,0.0,-0.02,0.01,0.06
1711475678.9618096,0.0366824047405733,-0.02655049261588916,-0.0029297095300291486,0.9989699141247308,0.0,0.0,0.0,-0.06,0.0,0.03
1711475678.971839,0.0366824047405733,-0.02655049261588916,-0.0029297095300291486,0.9989699141247308,0.0,0.0,0.0,-0.05,0.0,0.04
1711475678.982135,0.0366824047405733,-0.02655049261588916,-0.0029297095300291486,0.9989699141247308,0.0,0.0,0.0,-0.06,0.0,0.04
1711475678.9918656,0.0366824047405733,-0.02655049261588916,-0.0029297095300291486,0.9989699141247308,0.0,0.0,0.0,-0.07,0.01,0.04
1711475679.0021539,0.0366824047405733,-0.02655049261588916,-0.0029297095300291486,0.9989699141247308,0.0,0.0,0.0,-0.04,0.0,0.05
1711475679.0125086,0.0366824047405733,-0.02655049261588916,-0.0029297095300291486,0.9989699141247308,0.0,0.0,0.0,-0.06,0.02,0.05
1711475679.0215957,0.0366824047405733,-0.02655049261588916,-0.0029297095300291486,0.9989699141247308,0.0,0.0,0.0,-0.06,0.0,0.05
1711475679.0321443,0.0366824047405733,-0.02655049261588916,-0.0029297095300291486,0.9989699141247308,0.0,0.0,0.0,-0.06,0.01,0.04
1711475679.0419068,0.0366824047405733,-0.02655049261588916,-0.0029297095300291486,0.9989699141247308,0.0,0.0,0.0,-0.06,0.0,0.04
1711475679.0521579,0.0366824047405733,-0.02655049261588916,-0.0029297095300291486,0.9989699141247308,0.0,0.0,0.0,-0.06,0.0,0.03
1711475679.061538,0.0366824047405733,-0.02655049261588916,-0.0029297095300291486,0.9989699141247308,0.0,0.0,0.0,-0.05,0.0,0.04
1711475679.0718782,0.0366824047405733,-0.02655049261588916,-0.0029297095300291486,0.9989699141247308,0.0,0.0,0.0,-0.08,0.01,0.03
